player_name,player_id
"Scheffler, Scottie",18417
"MacIntyre, Robert",23323
"McNealy, Maverick",18634
"Fleetwood, Tommy",12294
"Burns, Sam",19483
"Hall, Harry",27194
"Aberg, Ludvig",23950
"Hovland, Viktor",18841
"Fowler, Rickie",12965
"Kim, Michael",17543
"Young, Cameron",26651
"Griffin, Ben",24968
"McIlroy, Rory",10091
"English, Harris",14577
"Henley, Russell",14578
"Pendrith, Taylor",17780
"Bradley, Keegan",13872
"Fitzpatrick, Matt",17646
"Kitayama, Kurt",21891
"Bridgeman, Jacob",29433
"Kim, Si Woo",14609
"Harman, Brian",8825
"Day, Jason",9771
"Lowry, Shane",13900
"Spaun, J.J.",17536
"Bhatia, Akshay",26096
"Matsuyama, Hideki",13562
"Schauffele, Xander",19895
"McCarthy, Denny",19870
"Cantlay, Patrick",15466
"Rose, Justin",6093
"Poston, J.T.",21554
"Hoge, Tom",15575
"Thomas, Justin",14139
"Cauley, Bud",14502
"Taylor, Nick",13126
"Morikawa, Collin",22085
"Gotterup, Chris",27774
"Conners, Corey",17576
"Glover, Lucas",7399
"Im, Sungjae",17488
"Stevens, Sam",25569
"Fox, Ryan",11889
"Gerard, Ryan",29767
"Vegas, Jhonattan",13508
"Detry, Thomas",14181
"Campbell, Brian",18628
"Novak, Andrew",23475
"Berger, Daniel",17606
