player_name,player_id
"Bradley, Keegan",13872
"Henley, Russell",14578
"Fleetwood, Tommy",12294
"English, Harris",14577
"Day, Jason",9771
"McIlroy, Rory",10091
"Scheffler, Scottie",18417
"Harman, Brian",8825
"Glover, Lucas",7399
"Hall, Harry",27194
"Thomas, Justin",14139
"McCarthy, Denny",19870
"Cantlay, Patrick",15466
"Griffin, Ben",24968
"An, Byeong Hun",14459
"Spaun, J.J.",17536
"Clark, Wyndham",23604
"Rai, Aaron",18554
"McNealy, Maverick",18634
"Burns, Sam",19483
"Taylor, Nick",13126
"Fitzpatrick, Matt",17646
"Fox, Ryan",11889
"MacIntyre, Robert",23323
"Eckroat, Austin",26653
"Thompson, Davis",27364
"Pendrith, Taylor",17780
"Yu, Kevin",17881
"Cauley, Bud",14502
"Novak, Andrew",23475
"Matsuyama, Hideki",13562
"Scott, Adam",6430
"Noren, Alex",10419
"Clanton, Luke",32330
"Jaeger, Stephan",16394
"Greyserman, Max",23465
"Woodland, Gary",12577
"Fowler, Rickie",12965
"Highsmith, Joe",28469
"Vegas, Jhonattan",13508
"Aberg, Ludvig",23950
"Kim, Michael",17543
"Berger, Daniel",17606
"Morikawa, Collin",22085
"Straka, Sepp",17511
"Stevens, Sam",25569
"Poston, J.T.",21554
"Kim, Tom",24766
"Lowry, Shane",13900
"Hoge, Tom",15575
"Bezuidenhout, Christiaan",18103
"Young, Cameron",26651
"Bridgeman, Jacob",29433
"Homa, Max",17538
"Bhatia, Akshay",26096
"Gerard, Ryan",29767
"Pavon, Matthieu",19960
"Davis, Cam",17786
"Hadwin, Adam",13965
"Riley, Davis",19872
"Im, Sungjae",17488
"Schauffele, Xander",19895
"Lee, Min Woo",16841
"Detry, Thomas",14181
"Hughes, Mackenzie",15556
"Finau, Tony",11676
"Dunlap, Nick",28270
"Kim, Si Woo",14609
"Hovland, Viktor",18841
"Cole, Eric",21756
"Schmid, Matti",20722
