am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,SWE,23950,13.0,21,"Aberg, Ludvig",52955,6681,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-03-12 08:40', 'wave': 'early'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-03-13 13:30', 'wave': 'late'}]",24,11
0,USA,19846,161.0,172,"Bauchou, Zach",48001,486,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-03-12 14:30', 'wave': 'late'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-03-13 09:40', 'wave': 'early'}]",65,11
0,USA,17606,49.0,34,"Berger, Daniel",40026,3144,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-03-12 07:52', 'wave': 'early'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-03-13 12:42', 'wave': 'late'}]",13,11
0,RSA,18103,48.0,89,"Bezuidenhout, Christiaan",45522,1647,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-03-12 08:04', 'wave': 'early'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-03-13 12:54', 'wave': 'late'}]",77,11
0,USA,26096,17.0,19,"Bhatia, Akshay",56630,4672,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-03-12 08:28', 'wave': 'early'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-03-13 13:18', 'wave': 'late'}]",2,11
0,USA,13872,39.0,23,"Bradley, Keegan",33141,957,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-03-12 13:18', 'wave': 'late'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-03-13 08:28', 'wave': 'early'}]",121,11
0,USA,29197,108.0,45,"Brennan, Michael",61522,739,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-03-12 09:16', 'wave': 'early'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-03-13 14:06', 'wave': 'late'}]",133,11
0,USA,29433,30.0,22,"Bridgeman, Jacob",60004,2797,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-03-12 13:06', 'wave': 'late'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-03-13 08:16', 'wave': 'early'}]",3,11
0,USA,19483,27.0,32,"Burns, Sam",47504,1349,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-03-12 13:54', 'wave': 'late'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-03-13 09:04', 'wave': 'early'}]",38,11
0,USA,18628,348.0,96,"Campbell, Brian",46443,424,"[{'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-03-12 14:06', 'wave': 'late'}, {'course_code': '', 'course_name': 'TPC Sawgrass (THE PLAYERS Stadium Course)', 'course_num': 11, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-03-13 09:16', 'wave': 'early'}]",165,11
