am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,USA,19846,197.0,179.0,"Bauchou, Zach",48001,554,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-02-26 08:33', 'wave': 'early'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-02-27 13:23', 'wave': 'late'}]",70,10
0,USA,17606,81.0,62.0,"Berger, Daniel",40026,2461,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-02-26 12:23', 'wave': 'late'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-02-27 07:33', 'wave': 'early'}]",45,10
0,RSA,18103,47.0,89.0,"Bezuidenhout, Christiaan",45522,1734,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-02-26 12:47', 'wave': 'late'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-02-27 07:57', 'wave': 'early'}]",96,10
0,USA,24956,147.0,137.0,"Blanchet, Chandler",54788,291,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-02-26 08:33', 'wave': 'early'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-02-27 13:23', 'wave': 'late'}]",,10
0,USA,29197,102.0,42.0,"Brennan, Michael",61522,1446,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-02-26 12:11', 'wave': 'late'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-02-27 07:21', 'wave': 'early'}]",123,10
0,USA,32152,248.0,335.0,"Brown, Blades",66417,1143,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-02-26 08:09', 'wave': 'early'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-02-27 12:59', 'wave': 'late'}]",,10
0,ENG,20766,112.0,77.0,"Brown, Dan",57259,605,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-02-26 12:59', 'wave': 'late'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-02-27 08:09', 'wave': 'early'}]",77,10
0,PUR,12909,,428.0,"Campos, Rafael",32070,215,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-02-26 07:57', 'wave': 'early'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-02-27 12:47', 'wave': 'late'}]",T132,10
0,USA,21412,482.0,262.0,"Capan III, Frankie",49590,516,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-02-26 13:11', 'wave': 'late'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-02-27 08:21', 'wave': 'early'}]",,10
0,USA,27819,108.0,161.0,"Castillo, Ricky",59440,947,"[{'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-02-26 08:21', 'wave': 'early'}, {'course_code': '', 'course_name': 'PGA National Resort (The Champion Course)', 'course_num': 928, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-02-27 13:11', 'wave': 'late'}]",102,10
