am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,USA,17606,64,40,"Berger, Daniel",40026,15,[],30,556
0,USA,26096,24,24,"Bhatia, Akshay",56630,17,[],7,556
0,USA,24956,124,108,"Blanchet, Chandler",54788,10,[],75,556
0,USA,13872,36,27,"Bradley, Keegan",33141,17,[],80,556
0,USA,29433,19,19,"Bridgeman, Jacob",60004,18,[],5,556
0,USA,19483,14,29,"Burns, Sam",47504,29,[],22,556
0,USA,18628,318,100,"Campbell, Brian",46443,10,[],148,556
0,USA,15466,15,31,"Cantlay, Patrick",35450,32,[],33,556
0,USA,27819,84,86,"Castillo, Ricky",59440,14,[],39,556
0,USA,14502,72,65,"Cauley, Bud",34021,7,[],44,556
0,CAN,17576,49,44,"Conners, Corey",39997,15,[],71,556
0,USA,28309,62,55,"Coody, Pierceson",59836,16,[],35,556
0,USA,14509,169,182,"Dahmen, Joel",34076,15,[],91,556
0,AUS,9771,33,38,"Day, Jason",28089,19,[],42,556
0,COL,22833,157,42,"Echavarria, Nico",51349,11,[],23,556
0,USA,14577,17,18,"English, Harris",34099,26,[],31,556
0,ENG,25362,101,141,"Fitzpatrick, Alex",55721,233,[],,556
0,ENG,12294,10,7,"Fleetwood, Tommy",30911,31,[],16,556
0,USA,12965,27,56,"Fowler, Rickie",32102,25,[],36,556
0,NZL,11889,60,54,"Fox, Ryan",29936,10,[],55,556
0,USA,29767,37,33,"Gerard, Ryan",59018,11,[],21,556
0,USA,7399,143,92,"Glover, Lucas",25900,12,[],147,556
0,USA,27774,23,11,"Gotterup, Chris",59095,104,[],6,556
0,USA,23465,123,66,"Greyserman, Max",51977,6,[],116,556
0,USA,24968,28,16,"Griffin, Ben",54591,18,[],65,556
0,ENG,27194,40,63,"Hall, Harry",57975,10,[],53,556
0,USA,8825,70,50,"Harman, Brian",27644,5,[],58,556
0,USA,14578,7,8,"Henley, Russell",34098,24,[],15,556
0,JPN,22760,54,57,"Hisatsune, Ryo",51287,8,[],25,556
0,USA,15575,235,115,"Hoge, Tom",35532,9,[],72,556
0,DEN,23602,34,36,"Hojgaard, Nicolai",52453,22,[],27,556
0,USA,17538,91,117,"Homa, Max",39977,17,[],56,556
0,NOR,18841,20,25,"Hovland, Viktor",46717,26,[],54,556
0,KOR,17488,104,76,"Im, Sungjae",39971,14,[],104,556
0,USA,17543,73,43,"Kim, Michael",39975,11,[],51,556
0,KOR,14609,12,26,"Kim, Si Woo",37455,24,[],10,556
0,USA,21891,42,34,"Kitayama, Kurt",48117,20,[],24,556
0,USA,19396,18,37,"Knapp, Jake",47420,58,[],13,556
0,AUS,16841,31,32,"Lee, Min Woo",37378,32,[],12,556
0,USA,15980,160,89,"Lipsky, David",36326,14,[],48,556
0,IRL,13900,29,35,"Lowry, Shane",33204,17,[],41,556
0,JPN,13562,11,15,"Matsuyama, Hideki",32839,41,[],18,556
0,USA,19870,77,93,"McCarthy, Denny",47993,6,[],106,556
0,USA,28635,52,47,"McCarty, Matt",59141,4,[],38,556
0,USA,18634,16,30,"McNealy, Maverick",46442,22,[],40,556
0,USA,17365,51,107,"Mitchell, Keith",39546,5,[],61,556
0,USA,22085,9,6,"Morikawa, Collin",50525,38,[],3,556
0,SWE,10419,30,21,"Noren, Alex",27349,6,[],64,556
0,USA,23475,97,52,"Novak, Andrew",51997,4,[],60,556
0,CAN,17780,99,81,"Pendrith, Taylor",40250,5,[],93,556
0,USA,21554,75,79,"Poston, J.T.",49771,8,[],122,556
0,RSA,27900,226,77,"Potgieter, Aldrich",63343,20,[],46,556
0,USA,14704,71,88,"Putnam, Andrew",34256,7,[],47,556
0,USA,16283,89,73,"Rodgers, Patrick",36699,6,[],34,556
0,ENG,6093,22,5,"Rose, Justin",22405,25,[],14,556
0,USA,18417,1,1,"Scheffler, Scottie",46046,72,[],2,556
0,AUS,6430,26,53,"Scott, Adam",24502,48,[],28,556
0,USA,18474,57,104,"Smalley, Alex",46340,7,[],49,556
0,ENG,18586,61,68,"Smith, Jordan",46464,8,[],50,556
0,USA,22985,133,87,"Smotherman, Austin",50095,10,[],45,556
0,USA,17536,25,10,"Spaun, J.J.",39324,9,[],29,556
0,USA,14636,32,51,"Spieth, Jordan",34046,54,[],37,556
0,USA,25569,47,46,"Stevens, Sam",55893,14,[],43,556
0,AUT,17511,35,13,"Straka, Sepp",49960,12,[],19,556
0,CAN,13126,46,67,"Taylor, Nick",25493,6,[],63,556
0,USA,23014,41,74,"Theegala, Sahith",51634,14,[],26,556
0,USA,14139,53,17,"Thomas, Justin",33448,14,[],70,556
0,VEN,13508,215,111,"Vegas, Jhonattan",27064,8,[],111,556
0,ENG,20706,86,69,"Wallace, Matt",48887,5,[],67,556
0,USA,12577,56,45,"Woodland, Gary",31323,31,[],20,556
0,CAN,29925,76,118,"Yellamaraju, Sudarshan",60386,19,[],32,556
0,USA,26651,6,4,"Young, Cameron",57366,52,[],4,556
