am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,SWE,23950,28,20,"Aberg, Ludvig",52955,123,[],112,7
0,USA,17606,51,53,"Berger, Daniel",40026,30,[],31,7
0,USA,26096,52,48,"Bhatia, Akshay",56630,90,[],13,7
0,USA,13872,24,18,"Bradley, Keegan",33141,47,[],90,7
0,USA,29433,62,55,"Bridgeman, Jacob",60004,68,[],14,7
0,USA,19483,20,28,"Burns, Sam",47504,122,[],16,7
0,USA,18628,269,81,"Campbell, Brian",46443,22,[],128,7
0,USA,15466,16,30,"Cantlay, Patrick",35450,200,[],35,7
0,USA,14502,111,78,"Cauley, Bud",34021,22,[],78,7
0,USA,23604,73,56,"Clark, Wyndham",51766,60,[],51,7
0,CAN,17576,42,32,"Conners, Corey",39997,34,[],94,7
0,USA,28309,36,44,"Coody, Pierceson",59836,47,[],12,7
0,AUS,9771,29,34,"Day, Jason",28089,69,[],19,7
0,COL,22833,120,65,"Echavarria, Nico",51349,52,[],T32,7
0,USA,14577,19,13,"English, Harris",34099,104,[],39,7
0,USA,11676,151,105,"Finau, Tony",29725,137,[],41,7
0,ENG,17646,10,23,"Fitzpatrick, Matt",40098,166,[],26,7
0,ENG,12294,3,4,"Fleetwood, Tommy",30911,238,[],15,7
0,USA,12965,21,75,"Fowler, Rickie",32102,92,[],36,7
0,NZL,11889,93,49,"Fox, Ryan",29936,34,[],59,7
0,USA,29767,25,24,"Gerard, Ryan",59018,51,[],5,7
0,USA,7399,69,72,"Glover, Lucas",25900,26,[],T142,7
0,USA,27774,18,5,"Gotterup, Chris",59095,131,[],1,7
0,USA,23465,67,47,"Greyserman, Max",51977,30,[],107,7
0,USA,24968,6,9,"Griffin, Ben",54591,56,[],40,7
0,ENG,27194,27,59,"Hall, Harry",57975,24,[],29,7
0,USA,8825,92,46,"Harman, Brian",27644,44,[],77,7
0,USA,14578,5,6,"Henley, Russell",34098,86,[],25,7
0,RSA,24342,72,69,"Higgo, Garrick",54421,16,[],T134,7
0,JPN,22760,116,78,"Hisatsune, Ryo",51287,68,[],8,7
0,PHI,23504,82,73,"Hoey, Rico",51696,22,[],83,7
0,USA,15575,190,96,"Hoge, Tom",35532,47,[],23,7
0,USA,17538,106,149,"Homa, Max",39977,90,[],104,7
0,NOR,18841,13,15,"Hovland, Viktor",46717,151,[],56,7
0,USA,17543,53,41,"Kim, Michael",39975,22,[],63,7
0,KOR,14609,7,26,"Kim, Si Woo",37455,101,[],7,7
0,KOR,24766,123,116,"Kim, Tom",55182,38,[],89,7
0,USA,21891,43,42,"Kitayama, Kurt",48117,31,[],72,7
0,USA,19396,31,62,"Knapp, Jake",47420,138,[],11,7
0,AUS,16841,59,52,"Lee, Min Woo",37378,183,[],10,7
0,IRL,13900,30,29,"Lowry, Shane",33204,130,[],T32,7
0,SCO,23323,11,8,"MacIntyre, Robert",52215,108,[],30,7
0,JPN,13562,8,11,"Matsuyama, Hideki",32839,203,[],4,7
0,USA,19870,50,83,"McCarthy, Denny",47993,24,[],100,7
0,USA,28635,38,36,"McCarty, Matt",59141,27,[],18,7
0,USA,23505,64,66,"McGreevy, Max",51950,26,[],50,7
0,NIR,10091,4,2,"McIlroy, Rory",28237,293,[],53,7
0,USA,18634,17,22,"McNealy, Maverick",46442,102,[],21,7
0,USA,22085,44,19,"Morikawa, Collin",50525,544,[],3,7
0,SWE,10419,26,16,"Noren, Alex",27349,35,[],101,7
0,USA,23475,95,35,"Novak, Andrew",51997,34,[],46,7
0,CAN,17780,39,60,"Pendrith, Taylor",40250,32,[],43,7
0,ENG,22465,104,31,"Penge, Marco",51003,28,[],T142,7
0,USA,21554,47,61,"Poston, J.T.",49771,33,[],80,7
0,RSA,27900,261,94,"Potgieter, Aldrich",63343,30,[],T134,7
0,ENG,18554,49,27,"Rai, Aaron",46414,26,[],120,7
0,USA,16283,76,86,"Rodgers, Patrick",36699,38,[],17,7
0,ENG,6093,22,3,"Rose, Justin",22405,95,[],6,7
0,USA,19895,9,10,"Schauffele, Xander",48081,147,[],68,7
0,USA,18417,1,1,"Scheffler, Scottie",46046,336,[],2,7
0,GER,20722,142,99,"Schmid, Matti",48867,9,[],126,7
0,AUS,6430,48,70,"Scott, Adam",24502,76,[],62,7
0,USA,17536,14,7,"Spaun, J.J.",39324,60,[],105,7
0,USA,14636,63,89,"Spieth, Jordan",34046,108,[],69,7
0,USA,25569,57,39,"Stevens, Sam",55893,38,[],27,7
0,AUT,17511,34,14,"Straka, Sepp",49960,119,[],9,7
0,CAN,13126,45,58,"Taylor, Nick",25493,33,[],34,7
0,USA,23014,65,92,"Theegala, Sahith",51634,93,[],20,7
0,FIN,23816,75,45,"Valimaki, Sami",52666,29,[],95,7
0,VEN,13508,207,95,"Vegas, Jhonattan",27064,14,[],153,7
0,USA,26651,15,21,"Young, Cameron",57366,180,[],74,7
0,TPE,17881,91,102,"Yu, Kevin",45242,13,[],146,7
