player_name,player_id
"Gerard, Ryan",29767
"van Rooyen, Erik",17550
"Clements, Todd",22608
"Hossler, Beau",15470
"Kruyswijk, Jacques",16896
"McGreevy, Max",23505
"Suber, Jackson",29279
"Skinns, David",10873
"Scrivener, Jason",12734
"Hoey, Rico",23504
"Putnam, Andrew",14704
"Silverman, Ben",17381
"Laird, Martin",9586
"Ryder, Sam",16715
"Griffin, Lanto",15330
"Kitayama, Kurt",21891
"Dahmen, Joel",14509
"Williams, Robin",24093
"Young, Carson",23656
"Girrbach, Joel",15592
"Cummins, Quade",27996
"Ghim, Doug",24550
"Whaley, Vince",25908
"Springer, Hayden",21995
"Castillo, Ricky",27819
"Byrd, Jonathan",6931
"Gordon, Will",26660
"Polland, Ben",20344
"Katsuragawa, Yuto",20448
"Frittelli, Dylan",11955
"Rosenmueller, Thomas",22736
"Phillips, Chandler",27164
"Lashley, Nate",10943
"Lipsky, David",15980
"Hubbard, Mark",16333
"Roy, Kevin",18424
"Robinson Thompson, Brandon",24497
"Hadley, Chesson",14967
"Salinda, Isaiah",27183
"Whitnell, Dale",13821
"Ventura, Kris",15651
"Vaillant, Tom",28157
"Peterson, Paul",16341
"Cook, Austin",18579
"Homa, Max",17538
"Bramlett, Joseph",14698
"Hisatsune, Ryo",22760
"Newcomb, Patrick",16311
"Cone, Trevor",21880
"Watney, Nick",7955
"Wilson, Andrew",25588
"Fishburn, Patrick",25094
"Buckley, Hayden",25363
"Blair, Zac",17639
"Cantero Gutierrez, Ivan",19635
"Martin, Ben",14007
"Gouveia, Ricardo",18722
"Coody, Pierceson",28309
"Shinkwin, Callum",18244
"NeSmith, Matt",16433
"Kinhult, Marcus",18514
"List, Luke",7960
"Wu, Brandon",25213
"Villegas, Camilo",9171
"Longmire, David",24538
"Aphibarnrat, Kiradech",12321
"Velo, Kevin",27762
"Jamieson, Scott",11397
"Power, Seamus",10104
"Eckroat, Austin",26653
"Montgomery, Taylor",25442
"Fisk, Steven",26657
"Wu, Dylan",25002
"Sterne, Richard",7049
"Von Dellingshausen, Nicolai",22231
"Riedel, Matthew",30892
"Garcia-Heredia, Alfredo",7887
"Ramey, Chad",19840
"Goodwin, Noah",24837
"Bairstow, Sam",28615
"Knappe, Alexander",12318
"Pak, John",27820
"Higgs, Harry",14140
"Reavie, Chez",7961
"Hadwin, Adam",13965
"Andersen, Mason",23540
"Gainey, Tommy",12169
"Schenk, Adam",19477
"Grillo, Emiliano",12808
"Malnati, Peter",14926
"Green, Gavin",12530
"Hardy, Nick",19865
"Thornberry, Braden",23502
"Chappell, Kevin",13305
"De Bruyn, Jannik",23112
"Crocker, Sean",23610
"Pavan, Andrea",12177
"Del Solar, Cristobal",17422
"Meissner, Mac",28159
"Highsmith, Joe",28469
"Walker, Danny",25003
"Rodgers, Patrick",16283
"Davis, Cam",17786
"Hahn, James",11374
"Champ, Cameron",23542
"Dantorp, Jens",14018
"Paul, Jeremy",22087
"Palmer, Ryan",7820
"Fitzpatrick, Alex",25362
"Osborne, Ollie",26912
"Korte, Chris",26124
"Paul, Yannik",19898
"Ko, Jeong Weon",26213
"Kim, Chan",15004
"Sigg, Greyson",23482
"Cabrera Bello, Rafa",7457
"Schwab, Matthias",15016
"Baldwin, Matthew",13344
"Aiken, Thomas",7679
"Chandler, Will",31212
"Hodges, Lee",25157
"Daffue, MJ",17068
"Sharma, Shubhankar",17081
"Aurilia, Chaz",34028
"Snedeker, Brandt",8820
"Onishi, Kaito",25263
"Rueck, Cole",32555
"Campos, Rafael",12909
"Tosti, Alejandro",17032
"Trainer, Martin",15634
"Brown, Hamish",22168
"Wiesberger, Bernd",9531
"Wise, Aaron",22051
"Kieffer, Max",12317
"Dunlap, Nick",28270
"Widing, Tim",21875
"Dickson, Taylor",27420
"Haas, Bill",7900
"Capan III, Frankie",21412
"Brun, Julien",16363
"Hill, Calum",25131
"Manke, RJ",29715
"Baddeley, Aaron",6252
"Armitage, Marcus",17813
"Svensson, Adam",13997
"Bradbury, Dan",29971
"Piercy, Scott",7899
"Sisk, Cameron",29037
"Jarvis, Casey",26947
"La Sasso, Michael",33755
"Gumberg, Jordan",23892
"Kelley, Joshua",15148
"Elvira, Manuel",26008
"Barnes, Erik",14799
"Higgo, Garrick",24342
"Kohles, Ben",16395
