player_name,player_id
"Campbell, Brian",18628
"Grillo, Emiliano",12808
"Roy, Kevin",18424
"Lipsky, David",15980
"Kuchar, Matt",6169
"Young, Carson",23656
"Bridgeman, Jacob",29433
"Kitayama, Kurt",21891
"Homa, Max",17538
"Glover, Lucas",7399
"Hoey, Rico",23504
"Koivun, Jackson",32319
"Eckroat, Austin",26653
"Dunlap, Nick",28270
"Hossler, Beau",15470
"Kim, Si Woo",14609
"McCarthy, Denny",19870
"Fowler, Rickie",12965
"Thompson, Davis",27364
"Fishburn, Patrick",25094
"Hodges, Lee",25157
"Knapp, Jake",19396
"Yu, Kevin",17881
"Stevens, Sam",25569
"Gotterup, Chris",27774
"Thorbjornsen, Michael",26649
"Ventura, Kris",15651
"Champ, Cameron",23542
"Lashley, Nate",10943
"Higgo, Garrick",24342
"Ghim, Doug",24550
"Montgomery, Taylor",25442
"Cauley, Bud",14502
"Snedeker, Brandt",8820
"Villegas, Camilo",9171
"Paul, Jeremy",22087
"Blair, Zac",17639
"Moore, Taylor",21944
"Whaley, Vince",25908
"Hubbard, Mark",16333
"Knowles, Philip",24562
"Hoshino, Rikuya",19190
"Valdes, Brendan",31188
"Springer, Hayden",21995
"Johnson, Zach",6986
"Power, Seamus",10104
"Kohles, Ben",16395
"Svensson, Adam",13997
"Burgoon, Bronson",11082
"Lower, Justin",17723
"Mitchell, Keith",17365
"Lawrence, Thriston",18105
"Svensson, Jesper",26850
"Kizzire, Patton",13470
"Del Solar, Cristobal",17422
"Wu, Dylan",25002
"Norlander, Henrik",11657
"Dahmen, Joel",14509
"Cummins, Quade",27996
"Hisatsune, Ryo",22760
"Cole, Eric",21756
"Sargent, Gordon",30814
"Hahn, James",11374
"Kirk, Chris",12423
"Sigg, Greyson",23482
"Peterson, Paul",16341
"Mouw, William",29770
"Radcliff, Josh",24496
"Kim, Tom",24766
"Martin, Ben",14007
"Ryder, Sam",16715
"Griffin, Lanto",15330
"Gerard, Ryan",29767
"Hruby, Petr",26710
"Tosti, Alejandro",17032
"Suber, Jackson",29279
"Cone, Trevor",21880
"Perez, Victor",20730
"Phillips, Chandler",27164
"Griffin, Ben",24968
"Kim, Michael",17543
"Ford, David",31343
"Schenk, Adam",19477
"Clanton, Luke",32330
"Kanaya, Takumi",19729
"Dickson, Taylor",27420
"McCarty, Matt",28635
"Laird, Martin",9586
"Hadley, Chesson",14967
"List, Luke",7960
"Smalley, Alex",18474
"Riedel, Matthew",30892
"Day, Jason",9771
"James, Ben",29827
"Valimaki, Sami",23816
"Frittelli, Dylan",11955
"Bramlett, Joseph",14698
"Malnati, Peter",14926
"Pak, John",27820
"Meissner, Mac",28159
"Rodgers, Patrick",16283
"Onishi, Kaito",25263
"Hardy, Nick",19865
"Crowe, Trace",27780
"Gordon, Will",26660
"Fischer, Zack",17273
"Rosenmueller, Thomas",22736
"Poston, J.T.",21554
"Bezuidenhout, Christiaan",18103
"Kisner, Kevin",11328
"Wise, Aaron",22051
"NeSmith, Matt",16433
"Vilips, Karl",24304
"Highsmith, Joe",28469
"Piercy, Scott",7899
"Fisk, Steven",26657
"Chandler, Will",31212
"Skinns, David",10873
"Olesen, Thorbjorn",13412
"Cook, Austin",18579
"Willett, Danny",12920
"Salinda, Isaiah",27183
"Echavarria, Nico",22833
"Garnett, Brice",11451
"La Sasso, Michael",33755
"Widing, Tim",21875
"Hadwin, Adam",13965
"Im, Sungjae",17488
"Waring, Paul",12426
"Andersen, Mason",23540
"Albertson, Anders",21235
"McGreevy, Max",23505
"Castillo, Ricky",27819
"Ramey, Chad",19840
"Kim, Chan",15004
"Stanley, Kyle",12069
"Campos, Rafael",12909
"Giannetto, Jay",31311
"Goodwin, Noah",24837
"Summerhays, Preston",26746
"Thornberry, Braden",23502
"Endycott, Harrison",19208
"Matthews, Brandon",22981
"Buckley, Hayden",25363
"Capan III, Frankie",21412
"Mullinax, Trey",18761
"Silverman, Ben",17381
"Higgs, Harry",14140
"Coody, Pierceson",28309
"Herron, Carson",32819
"Velo, Kevin",27762
"Palmer, Ryan",7820
"Putnam, Andrew",14704
"Jaeger, Stephan",16394
"Lindheim, Nicholas",16713
"Potgieter, Aldrich",27900
