player_name,winner_flag
"Scheffler, Scottie",1
"Griffin, Ben",0
"Griffin, Lanto",0
"Koivun, Jackson",0
"Grillo, Emiliano",0
"Spaun, J.J.",0
"Hughes, Mackenzie",0
"Higgo, Garrick",0
"Hoey, Rico",0
"Young, Cameron",0
"Bhatia, Akshay",0
"Eckroat, Austin",0
"Hisatsune, Ryo",0
"Burns, Sam",0
"Thorbjornsen, Michael",0
"McNealy, Maverick",0
"Kuchar, Matt",0
"Salinda, Isaiah",0
"Homa, Max",0
"Sigg, Greyson",0
"Byrd, Jonathan",0
"Henley, Russell",0
"Thompson, Davis",0
"Snedeker, Brandt",0
"Woodland, Gary",0
"Ghim, Doug",0
"Hastings, Justin",0
"Kohles, Ben",0
"Bramlett, Joseph",0
"Fisk, Steven",0
"Cantlay, Patrick",0
"Ramey, Chad",0
"Montgomery, Taylor",0
"Dufner, Jason",0
"Castillo, Ricky",0
"Schenk, Adam",0
"List, Luke",0
"Fishburn, Patrick",0
"Theegala, Sahith",0
"Hubbard, Mark",0
"Whaley, Vince",0
"Velo, Kevin",0
"English, Harris",0
"McCarty, Matt",0
"Morikawa, Collin",0
"Cole, Eric",0
"Vilips, Karl",0
"Power, Seamus",0
"Meissner, Mac",0
"Blair, Zac",0
"Hossler, Beau",0
"Mullinax, Trey",0
"Mitchell, Keith",0
"Merritt, Troy",0
"Skinns, David",0
"Watts, Tyler",0
"Springer, Hayden",0
"Malnati, Peter",0
"Streelman, Kevin",0
"Thornberry, Braden",0
"An, Byeong Hun",0
"Covello, Vince",0
"Laird, Martin",0
"Cummins, Quade",0
"Pak, John",0
"Rosenmueller, Thomas",0
"Albertson, Anders",0
"Cone, Trevor",0
"Thomas, Justin",0
"Knous, Jim",0
"Chandler, Will",0
"Kim, Tom",0
"Young, Carson",0
"Peterson, Paul",0
"Piercy, Scott",0
"Hadwin, Adam",0
"Higgs, Harry",0
"Kanaya, Takumi",0
"Phillips, Chandler",0
"Valimaki, Sami",0
"Putnam, Andrew",0
"Kizzire, Patton",0
"Martin, Ben",0
"McNeill, George",0
"Paul, Jeremy",0
"Olesen, Thorbjorn",0
"Silverman, Ben",0
"Champ, Cameron",0
"Kim, Chan",0
"Ford, David",0
"Norlander, Henrik",0
"Hahn, James",0
"Hoge, Tom",0
"Andersen, Mason",0
"Hardy, Nick",0
"Buckley, Hayden",0
"Goodwin, Noah",0
"Palmer, Ryan",0
"Moore, Ryan",0
"NeSmith, Matt",0
"Pereira, Corey",0
"Roy, Kevin",0
"Park, Sangha",0
"Moore, Taylor",0
"Echavarria, Nico",0
"Riedel, Matthew",0
"Sargent, Gordon",0
"Perez, Victor",0
"Campos, Rafael",0
"Dahmen, Joel",0
"Endycott, Harrison",0
"Reavie, Chez",0
"Watney, Nick",0
"Suber, Jackson",0
"Simpson, Webb",0
"Villegas, Camilo",0
"Russell, Miles",0
"Gainey, Tommy",0
"Svensson, Adam",0
"Fang, Ethan",0
"Lipsky, David",0
"Smalley, Alex",0
"Capan III, Frankie",0
"McGreevy, Max",0
"Knowles, Philip",0
"Cook, Austin",0
"Clanton, Luke",0
"Garnett, Brice",0
"Walker, Danny",0
"Campbell, Brian",0
"Lower, Justin",0
"Widing, Tim",0
"Highsmith, Joe",0
"Ventura, Kris",0
"Gordon, Will",0
"Adams, Matthew",0
"Greyserman, Max",0
"Onishi, Kaito",0
"Ryder, Sam",0
"Hadley, Chesson",0
"Wiebe, Gunner",0
"Johnson, Tom",0
"Del Solar, Cristobal",0
"Dickson, Taylor",0
