player_name,player_id
"Potgieter, Aldrich",27900
"Greyserman, Max",23465
"Kirk, Chris",12423
"Thorbjornsen, Michael",26649
"Knapp, Jake",19396
"Suber, Jackson",29279
"Echavarria, Nico",22833
"Morikawa, Collin",22085
"Fitzpatrick, Matt",17646
"Roy, Kevin",18424
"Putnam, Andrew",14704
"Lawrence, Thriston",18105
"Lee, Min Woo",16841
"Phillips, Chandler",27164
"Griffin, Ben",24968
"Matsuyama, Hideki",13562
"Hall, Harry",27194
"Hubbard, Mark",16333
"McCarty, Matt",28635
"Kim, Chan",15004
"Champ, Cameron",23542
"Ghim, Doug",24550
"Valimaki, Sami",23816
"Higgs, Harry",14140
"Hojgaard, Nicolai",23602
"Kim, Michael",17543
"Bhatia, Akshay",26096
"Bridgeman, Jacob",29433
"Ramey, Chad",19840
"Riedel, Matthew",30892
"Gotterup, Chris",27774
"Cantlay, Patrick",15466
"Whaley, Vince",25908
"Knowles, Philip",24562
"Springer, Hayden",21995
"Thompson, Davis",27364
"Ventura, Kris",15651
"Hodges, Lee",25157
"Mouw, William",29770
"Highsmith, Joe",28469
"Bradley, Keegan",13872
"Gerard, Ryan",29767
"Malnati, Peter",14926
"Olesen, Thorbjorn",13412
"List, Luke",7960
"Young, Cameron",26651
"Kanaya, Takumi",19729
"Woodland, Gary",12577
"Lower, Justin",17723
"Wallace, Matt",20706
"Simpson, Webb",11049
"Wise, Aaron",22051
"Perez, Victor",20730
"Hardy, Nick",19865
"Gordon, Will",26660
"Rosenmueller, Thomas",22736
"Norlander, Henrik",11657
"Griffin, Lanto",15330
"Kitayama, Kurt",21891
"Eckroat, Austin",26653
"Hisatsune, Ryo",22760
"Hossler, Beau",15470
"An, Byeong Hun",14459
"Clanton, Luke",32330
"Salinda, Isaiah",27183
"Peterson, Paul",16341
"Skinns, David",10873
"White, Brett",22461
"Villegas, Camilo",9171
"Riley, Davis",19872
"Silverman, Ben",17381
"Sargent, Gordon",30814
"Piot, James",29230
"Rozner, Antoine",18770
"Onishi, Kaito",25263
"Grillo, Emiliano",12808
"Velo, Kevin",27762
"Kohles, Ben",16395
"van Rooyen, Erik",17550
"Hadwin, Adam",13965
"Cummins, Quade",27996
"Johnson, Zach",6986
"Endycott, Harrison",19208
"Kim, Si Woo",14609
"Andersen, Mason",23540
"Del Solar, Cristobal",17422
"Snedeker, Brandt",8820
"Moore, Taylor",21944
"Kisner, Kevin",11328
"Fishburn, Patrick",25094
"Lashley, Nate",10943
"Molinari, Francesco",7655
"Higgo, Garrick",24342
"Albertson, Anders",21235
"Hojgaard, Rasmus",23838
"Covello, Vince",11441
"Schenk, Adam",19477
"Meissner, Mac",28159
"Pak, John",27820
"Chandler, Will",31212
"Clark, Wyndham",23604
"Kuchar, Matt",6169
"Garnett, Brice",11451
"Svensson, Adam",13997
"Bramlett, Joseph",14698
"McGreevy, Max",23505
"Svensson, Jesper",26850
"Fisk, Steven",26657
"Homa, Max",17538
"Cone, Trevor",21880
"Xiong, Norman",24354
"Rodgers, Patrick",16283
"Waring, Paul",12426
"Willett, Danny",12920
"Buckley, Hayden",25363
"Thornberry, Braden",23502
"Noren, Alex",10419
"Brehm, Ryan",10423
"Campos, Rafael",12909
"Tosti, Alejandro",17032
"Fowler, Rickie",12965
"Goodwin, Noah",24837
"Jaeger, Stephan",16394
"Hoshino, Rikuya",19190
"Lipsky, David",15980
"Mullinax, Trey",18761
"Castillo, Ricky",27819
"Walker, Danny",25003
"Martin, Ben",14007
"Kim, Tom",24766
"Sigg, Greyson",23482
"Black, Otto",22353
"Hoey, Rico",23504
"Palmer, Ryan",7820
"Power, Seamus",10104
"Baddeley, Aaron",6252
"Davis, Cam",17786
"Ryder, Sam",16715
"Smalley, Alex",18474
"Clemons, Dominic",32594
"Dahmen, Joel",14509
"La Sasso, Michael",33755
"Vilips, Karl",24304
"Dunlap, Nick",28270
"Xu, Andi",33176
"Cook, Ben",24486
"Paul, Jeremy",22087
"Capan III, Frankie",21412
"Kizzire, Patton",13470
"Hooks, Joe",33913
"Ford, David",31343
"Young, Carson",23656
"Mitchell, Keith",17365
"Dickson, Taylor",27420
"Brown, Evan",30806
"McCulloch, Ashton",32260
