player_name,player_id
"Schauffele, Xander",19895
"Greyserman, Max",23465
"Thorbjornsen, Michael",26649
"Kanaya, Takumi",19729
"Hoey, Rico",23504
"Higgo, Garrick",24342
"Smalley, Alex",18474
"An, Byeong Hun",14459
"Echavarria, Nico",22833
"Wallace, Matt",20706
"Mitchell, Keith",17365
"Lee, Min Woo",16841
"Bezuidenhout, Christiaan",18103
"Hojgaard, Nicolai",23602
"Hojgaard, Rasmus",23838
"McCarty, Matt",28635
"Morikawa, Collin",22085
"Mouw, William",29770
"Higa, Kazuki",15756
"Campbell, Brian",18628
"Kim, Si Woo",14609
"Yonezawa, Ren",25739
"Ryder, Sam",16715
"Im, Sungjae",17488
"Matsuyama, Hideki",13562
"Yu, Kevin",17881
"Grillo, Emiliano",12808
"Scott, Adam",6430
"Meissner, Mac",28159
"Gerard, Ryan",29767
"Theegala, Sahith",23014
"Noren, Alex",10419
"Potgieter, Aldrich",27900
"McGreevy, Max",23505
"Kaneko, Kota",28268
"Villegas, Camilo",9171
"Cauley, Bud",14502
"Hossler, Beau",15470
"Stevens, Sam",25569
"Homa, Max",17538
"Vilips, Karl",24304
"Gotterup, Chris",27774
"Nakajima, Keita",21074
"Roy, Kevin",18424
"Hodges, Lee",25157
"Schmid, Matti",20722
"Salinda, Isaiah",27183
"Clark, Wyndham",23604
"Hubbard, Mark",16333
"Kitayama, Kurt",21891
"Cole, Eric",21756
"Horikawa, Mikumu",15056
"Lipsky, David",15980
"Horschel, Billy",11276
"Onishi, Kaito",25263
"Moore, Taylor",21944
"Kim, Michael",17543
"Kim, Tom",24766
"Eckroat, Austin",26653
"Semikawa, Taiga",19681
"Whaley, Vince",25908
"Konishi, Takanori",17401
"Rodgers, Patrick",16283
"Fishburn, Patrick",25094
"Shogenji, Tatsunori",21921
"Putnam, Andrew",14704
"Kobayashi, Taiga",27294
"Kodaira, Satoshi",13531
"Ishikawa, Ryo",12232
"Highsmith, Joe",28469
"Dahmen, Joel",14509
"Hisatsune, Ryo",22760
"Valimaki, Sami",23816
"Woodland, Gary",12577
"Walker, Danny",25003
"Nakanishi, Naoto",11089
"Kawamoto, Riki",22844
"Riley, Davis",19872
