am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,USA,19846,126.0,174.0,"Bauchou, Zach",48001,287,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 08:38', 'wave': 'early'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 13:28', 'wave': 'late'}]",86,553
0,RSA,18103,74.0,95.0,"Bezuidenhout, Christiaan",45522,227,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-05-07 07:14', 'wave': 'early'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-05-08 12:04', 'wave': 'late'}]",98,553
0,USA,17639,143.0,248.0,"Blair, Zac",40058,96,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 11:40', 'wave': 'late'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 06:50', 'wave': 'early'}]",156,553
0,USA,10423,,,"Brehm, Ryan",28420,57,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 07:02', 'wave': 'early'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 11:52', 'wave': 'late'}]",180,553
0,USA,32152,154.0,130.0,"Brown, Blades",66417,512,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 12:52', 'wave': 'late'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 08:02', 'wave': 'early'}]",,553
0,ENG,20766,147.0,96.0,"Brown, Dan",57259,152,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 13:28', 'wave': 'late'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 08:38', 'wave': 'early'}]",125,553
0,PUR,12909,,460.0,"Campos, Rafael",32070,66,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 11:40', 'wave': 'late'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 06:50', 'wave': 'early'}]",161,553
0,USA,30620,283.0,277.0,"Chatfield, Davis",59006,67,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-05-07 13:28', 'wave': 'late'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-05-08 08:38', 'wave': 'early'}]",157,553
0,USA,32330,342.0,234.0,"Clanton, Luke",66743,195,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 08:14', 'wave': 'early'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 13:04', 'wave': 'late'}]",140,553
0,USA,21756,83.0,121.0,"Cole, Eric",47591,313,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-05-07 06:50', 'wave': 'early'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-05-08 11:40', 'wave': 'late'}]",83,553
0,USA,28077,,,"Collet, Tyler",59570,16,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 1, 'teetime': '2026-05-07 13:04', 'wave': 'late'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 10, 'teetime': '2026-05-08 08:14', 'wave': 'early'}]",,553
0,USA,27780,167.0,196.0,"Crowe, Trace",52514,345,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 13:40', 'wave': 'late'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 08:50', 'wave': 'early'}]",T134,553
0,USA,14509,191.0,185.0,"Dahmen, Joel",34076,198,"[{'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 1, 'start_hole': 10, 'teetime': '2026-05-07 12:04', 'wave': 'late'}, {'course_code': '', 'course_name': 'Dunes Golf and Beach Club', 'course_num': 925, 'round_num': 2, 'start_hole': 1, 'teetime': '2026-05-08 07:14', 'wave': 'early'}]",91,553
