player_name,winner_flag
"Straka, Sepp",1
"Thomas, Justin",0
"Lowry, Shane",0
"Bridgeman, Jacob",0
"Cantlay, Patrick",0
"Fleetwood, Tommy",0
"Young, Cameron",0
"McIlroy, Rory",0
"Mitchell, Keith",0
"Jaeger, Stephan",0
"English, Harris",0
"Conners, Corey",0
"Berger, Daniel",0
"Schauffele, Xander",0
"Finau, Tony",0
"Fowler, Rickie",0
"Novak, Andrew",0
"Matsuyama, Hideki",0
"Kim, Si Woo",0
"Morikawa, Collin",0
"Taylor, Nick",0
"Spaun, J.J.",0
"Im, Sungjae",0
"Thompson, Davis",0
"Rai, Aaron",0
"Stevens, Sam",0
"Poston, J.T.",0
"Fitzpatrick, Matt",0
"Hojgaard, Rasmus",0
"Homa, Max",0
"Bradley, Keegan",0
"Detry, Thomas",0
"Burns, Sam",0
"van Rooyen, Erik",0
"Woodland, Gary",0
"Campbell, Brian",0
"An, Byeong Hun",0
"Scott, Adam",0
"Cole, Eric",0
"MacIntyre, Robert",0
"Spieth, Jordan",0
"Rodgers, Patrick",0
"Gerard, Ryan",0
"Kirk, Chris",0
"Bezuidenhout, Christiaan",0
"Henley, Russell",0
"Bhatia, Akshay",0
"Griffin, Ben",0
"McCarthy, Denny",0
"Harman, Brian",0
"Lee, Min Woo",0
"Eckroat, Austin",0
"Noren, Alex",0
"Greyserman, Max",0
"Thorbjornsen, Michael",0
"Pavon, Matthieu",0
"Davis, Cam",0
"Zalatoris, Will",0
"Hovland, Viktor",0
"McNealy, Maverick",0
"Hadwin, Adam",0
"Aberg, Ludvig",0
"Clark, Wyndham",0
"Hoge, Tom",0
"Pendrith, Taylor",0
"Glover, Lucas",0
"Highsmith, Joe",0
"Higgo, Garrick",0
"Dunlap, Nick",0
"Kim, Michael",0
"Rose, Justin",0
"Theegala, Sahith",0
