player_name,winner_flag
"Thomas, Justin",1
"Novak, Andrew",0
"Berger, Daniel",0
"McNealy, Maverick",0
"Hughes, Mackenzie",0
"Harman, Brian",0
"Fleetwood, Tommy",0
"Henley, Russell",0
"Kim, Si Woo",0
"Scheffler, Scottie",0
"Im, Sungjae",0
"Poston, J.T.",0
"Straka, Sepp",0
"Davis, Cam",0
"Cantlay, Patrick",0
"Hovland, Viktor",0
"Burns, Sam",0
"Hisatsune, Ryo",0
"Bradley, Keegan",0
"Lowry, Shane",0
"Valimaki, Sami",0
"Hoge, Tom",0
"Kirk, Chris",0
"Schauffele, Xander",0
"Cole, Eric",0
"Spieth, Jordan",0
"Greyserman, Max",0
"Clark, Wyndham",0
"Thompson, Davis",0
"Gerard, Ryan",0
"Horschel, Billy",0
"Eckroat, Austin",0
"Kuchar, Matt",0
"Campbell, Brian",0
"Detry, Thomas",0
"Jaeger, Stephan",0
"Cauley, Bud",0
"Finau, Tony",0
"Rai, Aaron",0
"An, Byeong Hun",0
"Fitzpatrick, Matt",0
"Pavon, Matthieu",0
"Bhatia, Akshay",0
"Pendrith, Taylor",0
"Rodgers, Patrick",0
"Rose, Justin",0
"Spaun, J.J.",0
"Bezuidenhout, Christiaan",0
"Conners, Corey",0
"McCarthy, Denny",0
"Taylor, Nick",0
"Scott, Adam",0
"Day, Jason",0
"Young, Cameron",0
"Vilips, Karl",0
"Kim, Michael",0
"Stevens, Sam",0
"Morikawa, Collin",0
"Zalatoris, Will",0
"Aberg, Ludvig",0
"Lee, Min Woo",0
"Glover, Lucas",0
"Woodland, Gary",0
"Bridgeman, Jacob",0
"Hadwin, Adam",0
"English, Harris",0
"MacIntyre, Robert",0
"Fowler, Rickie",0
"Theegala, Sahith",0
"Homa, Max",0
"Dunlap, Nick",0
"Highsmith, Joe",0
