player_name,player_id
"Mouw, William",29770
"Peterson, Paul",16341
"Elvira, Manuel",26008
"Skinns, David",10873
"Whaley, Vince",25908
"Fishburn, Patrick",25094
"Koivun, Jackson",32319
"List, Luke",7960
"Ramey, Chad",19840
"Kisner, Kevin",11328
"Montgomery, Taylor",25442
"Kohles, Ben",16395
"Hardy, Nick",19865
"Malnati, Peter",14926
"Rosenmueller, Thomas",22736
"Hossler, Beau",15470
"Cone, Trevor",21880
"Champ, Cameron",23542
"Springer, Hayden",21995
"Thorbjornsen, Michael",26649
"Kim, Chan",15004
"Gordon, Will",26660
"Piercy, Scott",7899
"NeSmith, Matt",16433
"Levy, Alexander",14973
"Chandler, Will",31212
"Sargent, Gordon",30814
"Lipsky, David",15980
"Silverman, Ben",17381
"Fisk, Steven",26657
"Higgs, Harry",14140
"Blair, Zac",17639
"Kim, S.H.",21688
"Tarren, Callum",20519
"Ding, Wenyi",26193
"Hoey, Rico",23504
"Castillo, Ricky",27819
"Martin, Ben",14007
"Laird, Martin",9586
"Grillo, Emiliano",12808
"Senior, Jack",15115
"Cantero Gutierrez, Ivan",19635
"Armitage, Marcus",17813
"Teater, Josh",8085
"Capan III, Frankie",21412
"Ventura, Kris",15651
"Purcell, Conor",25963
"Suber, Jackson",29279
"Hahn, James",11374
"Reavie, Chez",7961
"Goodwin, Noah",24837
"Campos, Rafael",12909
"Ayora, Angel",30445
"Merritt, Troy",13367
"Byrd, Marcus",29304
"Girrbach, Joel",15592
"Kieffer, Max",12317
"Daffue, MJ",17068
"Del Solar, Cristobal",17422
"Brown, Hamish",22168
"Yuan, Carl",17266
"Griffin, Lanto",15330
"Gainey, Tommy",12169
"Shinkwin, Callum",18244
"Byrd, Jonathan",6931
"Thornberry, Braden",23502
"Hubbard, Mark",16333
"Stallings Jr., Stephen",25335
"Stuard, Brian",13022
"Meissner, Mac",28159
"Haas, Bill",7900
"Lower, Justin",17723
"Burgoon, Bronson",11082
"Gomez, Fabian",8571
"Schenk, Adam",19477
"Sigg, Greyson",23482
"Hadwin, Adam",13965
"Brun, Julien",16363
"Pavan, Andrea",12177
"Garnett, Brice",11451
"Phillips, Chandler",27164
"Watney, Nick",7955
"Sterne, Richard",7049
"Olesen, Jacob Skov",25611
"Doyle, Drew",33101
"Onishi, Kaito",25263
"Russell, Miles",32064
"Aiken, Thomas",7679
"Zanotti, Fabrizio",9842
"Paul, Jeremy",22087
"Moscatel, Joel",27815
"Kanaya, Takumi",19729
"Chappell, Kevin",13305
"Williams, Robin",24093
"Noh, S.Y.",11117
"Knappe, Alexander",12318
"Dantorp, Jens",14018
"Musselman, Cooper",25318
"Balcar, Michael",24483
"Garcia-Heredia, Alfredo",7887
"Ryder, Sam",16715
"Kizzire, Patton",13470
"Wilson, Andrew",25588
"Halvorsen, Andreas",17747
"Cummins, Quade",27996
"Scrivener, Jason",12734
"Velo, Kevin",27762
"Akesson, Bjorn",11530
"McGirt, William",12477
"Brehm, Ryan",10423
"Bramlett, Joseph",14698
"De Bruyn, Jannik",23112
"Bryant, Davis",32550
"Buckley, Hayden",25363
"Wu, Dylan",25002
"Jarvis, Casey",26947
"Doyle, Brendon",26508
"Schwab, Matthias",15016
"Svensson, Adam",13997
"Robinson Thompson, Brandon",24497
"Riedel, Matthew",30892
"Lindberg, Mikael",20084
"Cook, Austin",18579
"Widing, Tim",21875
"Kinhult, Marcus",18514
"Overton, Jeff",10498
"Kobori, Kazuma",24369
"O'Hair, Sean",7626
"Holmes, J.B.",7959
"Duncan, Tyler",18187
"Gouveia, Ricardo",18722
"Cabrera Bello, Rafa",7457
"Power, Seamus",10104
"Roy, Kevin",18424
"Baddeley, Aaron",6252
"Herman, Jim",12846
"Young, Carson",23656
"McNeill, George",6419
"Pak, John",27820
"Dufner, Jason",7301
"Gribble, Cody",17508
"Green, Gavin",12530
"Ko, Jeong Weon",26213
"Baldwin, Matthew",13344
"Vaillant, Tom",28157
"Jin, Zihao",31187
"Johnson, Carson",34008
"Dickson, Taylor",27420
"Andersen, Mason",23540
"Aphibarnrat, Kiradech",12321
"Trainer, Martin",15634
"Jamieson, Scott",11397
"Sharma, Shubhankar",17081
"Wu, Brandon",25213
"Iceman, Daniel",22255
"Barnes, Erik",14799
