player_name,winner_flag
"Potgieter, Aldrich",1
"Greyserman, Max",0
"Kirk, Chris",0
"Thorbjornsen, Michael",0
"Knapp, Jake",0
"Suber, Jackson",0
"Echavarria, Nico",0
"Morikawa, Collin",0
"Fitzpatrick, Matt",0
"Roy, Kevin",0
"Putnam, Andrew",0
"Lawrence, Thriston",0
"Lee, Min Woo",0
"Phillips, Chandler",0
"Griffin, Ben",0
"Matsuyama, Hideki",0
"Hall, Harry",0
"Hubbard, Mark",0
"McCarty, Matt",0
"Kim, Chan",0
"Champ, Cameron",0
"Ghim, Doug",0
"Valimaki, Sami",0
"Higgs, Harry",0
"Hojgaard, Nicolai",0
"Kim, Michael",0
"Bhatia, Akshay",0
"Bridgeman, Jacob",0
"Ramey, Chad",0
"Riedel, Matthew",0
"Gotterup, Chris",0
"Cantlay, Patrick",0
"Whaley, Vince",0
"Knowles, Philip",0
"Springer, Hayden",0
"Thompson, Davis",0
"Ventura, Kris",0
"Hodges, Lee",0
"Mouw, William",0
"Highsmith, Joe",0
"Bradley, Keegan",0
"Gerard, Ryan",0
"Malnati, Peter",0
"Olesen, Thorbjorn",0
"List, Luke",0
"Young, Cameron",0
"Kanaya, Takumi",0
"Woodland, Gary",0
"Lower, Justin",0
"Wallace, Matt",0
"Simpson, Webb",0
"Wise, Aaron",0
"Perez, Victor",0
"Hardy, Nick",0
"Gordon, Will",0
"Rosenmueller, Thomas",0
"Norlander, Henrik",0
"Griffin, Lanto",0
"Kitayama, Kurt",0
"Eckroat, Austin",0
"Hisatsune, Ryo",0
"Hossler, Beau",0
"An, Byeong Hun",0
"Clanton, Luke",0
"Salinda, Isaiah",0
"Peterson, Paul",0
"Skinns, David",0
"White, Brett",0
"Villegas, Camilo",0
"Riley, Davis",0
"Silverman, Ben",0
"Sargent, Gordon",0
"Piot, James",0
"Rozner, Antoine",0
"Onishi, Kaito",0
"Grillo, Emiliano",0
"Velo, Kevin",0
"Kohles, Ben",0
"van Rooyen, Erik",0
"Hadwin, Adam",0
"Cummins, Quade",0
"Johnson, Zach",0
"Endycott, Harrison",0
"Kim, Si Woo",0
"Andersen, Mason",0
"Del Solar, Cristobal",0
"Snedeker, Brandt",0
"Moore, Taylor",0
"Kisner, Kevin",0
"Fishburn, Patrick",0
"Lashley, Nate",0
"Molinari, Francesco",0
"Higgo, Garrick",0
"Albertson, Anders",0
"Hojgaard, Rasmus",0
"Covello, Vince",0
"Schenk, Adam",0
"Meissner, Mac",0
"Pak, John",0
"Chandler, Will",0
"Clark, Wyndham",0
"Kuchar, Matt",0
"Garnett, Brice",0
"Svensson, Adam",0
"Bramlett, Joseph",0
"McGreevy, Max",0
"Svensson, Jesper",0
"Fisk, Steven",0
"Homa, Max",0
"Cone, Trevor",0
"Xiong, Norman",0
"Rodgers, Patrick",0
"Waring, Paul",0
"Willett, Danny",0
"Buckley, Hayden",0
"Thornberry, Braden",0
"Noren, Alex",0
"Brehm, Ryan",0
"Campos, Rafael",0
"Tosti, Alejandro",0
"Fowler, Rickie",0
"Goodwin, Noah",0
"Jaeger, Stephan",0
"Hoshino, Rikuya",0
"Lipsky, David",0
"Mullinax, Trey",0
"Castillo, Ricky",0
"Walker, Danny",0
"Martin, Ben",0
"Kim, Tom",0
"Sigg, Greyson",0
"Black, Otto",0
"Hoey, Rico",0
"Palmer, Ryan",0
"Power, Seamus",0
"Baddeley, Aaron",0
"Davis, Cam",0
"Ryder, Sam",0
"Smalley, Alex",0
"Clemons, Dominic",0
"Dahmen, Joel",0
"La Sasso, Michael",0
"Vilips, Karl",0
"Dunlap, Nick",0
"Xu, Andi",0
"Cook, Ben",0
"Paul, Jeremy",0
"Capan III, Frankie",0
"Kizzire, Patton",0
"Hooks, Joe",0
"Ford, David",0
"Young, Carson",0
"Mitchell, Keith",0
"Dickson, Taylor",0
"Brown, Evan",0
"McCulloch, Ashton",0
