am,country,course,player_id,dk_id,dk_salary,early_late,fd_id,fd_salary,flag,pga_number,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,event_id
0,USA,n/a,21235,n/a,0,0,n/a,0,USA,49303,"Albertson, Anders",,,,,0,0,n/a,0,493
0,KOR,n/a,14459,n/a,0,0,n/a,0,KOR,33948,"An, Byeong Hun",,,,,0,0,n/a,0,493
0,USA,n/a,23540,n/a,0,0,n/a,0,USA,52370,"Andersen, Mason",,,,,0,0,n/a,0,493
0,USA,n/a,17606,n/a,0,0,n/a,0,USA,40026,"Berger, Daniel",,,,,0,0,n/a,0,493
0,USA,n/a,17639,n/a,0,0,n/a,0,USA,40058,"Blair, Zac",,,,,0,0,n/a,0,493
0,USA,n/a,14698,n/a,0,0,n/a,0,USA,34255,"Bramlett, Joseph",,,,,0,0,n/a,0,493
0,USA,n/a,29197,n/a,0,0,n/a,0,USA,61522,"Brennan, Michael",,,,,0,0,n/a,0,493
0,USA,n/a,29433,n/a,0,0,n/a,0,USA,60004,"Bridgeman, Jacob",,,,,0,0,n/a,0,493
0,USA,n/a,32152,n/a,0,0,n/a,0,USA,66417,"Brown, Blades",,,,,0,0,n/a,0,493
0,USA,n/a,25363,n/a,0,0,n/a,0,USA,55708,"Buckley, Hayden",,,,,0,0,n/a,0,493
0,USA,n/a,6931,n/a,0,0,n/a,0,USA,24925,"Byrd, Jonathan",,,,,0,0,n/a,0,493
0,PUR,n/a,12909,n/a,0,0,n/a,0,PUR,32070,"Campos, Rafael",,,,,0,0,n/a,0,493
0,USA,n/a,21412,n/a,0,0,n/a,0,USA,49590,"Capan III, Frankie",,,,,0,0,n/a,0,493
0,USA,n/a,27819,n/a,0,0,n/a,0,USA,59440,"Castillo, Ricky",,,,,0,0,n/a,0,493
0,USA,n/a,14502,n/a,0,0,n/a,0,USA,34021,"Cauley, Bud",,,,,0,0,n/a,0,493
0,USA,n/a,23542,n/a,0,0,n/a,0,USA,52372,"Champ, Cameron",,,,,0,0,n/a,0,493
0,USA,n/a,31212,n/a,0,0,n/a,0,USA,58933,"Chandler, Will",,,,,0,0,n/a,0,493
0,USA,n/a,32330,n/a,0,0,n/a,0,USA,66743,"Clanton, Luke",,,,,0,0,n/a,0,493
0,USA,n/a,21756,n/a,0,0,n/a,0,USA,47591,"Cole, Eric",,,,,0,0,n/a,0,493
0,USA,n/a,21880,n/a,0,0,n/a,0,USA,49453,"Cone, Trevor",,,,,0,0,n/a,0,493
0,USA,n/a,28309,n/a,0,0,n/a,0,USA,59836,"Coody, Pierceson",,,,,0,0,n/a,0,493
0,USA,n/a,18579,n/a,0,0,n/a,0,USA,46435,"Cook, Austin",,,,,0,0,n/a,0,493
0,USA,n/a,11441,n/a,0,0,n/a,0,USA,32982,"Covello, Vince",,,,,0,0,n/a,0,493
0,USA,n/a,27996,n/a,0,0,n/a,0,USA,58605,"Cummins, Quade",,,,,0,0,n/a,0,493
0,USA,n/a,14509,n/a,0,0,n/a,0,USA,34076,"Dahmen, Joel",,,,,0,0,n/a,0,493
0,CHI,n/a,17422,n/a,0,0,n/a,0,CHI,39859,"Del Solar, Cristobal",,,,,0,0,n/a,0,493
0,USA,n/a,27420,n/a,0,0,n/a,0,USA,51690,"Dickson, Taylor",,,,,0,0,n/a,0,493
0,USA,n/a,7301,n/a,0,0,n/a,0,USA,25686,"Dufner, Jason",,,,,0,0,n/a,0,493
0,BEL,n/a,22002,n/a,0,0,n/a,0,BEL,50497,"Dumont De Chassart, Adrien",,,,,0,0,n/a,0,493
0,USA,n/a,18187,n/a,0,0,n/a,0,USA,45609,"Duncan, Tyler",,,,,0,0,n/a,0,493
0,COL,n/a,22833,n/a,0,0,n/a,0,COL,51349,"Echavarria, Nico",,,,,0,0,n/a,0,493
0,USA,n/a,26653,n/a,0,0,n/a,0,USA,57362,"Eckroat, Austin",,,,,0,0,n/a,0,493
0,AUS,n/a,19208,n/a,0,0,n/a,0,AUS,47079,"Endycott, Harrison",,,,,0,0,n/a,0,493
0,USA,n/a,14577,n/a,0,0,n/a,0,USA,34099,"English, Harris",,,,,0,0,n/a,0,493
0,USA,n/a,25094,n/a,0,0,n/a,0,USA,54576,"Fishburn, Patrick",,,,,0,0,n/a,0,493
0,USA,n/a,26657,n/a,0,0,n/a,0,USA,57123,"Fisk, Steven",,,,,0,0,n/a,0,493
0,USA,n/a,31343,n/a,0,0,n/a,0,USA,65256,"Ford, David",,,,,0,0,n/a,0,493
0,RSA,n/a,11955,n/a,0,0,n/a,0,RSA,29970,"Frittelli, Dylan",,,,,0,0,n/a,0,493
0,USA,n/a,11451,n/a,0,0,n/a,0,USA,29535,"Garnett, Brice",,,,,0,0,n/a,0,493
0,USA,n/a,29767,n/a,0,0,n/a,0,USA,59018,"Gerard, Ryan",,,,,0,0,n/a,0,493
0,USA,n/a,24550,n/a,0,0,n/a,0,USA,52375,"Ghim, Doug",,,,,0,0,n/a,0,493
0,USA,n/a,24837,n/a,0,0,n/a,0,USA,55165,"Goodwin, Noah",,,,,0,0,n/a,0,493
0,USA,n/a,26660,n/a,0,0,n/a,0,USA,56762,"Gordon, Will",,,,,0,0,n/a,0,493
0,USA,n/a,15330,n/a,0,0,n/a,0,USA,35310,"Griffin, Lanto",,,,,0,0,n/a,0,493
0,USA,n/a,14967,n/a,0,0,n/a,0,USA,34563,"Hadley, Chesson",,,,,0,0,n/a,0,493
0,CAN,n/a,13965,n/a,0,0,n/a,0,CAN,33399,"Hadwin, Adam",,,,,0,0,n/a,0,493
0,USA,n/a,11374,n/a,0,0,n/a,0,USA,32448,"Hahn, James",,,,,0,0,n/a,0,493
0,USA,n/a,19865,n/a,0,0,n/a,0,USA,47988,"Hardy, Nick",,,,,0,0,n/a,0,493
0,USA,n/a,8825,n/a,0,0,n/a,0,USA,27644,"Harman, Brian",,,,,0,0,n/a,0,493
0,USA,n/a,14140,n/a,0,0,n/a,0,USA,33597,"Higgs, Harry",,,,,0,0,n/a,0,493
0,USA,n/a,28469,n/a,0,0,n/a,0,USA,60067,"Highsmith, Joe",,,,,0,0,n/a,0,493
0,JPN,n/a,22760,n/a,0,0,n/a,0,JPN,51287,"Hisatsune, Ryo",,,,,0,0,n/a,0,493
0,USA,n/a,25157,n/a,0,0,n/a,0,USA,54628,"Hodges, Lee",,,,,0,0,n/a,0,493
0,PHI,n/a,23504,n/a,0,0,n/a,0,PHI,51696,"Hoey, Rico",,,,,0,0,n/a,0,493
0,USA,n/a,15575,n/a,0,0,n/a,0,USA,35532,"Hoge, Tom",,,,,0,0,n/a,0,493
0,JPN,n/a,19190,n/a,0,0,n/a,0,JPN,47056,"Hoshino, Rikuya",,,,,0,0,n/a,0,493
0,USA,n/a,15470,n/a,0,0,n/a,0,USA,35461,"Hossler, Beau",,,,,0,0,n/a,0,493
1,USA,n/a,33759,n/a,0,0,n/a,0,USA,68607,"Howell, Mason",,,,,0,0,n/a,0,493
0,USA,n/a,16333,n/a,0,0,n/a,0,USA,36801,"Hubbard, Mark",,,,,0,0,n/a,0,493
0,CAN,n/a,15556,n/a,0,0,n/a,0,CAN,35506,"Hughes, Mackenzie",,,,,0,0,n/a,0,493
0,GER,n/a,16394,n/a,0,0,n/a,0,GER,36799,"Jaeger, Stephan",,,,,0,0,n/a,0,493
0,USA,n/a,6986,n/a,0,0,n/a,0,USA,24024,"Johnson, Zach",,,,,0,0,n/a,0,493
0,JPN,n/a,19729,n/a,0,0,n/a,0,JPN,47917,"Kanaya, Takumi",,,,,0,0,n/a,0,493
0,USA,n/a,32457,n/a,0,0,n/a,0,USA,63454,"Keefer, Johnny",,,,,0,0,n/a,0,493
0,USA,n/a,15004,n/a,0,0,n/a,0,USA,34587,"Kim, Chan",,,,,0,0,n/a,0,493
0,KOR,n/a,14609,n/a,0,0,n/a,0,KOR,37455,"Kim, Si Woo",,,,,0,0,n/a,0,493
0,USA,n/a,12423,n/a,0,0,n/a,0,USA,30926,"Kirk, Chris",,,,,0,0,n/a,0,493
0,USA,n/a,11328,n/a,0,0,n/a,0,USA,29478,"Kisner, Kevin",,,,,0,0,n/a,0,493
0,USA,n/a,13470,n/a,0,0,n/a,0,USA,32757,"Kizzire, Patton",,,,,0,0,n/a,0,493
0,USA,n/a,19396,n/a,0,0,n/a,0,USA,47420,"Knapp, Jake",,,,,0,0,n/a,0,493
0,USA,n/a,16395,n/a,0,0,n/a,0,USA,36884,"Kohles, Ben",,,,,0,0,n/a,0,493
0,USA,n/a,6169,n/a,0,0,n/a,0,USA,23108,"Kuchar, Matt",,,,,0,0,n/a,0,493
0,SCO,n/a,9586,n/a,0,0,n/a,0,SCO,27936,"Laird, Martin",,,,,0,0,n/a,0,493
0,USA,n/a,15980,n/a,0,0,n/a,0,USA,36326,"Lipsky, David",,,,,0,0,n/a,0,493
0,USA,n/a,7960,n/a,0,0,n/a,0,USA,27129,"List, Luke",,,,,0,0,n/a,0,493
0,USA,n/a,3464,n/a,0,0,n/a,0,USA,1706,"Love III, Davis",,,,,0,0,n/a,0,493
0,USA,n/a,17723,n/a,0,0,n/a,0,USA,40162,"Lower, Justin",,,,,0,0,n/a,0,493
0,USA,n/a,14007,n/a,0,0,n/a,0,USA,33413,"Martin, Ben",,,,,0,0,n/a,0,493
0,USA,n/a,19870,n/a,0,0,n/a,0,USA,47993,"McCarthy, Denny",,,,,0,0,n/a,0,493
0,USA,n/a,23505,n/a,0,0,n/a,0,USA,51950,"McGreevy, Max",,,,,0,0,n/a,0,493
0,USA,n/a,28159,n/a,0,0,n/a,0,USA,59143,"Meissner, Mac",,,,,0,0,n/a,0,493
0,USA,n/a,13367,n/a,0,0,n/a,0,USA,32640,"Merritt, Troy",,,,,0,0,n/a,0,493
0,USA,n/a,17365,n/a,0,0,n/a,0,USA,39546,"Mitchell, Keith",,,,,0,0,n/a,0,493
0,USA,n/a,25442,n/a,0,0,n/a,0,USA,55789,"Montgomery, Taylor",,,,,0,0,n/a,0,493
0,USA,n/a,21944,n/a,0,0,n/a,0,USA,49947,"Moore, Taylor",,,,,0,0,n/a,0,493
0,USA,n/a,29770,n/a,0,0,n/a,0,USA,63121,"Mouw, William",,,,,0,0,n/a,0,493
0,USA,n/a,18761,n/a,0,0,n/a,0,USA,46601,"Mullinax, Trey",,,,,0,0,n/a,0,493
0,USA,n/a,16433,n/a,0,0,n/a,0,USA,36871,"NeSmith, Matt",,,,,0,0,n/a,0,493
0,DEN,n/a,15676,n/a,0,0,n/a,0,DEN,35706,"Norgaard, Niklas",,,,,0,0,n/a,0,493
0,SWE,n/a,11657,n/a,0,0,n/a,0,SWE,30163,"Norlander, Henrik",,,,,0,0,n/a,0,493
0,USA,n/a,23475,n/a,0,0,n/a,0,USA,51997,"Novak, Andrew",,,,,0,0,n/a,0,493
0,DEN,n/a,13412,n/a,0,0,n/a,0,DEN,33968,"Olesen, Thorbjorn",,,,,0,0,n/a,0,493
0,JPN,n/a,25263,n/a,0,0,n/a,0,JPN,55623,"Onishi, Kaito",,,,,0,0,n/a,0,493
0,USA,n/a,27820,n/a,0,0,n/a,0,USA,59160,"Pak, John",,,,,0,0,n/a,0,493
0,USA,n/a,7820,n/a,0,0,n/a,0,USA,23320,"Palmer, Ryan",,,,,0,0,n/a,0,493
0,GER,n/a,22087,n/a,0,0,n/a,0,GER,50582,"Paul, Jeremy",,,,,0,0,n/a,0,493
0,FRA,n/a,19960,n/a,0,0,n/a,0,FRA,48153,"Pavon, Matthieu",,,,,0,0,n/a,0,493
0,FRA,n/a,20730,n/a,0,0,n/a,0,FRA,47679,"Perez, Victor",,,,,0,0,n/a,0,493
0,USA,n/a,16341,n/a,0,0,n/a,0,USA,36824,"Peterson, Paul",,,,,0,0,n/a,0,493
0,USA,n/a,27164,n/a,0,0,n/a,0,USA,57900,"Phillips, Chandler",,,,,0,0,n/a,0,493
0,USA,n/a,7899,n/a,0,0,n/a,0,USA,25818,"Piercy, Scott",,,,,0,0,n/a,0,493
0,USA,n/a,20344,n/a,0,0,n/a,0,USA,47567,"Polland, Ben",,,,,0,0,n/a,0,493
0,USA,n/a,21554,n/a,0,0,n/a,0,USA,49771,"Poston, J.T.",,,,,0,0,n/a,0,493
0,IRL,n/a,10104,n/a,0,0,n/a,0,IRL,28252,"Power, Seamus",,,,,0,0,n/a,0,493
0,USA,n/a,14704,n/a,0,0,n/a,0,USA,34256,"Putnam, Andrew",,,,,0,0,n/a,0,493
0,USA,n/a,19840,n/a,0,0,n/a,0,USA,47983,"Ramey, Chad",,,,,0,0,n/a,0,493
0,USA,n/a,24481,n/a,0,0,n/a,0,USA,53165,"Redman, Doc",,,,,0,0,n/a,0,493
0,USA,n/a,30892,n/a,0,0,n/a,0,USA,64693,"Riedel, Matthew",,,,,0,0,n/a,0,493
0,USA,n/a,19872,n/a,0,0,n/a,0,USA,47995,"Riley, Davis",,,,,0,0,n/a,0,493
0,USA,n/a,16283,n/a,0,0,n/a,0,USA,36699,"Rodgers, Patrick",,,,,0,0,n/a,0,493
0,GER,n/a,22736,n/a,0,0,n/a,0,GER,60882,"Rosenmueller, Thomas",,,,,0,0,n/a,0,493
0,USA,n/a,18424,n/a,0,0,n/a,0,USA,39335,"Roy, Kevin",,,,,0,0,n/a,0,493
0,FRA,n/a,18770,n/a,0,0,n/a,0,FRA,46646,"Rozner, Antoine",,,,,0,0,n/a,0,493
0,USA,n/a,16715,n/a,0,0,n/a,0,USA,37275,"Ryder, Sam",,,,,0,0,n/a,0,493
0,USA,n/a,27183,n/a,0,0,n/a,0,USA,56781,"Salinda, Isaiah",,,,,0,0,n/a,0,493
0,USA,n/a,10069781,n/a,0,0,n/a,0,USA,69781,"Sanders, Matt",,,,,0,0,n/a,0,493
0,USA,n/a,30814,n/a,0,0,n/a,0,USA,64442,"Sargent, Gordon",,,,,0,0,n/a,0,493
0,USA,n/a,19477,n/a,0,0,n/a,0,USA,47347,"Schenk, Adam",,,,,0,0,n/a,0,493
0,USA,n/a,18635,n/a,0,0,n/a,0,USA,46441,"Shelton, Robby",,,,,0,0,n/a,0,493
0,USA,n/a,23482,n/a,0,0,n/a,0,USA,51890,"Sigg, Greyson",,,,,0,0,n/a,0,493
0,CAN,n/a,17381,n/a,0,0,n/a,0,CAN,39327,"Silverman, Ben",,,,,0,0,n/a,0,493
0,USA,n/a,11049,n/a,0,0,n/a,0,USA,29221,"Simpson, Webb",,,,,0,0,n/a,0,493
0,ENG,n/a,10873,n/a,0,0,n/a,0,ENG,27139,"Skinns, David",,,,,0,0,n/a,0,493
0,USA,n/a,18474,n/a,0,0,n/a,0,USA,46340,"Smalley, Alex",,,,,0,0,n/a,0,493
0,USA,n/a,8820,n/a,0,0,n/a,0,USA,27649,"Snedeker, Brandt",,,,,0,0,n/a,0,493
0,USA,n/a,21995,n/a,0,0,n/a,0,USA,50484,"Springer, Hayden",,,,,0,0,n/a,0,493
0,USA,n/a,25569,n/a,0,0,n/a,0,USA,55893,"Stevens, Sam",,,,,0,0,n/a,0,493
0,USA,n/a,14852,n/a,0,0,n/a,0,USA,34431,"Streb, Robert",,,,,0,0,n/a,0,493
0,USA,n/a,8480,n/a,0,0,n/a,0,USA,27214,"Streelman, Kevin",,,,,0,0,n/a,0,493
0,USA,n/a,29279,n/a,0,0,n/a,0,USA,60019,"Suber, Jackson",,,,,0,0,n/a,0,493
0,CAN,n/a,13997,n/a,0,0,n/a,0,CAN,40115,"Svensson, Adam",,,,,0,0,n/a,0,493
