player_name,player_id
"Matsuyama, Hideki",13562
"Morikawa, Collin",22085
"Im, Sungjae",17488
"Vegas, Jhonattan",13508
"Aberg, Ludvig",23950
"Conners, Corey",17576
"Detry, Thomas",14181
"McNealy, Maverick",18634
"Young, Cameron",26651
"Burns, Sam",19483
"Hall, Harry",27194
"Hoge, Tom",15575
"Davis, Cam",17786
"Pendrith, Taylor",17780
"Straka, Sepp",17511
"Rai, Aaron",18554
"Clark, Wyndham",23604
"Cantlay, Patrick",15466
"Bradley, Keegan",13872
"MacIntyre, Robert",23323
"Eckroat, Austin",26653
"Scott, Adam",6430
"Finau, Tony",11676
"Greyserman, Max",23465
"Fitzpatrick, Matt",17646
"Homa, Max",17538
"Zalatoris, Will",19428
"Thomas, Justin",14139
"Hadwin, Adam",13965
"Henley, Russell",14578
"Schauffele, Xander",19895
"Echavarria, Nico",22833
"Kim, Si Woo",14609
"Bhatia, Akshay",26096
"An, Byeong Hun",14459
"Jaeger, Stephan",16394
"Hovland, Viktor",18841
"Thompson, Davis",27364
"Theegala, Sahith",23014
"Kizzire, Patton",13470
"Day, Jason",9771
"Bezuidenhout, Christiaan",18103
"Poston, J.T.",21554
"Kirk, Chris",12423
"Yu, Kevin",17881
"Gotterup, Chris",27774
"McCarthy, Denny",19870
"Taylor, Nick",13126
"Garnett, Brice",11451
"Pavon, Matthieu",19960
"Horschel, Billy",11276
"Cole, Eric",21756
"Malnati, Peter",14926
"McCarty, Matt",28635
"Dunlap, Nick",28270
"Knapp, Jake",19396
"Campos, Rafael",12909
"Harman, Brian",8825
"Riley, Davis",19872
