player_name,winner_flag
"Scheffler, Scottie",1
"MacIntyre, Robert",0
"McNealy, Maverick",0
"Fleetwood, Tommy",0
"Burns, Sam",0
"Hall, Harry",0
"Aberg, Ludvig",0
"Hovland, Viktor",0
"Fowler, Rickie",0
"Kim, Michael",0
"Young, Cameron",0
"Griffin, Ben",0
"McIlroy, Rory",0
"English, Harris",0
"Henley, Russell",0
"Pendrith, Taylor",0
"Bradley, Keegan",0
"Fitzpatrick, Matt",0
"Kitayama, Kurt",0
"Bridgeman, Jacob",0
"Kim, Si Woo",0
"Harman, Brian",0
"Day, Jason",0
"Lowry, Shane",0
"Spaun, J.J.",0
"Bhatia, Akshay",0
"Matsuyama, Hideki",0
"Schauffele, Xander",0
"McCarthy, Denny",0
"Cantlay, Patrick",0
"Rose, Justin",0
"Poston, J.T.",0
"Hoge, Tom",0
"Thomas, Justin",0
"Cauley, Bud",0
"Taylor, Nick",0
"Morikawa, Collin",0
"Gotterup, Chris",0
"Conners, Corey",0
"Glover, Lucas",0
"Im, Sungjae",0
"Stevens, Sam",0
"Fox, Ryan",0
"Gerard, Ryan",0
"Vegas, Jhonattan",0
"Detry, Thomas",0
"Campbell, Brian",0
"Novak, Andrew",0
"Berger, Daniel",0
