am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,SWE,23950,10.0,17.0,"Aberg, Ludvig",52955,3684,[],9,14
0,USA,17606,54.0,38.0,"Berger, Daniel",40026,1514,[],23,14
0,USA,26096,19.0,21.0,"Bhatia, Akshay",56630,2793,[],4,14
0,USA,13872,45.0,26.0,"Bradley, Keegan",33141,859,[],135,14
0,USA,29197,114.0,47.0,"Brennan, Michael",61522,612,[],129,14
0,USA,29433,17.0,18.0,"Bridgeman, Jacob",60004,3073,[],1,14
0,USA,19483,21.0,33.0,"Burns, Sam",47504,1355,[],35,14
0,ARG,5717,,,"Cabrera, Angel",20848,323,[],,14
0,USA,18628,371.0,112.0,"Campbell, Brian",46443,340,[],178,14
0,USA,15466,18.0,35.0,"Cantlay, Patrick",35450,1699,[],52,14
0,USA,23604,98.0,78.0,"Clark, Wyndham",51766,899,[],102,14
0,CAN,17576,38.0,44.0,"Conners, Corey",39997,2493,[],66,14
0,USA,44,,,"Couples, Fred",1226,336,[],,14
0,AUS,9771,37.0,41.0,"Day, Jason",28089,1751,[],45,14
0,USA,19841,11.0,24.0,"DeChambeau, Bryson",47959,3867,[],,14
0,COL,22833,87.0,40.0,"Echavarria, Nico",51349,779,[],17,14
0,USA,14577,27.0,20.0,"English, Harris",34099,1955,[],56,14
1,USA,34025,,,"Fang, Ethan",68932,286,[],,14
0,ENG,17646,6.0,6.0,"Fitzpatrick, Matt",40098,3662,[],3,14
0,ENG,12294,5.0,4.0,"Fleetwood, Tommy",30911,3132,[],11,14
0,NZL,11889,63.0,51.0,"Fox, Ryan",29936,1287,[],50,14
0,ESP,5689,131.0,345.0,"Garcia, Sergio",21209,869,[],,14
0,USA,29767,35.0,29.0,"Gerard, Ryan",59018,1289,[],18,14
0,USA,27774,26.0,11.0,"Gotterup, Chris",59095,2484,[],5,14
0,USA,23465,97.0,59.0,"Greyserman, Max",51977,1006,[],103,14
0,USA,24968,28.0,16.0,"Griffin, Ben",54591,1105,[],82,14
0,ENG,27194,31.0,62.0,"Hall, Harry",57975,1499,[],43,14
0,USA,8825,96.0,50.0,"Harman, Brian",27644,1181,[],60,14
0,ENG,14796,67.0,31.0,"Hatton, Tyrrell",34363,1912,[],,14
0,USA,14578,9.0,12.0,"Henley, Russell",34098,2216,[],29,14
1,USA,30040693,,,"Herrington, Jackson",70148,218,[],,14
0,DEN,23602,24.0,36.0,"Hojgaard, Nicolai",52453,2559,[],20,14
