player_name,player_id
"Henley, Russell",14578
"Cole, Eric",21756
"Meissner, Mac",28159
"Smalley, Alex",18474
"Griffin, Ben",24968
"Brennan, Michael",29197
"Spaun, J.J.",17536
"Woodland, Gary",12577
"Echavarria, Nico",22833
"Hughes, Mackenzie",15556
"Gerard, Ryan",29767
"Fisk, Steven",26657
"Matsuyama, Hideki",13562
"Thomas, Justin",14139
"Smith, Jordan",18586
"Thorbjornsen, Michael",26649
"Aberg, Ludvig",23950
"Ewart, A.J.",21883
"Hoey, Rico",23504
"Kim, Michael",17543
"Putnam, Andrew",14704
"Harman, Brian",8825
"Homa, Max",17538
"Kuchar, Matt",6169
"Bauchou, Zach",19846
"Garnett, Brice",11451
"Coody, Pierceson",28309
"Nakajima, Keita",21074
"Snedeker, Brandt",8820
"Ghim, Doug",24550
"Bhatia, Akshay",26096
"Griffin, Lanto",15330
"Higgo, Garrick",24342
"Bezuidenhout, Christiaan",18103
"Poston, J.T.",21554
"McGreevy, Max",23505
"Keefer, Johnny",32457
"Hodges, Lee",25157
"Bradley, Keegan",13872
"Thompson, Davis",27364
"Yu, Kevin",17881
"Dahmen, Joel",14509
"Castillo, Ricky",27819
"Grillo, Emiliano",12808
"Horschel, Billy",11276
"MacIntyre, Robert",23323
"Kang, Jeffrey",21889
"Blanchet, Chandler",24956
"Smotherman, Austin",22985
"Streelman, Kevin",8480
"Stevens, Sam",25569
"Saddier, Adrien",14792
"Neergaard-Petersen, Rasmus",23841
"Kim, Tom",24766
"Power, Seamus",10104
"Clanton, Luke",32330
"Fishburn, Patrick",25094
"Kanaya, Takumi",19729
"Novak, Andrew",23475
"Moore, Taylor",21944
"McCarty, Matt",28635
"Dunlap, Nick",28270
"Theegala, Sahith",23014
"Hubbard, Mark",16333
"Rodgers, Patrick",16283
"Hisatsune, Ryo",22760
"Suber, Jackson",29279
"Eckroat, Austin",26653
"Olesen, Thorbjorn",13412
"van Rooyen, Erik",17550
"Hoge, Tom",15575
"Glover, Lucas",7399
"Riley, Davis",19872
"Roy, Kevin",18424
"Schenk, Adam",19477
"Kisner, Kevin",11328
"Mouw, William",29770
"Pavon, Matthieu",19960
"Ramey, Chad",19840
"Yellamaraju, Sudarshan",29925
"Rozo, Marcelo",16591
"Ventura, Kris",15651
"Blair, Zac",17639
"VanDerLaan, John",25319
"Walker, Danny",25003
"Kohles, Ben",16395
"Ryder, Sam",16715
"Finau, Tony",11676
"Hossler, Beau",15470
"Villegas, Camilo",9171
"Davis, Cam",17786
"Shipley, Neal",32055
"Nyholm, Pontus",25475
"Dumont de Chassart, Adrien",22002
"Mitchell, Keith",17365
"Svensson, Adam",13997
"Hardy, Nick",19865
"Li, Haotong",15310
"Hirata, Kensei",20954
"Peterson, Paul",16341
"Howell, Mason",33759
"Lamprecht, Christo",24343
"Dou, Zecheng",16757
"Chatfield, Davis",30620
"Lebioda, Hank",21943
"Campbell, Brian",18628
"Springer, Hayden",21995
"Hall, Harry",27194
"Tosti, Alejandro",17032
"Stanger, Jimmy",23048
"Hoffman, Charley",5768
"Wu, Dylan",25002
"Simpson, Webb",11049
"Crowe, Trace",27780
"Whaley, Vince",25908
"Fowler, Rickie",12965
"Hojgaard, Rasmus",23838
"Highsmith, Joe",28469
"Brown, Dan",20766
"Phillips, Chandler",27164
"Skinns, David",10873
"Lipsky, David",15980
"Kirk, Chris",12423
"Greyserman, Max",23465
"Im, Sungjae",17488
"Kizzire, Patton",13470
"Hansson, Albert",27646
"Parry, John",13764
"Vilips, Karl",24304
"Martin, Ben",14007
"Palmer, Ryan",7820
"Jaeger, Stephan",16394
