player_name,player_id
"Scheffler, Scottie",18417
"van Rooyen, Erik",17550
"Stevens, Sam",25569
"Spieth, Jordan",14636
"Kanaya, Takumi",19729
"Castillo, Ricky",27819
"Burns, Sam",19483
"Gordon, Will",26660
"Hubbard, Mark",16333
"Cole, Eric",21756
"Schenk, Adam",19477
"Kitayama, Kurt",21891
"Rozner, Antoine",18770
"Vegas, Jhonattan",13508
"McCarty, Matt",28635
"Phillips, Chandler",27164
"Kim, Si Woo",14609
"Rodgers, Patrick",16283
"Champ, Cameron",23542
"Roy, Kevin",18424
"Whaley, Vince",25908
"Putnam, Andrew",14704
"Gotterup, Chris",27774
"McGreevy, Max",23505
"Walker, Danny",25003
"Echavarria, Nico",22833
"Coody, Pierceson",28309
"Steelman, Ross",31192
"Mullinax, Trey",18761
"Olesen, Thorbjorn",13412
"Yu, Kevin",17881
"Dickson, Taylor",27420
"Thorbjornsen, Michael",26649
"Im, Sungjae",17488
"Hall, Harry",27194
"Norgaard, Niklas",15676
"Martin, Ben",14007
"Ghim, Doug",24550
"Smalley, Alex",18474
"Knapp, Jake",19396
"Lashley, Nate",10943
"Valimaki, Sami",23816
"Bramlett, Joseph",14698
"Hoshino, Rikuya",19190
"Riley, Davis",19872
"Manassero, Matteo",11460
"Norlander, Henrik",11657
"Hojgaard, Rasmus",23838
"Vilips, Karl",24304
"Simpson, Webb",11049
"Kizzire, Patton",13470
"Skinns, David",10873
"Kohles, Ben",16395
"Rosenmueller, Thomas",22736
"Hoey, Rico",23504
"Kuchar, Matt",6169
"Jaeger, Stephan",16394
"Salinda, Isaiah",27183
"Hojgaard, Nicolai",23602
"Perez, Victor",20730
"Davis, Cam",17786
"An, Byeong Hun",14459
"Fox, Ryan",11889
"Matthews, Brandon",22981
"Meissner, Mac",28159
"Hossler, Beau",15470
"Campos, Rafael",12909
"Tosti, Alejandro",17032
"Villegas, Camilo",9171
"Pak, John",27820
"Dahmen, Joel",14509
"Laird, Martin",9586
"Crowe, Trace",27780
"Cone, Trevor",21880
"Fishburn, Patrick",25094
"Xiong, Norman",24354
"Pendrith, Taylor",17780
"Griffin, Ben",24968
"Onishi, Kaito",25263
"Garnett, Brice",11451
"Hardy, Nick",19865
"Waring, Paul",12426
"Gerard, Ryan",29767
"Kim, Tom",24766
"Ryder, Sam",16715
"Hughes, Mackenzie",15556
"Del Solar, Cristobal",17422
"Watney, Nick",7955
"Lower, Justin",17723
"Hadley, Chesson",14967
"Young, Carson",23656
"Tway, Kevin",13127
"Power, Seamus",10104
"Baddeley, Aaron",6252
"Hodges, Lee",25157
"Grillo, Emiliano",12808
"Hoffman, Charley",5768
"Svensson, Adam",13997
"Griffin, Lanto",15330
"List, Luke",7960
"Eckroat, Austin",26653
"Palmer, Ryan",7820
"Ventura, Kris",15651
"Molinari, Francesco",7655
"Gutschewski, Scott",7305
"Paul, Jeremy",22087
"Peterson, Paul",16341
"Montgomery, Taylor",25442
"Cummins, Quade",27996
"Velo, Kevin",27762
"Wu, Dylan",25002
"Springer, Hayden",21995
"Chandler, Will",31212
"Bridgeman, Jacob",29433
"Campbell, Brian",18628
"Mouw, William",29770
"Thornberry, Braden",23502
"Schmid, Matti",20722
"Lipsky, David",15980
"Svensson, Jesper",26850
"Kisner, Kevin",11328
"Widing, Tim",21875
"Massa, Bobby",17297
"Hisatsune, Ryo",22760
"Potgieter, Aldrich",27900
"Buckley, Hayden",25363
"Sigg, Greyson",23482
"Hahn, James",11374
"Ramey, Chad",19840
"Albertson, Anders",21235
"Silverman, Ben",17381
"Capan III, Frankie",21412
"Johnson, Zach",6986
"Knowles, Philip",24562
"Kang, Sung",7881
"Reavie, Chez",7961
"Morrison, Tommy",32593
"Blair, Zac",17639
"NeSmith, Matt",16433
"Kim, Chan",15004
"Moore, Taylor",21944
"Higgs, Harry",14140
"Suber, Jackson",29279
"Goodwin, Noah",24837
"Andersen, Mason",23540
"Endycott, Harrison",19208
"Choi, Seungbin",26580
"Lamprecht, Christo",24343
"Ledesma, Nelson",15239
"Riedel, Matthew",30892
"Covello, Vince",11441
"Reynolds, Gabe",14264
"Kent, Noah",33354
"Kim, Kris",28734
"Malnati, Peter",14926
"Wallace, Matt",20706
