player_name,winner_flag
"Detry, Thomas",1
"Berger, Daniel",0
"Kim, Michael",0
"Bezuidenhout, Christiaan",0
"Spieth, Jordan",0
"MacIntyre, Robert",0
"Thomas, Justin",0
"Chandler, Will",0
"Hadwin, Adam",0
"McNealy, Maverick",0
"Moore, Taylor",0
"Young, Cameron",0
"Hojgaard, Rasmus",0
"Lee, Min Woo",0
"Straka, Sepp",0
"McCarthy, Denny",0
"Clark, Wyndham",0
"Yu, Kevin",0
"Poston, J.T.",0
"Silverman, Ben",0
"Kim, Si Woo",0
"Woodland, Gary",0
"Cauley, Bud",0
"Smalley, Alex",0
"Scheffler, Scottie",0
"Schenk, Adam",0
"Matsuyama, Hideki",0
"Harman, Brian",0
"Taylor, Nick",0
"Putnam, Andrew",0
"Mitchell, Keith",0
"Hossler, Beau",0
"Mullinax, Trey",0
"Bhatia, Akshay",0
"Sigg, Greyson",0
"Hughes, Mackenzie",0
"List, Luke",0
"Ryder, Sam",0
"Hojgaard, Nicolai",0
"Griffin, Ben",0
"Power, Seamus",0
"Svensson, Adam",0
"Thompson, Davis",0
"Villegas, Camilo",0
"Stevens, Sam",0
"Kim, Tom",0
"Wallace, Matt",0
"Knapp, Jake",0
"Burns, Sam",0
"Ghim, Doug",0
"Kitayama, Kurt",0
"Malnati, Peter",0
"Greyserman, Max",0
"Skinns, David",0
"Ventura, Kris",0
"Phillips, Chandler",0
"Im, Sungjae",0
"Pan, C.T.",0
"Young, Carson",0
"Dunlap, Nick",0
"Hodges, Lee",0
"Theegala, Sahith",0
"Svensson, Jesper",0
"Fox, Ryan",0
"Pavon, Matthieu",0
"Snedeker, Brandt",0
"Lee, K.H.",0
"Garnett, Brice",0
"Montgomery, Taylor",0
"Gordon, Will",0
"Norrman, Vincent",0
"Streelman, Kevin",0
"An, Byeong Hun",0
"Conners, Corey",0
"Thorbjornsen, Michael",0
"Grillo, Emiliano",0
"Palmer, Ryan",0
"Griffin, Lanto",0
"Novak, Andrew",0
"Hardy, Nick",0
"Fitzpatrick, Matt",0
"Clanton, Luke",0
"Hall, Harry",0
"Kohles, Ben",0
"Martin, Ben",0
"Hisatsune, Ryo",0
"Simpson, Webb",0
"Meissner, Mac",0
"McGreevy, Max",0
"Glover, Lucas",0
"Highsmith, Joe",0
"Fishburn, Patrick",0
"Lashley, Nate",0
"Gotterup, Chris",0
"Campos, Rafael",0
"Kisner, Kevin",0
"van Rooyen, Erik",0
"Eckroat, Austin",0
"Bridgeman, Jacob",0
"Dahmen, Joel",0
"Kizzire, Patton",0
"Horschel, Billy",0
"Echavarria, Nico",0
"Hoey, Rico",0
"Valimaki, Sami",0
"Reavie, Chez",0
"Hubbard, Mark",0
"Perez, Victor",0
"Lipsky, David",0
"Norlander, Henrik",0
"Waring, Paul",0
"Homa, Max",0
"McCarty, Matt",0
"Fisk, Steven",0
"Springer, Hayden",0
"Hoffman, Charley",0
"Ballester Barrio, Jose Luis",0
"Kim, Chan",0
"Kirk, Chris",0
"Schmid, Matti",0
"Whaley, Vince",0
"Ramey, Chad",0
"Riley, Davis",0
"Cole, Eric",0
"Rodgers, Patrick",0
"Capan III, Frankie",0
"Mueller, Jesse",0
"Lawrence, Thriston",0
"Hoge, Tom",0
"Todd, Brendon",0
"Spaun, J.J.",0
"Fowler, Rickie",0
