player_id,player_name,pga_number,country,flag,start_hole,early_late,r1_teetime,r2_teetime,r3_teetime,r4_teetime,event_id,r1_wave,r2_wave
23540,"Andersen, Mason",52370,USA,USA,0,0,,,,,457,,
17639,"Blair, Zac",40058,USA,USA,0,0,,,,,457,,
29197,"Brennan, Michael",61522,USA,USA,0,0,,,,,457,,
29433,"Bridgeman, Jacob",60004,USA,USA,0,0,,,,,457,,
25363,"Buckley, Hayden",55708,USA,USA,0,0,,,,,457,,
12909,"Campos, Rafael",32070,PUR,PUR,0,0,,,,,457,,
21412,"Capan III, Frankie",49590,USA,USA,0,0,,,,,457,,
27819,"Castillo, Ricky",59440,USA,USA,0,0,,,,,457,,
31212,"Chandler, Will",58933,USA,USA,0,0,,,,,457,,
32330,"Clanton, Luke",66743,USA,USA,0,0,,,,,457,,
23604,"Clark, Wyndham",51766,USA,USA,0,0,,,,,457,,
21756,"Cole, Eric",47591,USA,USA,0,0,,,,,457,,
21880,"Cone, Trevor",49453,USA,USA,0,0,,,,,457,,
28309,"Coody, Pierceson",59836,USA,USA,0,0,,,,,457,,
27996,"Cummins, Quade",58605,USA,USA,0,0,,,,,457,,
14509,"Dahmen, Joel",34076,USA,USA,0,0,,,,,457,,
17422,"Del Solar, Cristobal",39859,CHI,CHI,0,0,,,,,457,,
27420,"Dickson, Taylor",51690,USA,USA,0,0,,,,,457,,
4163,"Donald, Luke",23983,ENG,ENG,0,0,,,,,457,,
28270,"Dunlap, Nick",59866,USA,USA,0,0,,,,,457,,
22833,"Echavarria, Nico",51349,COL,COL,0,0,,,,,457,,
26653,"Eckroat, Austin",57362,USA,USA,0,0,,,,,457,,
25094,"Fishburn, Patrick",54576,USA,USA,0,0,,,,,457,,
26657,"Fisk, Steven",57123,USA,USA,0,0,,,,,457,,
31343,"Ford, David",65256,USA,USA,0,0,,,,,457,,
24550,"Ghim, Doug",52375,USA,USA,0,0,,,,,457,,
30038529,"Gil Leyva Llamas, Emilio",69890,MEX,MEX,0,0,,,,,457,,
28016,"Gonzalez, Emilio",59567,MEX,MEX,0,0,,,,,457,,
24837,"Goodwin, Noah",55165,USA,USA,0,0,,,,,457,,
26660,"Gordon, Will",56762,USA,USA,0,0,,,,,457,,
23465,"Greyserman, Max",51977,USA,USA,0,0,,,,,457,,
24968,"Griffin, Ben",54591,USA,USA,0,0,,,,,457,,
15330,"Griffin, Lanto",35310,USA,USA,0,0,,,,,457,,
12808,"Grillo, Emiliano",31646,ARG,ARG,0,0,,,,,457,,
13965,"Hadwin, Adam",33399,CAN,CAN,0,0,,,,,457,,
19865,"Hardy, Nick",47988,USA,USA,0,0,,,,,457,,
24342,"Higgo, Garrick",54421,RSA,RSA,0,0,,,,,457,,
14140,"Higgs, Harry",33597,USA,USA,0,0,,,,,457,,
28469,"Highsmith, Joe",60067,USA,USA,0,0,,,,,457,,
22760,"Hisatsune, Ryo",51287,JPN,JPN,0,0,,,,,457,,
25157,"Hodges, Lee",54628,USA,USA,0,0,,,,,457,,
23504,"Hoey, Rico",51696,PHI,PHI,0,0,,,,,457,,
15575,"Hoge, Tom",35532,USA,USA,0,0,,,,,457,,
19190,"Hoshino, Rikuya",47056,JPN,JPN,0,0,,,,,457,,
15470,"Hossler, Beau",35461,USA,USA,0,0,,,,,457,,
16333,"Hubbard, Mark",36801,USA,USA,0,0,,,,,457,,
15556,"Hughes, Mackenzie",35506,CAN,CAN,0,0,,,,,457,,
16394,"Jaeger, Stephan",36799,GER,GER,0,0,,,,,457,,
19729,"Kanaya, Takumi",47917,JPN,JPN,0,0,,,,,457,,
32457,"Keefer, Johnny",63454,USA,USA,0,0,,,,,457,,
15004,"Kim, Chan",34587,USA,USA,0,0,,,,,457,,
14609,"Kim, Si Woo",37455,KOR,KOR,0,0,,,,,457,,
13470,"Kizzire, Patton",32757,USA,USA,0,0,,,,,457,,
