am,country,course,player_id,dk_id,dk_salary,early_late,fd_id,fd_salary,flag,pga_number,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,event_id
0,USA,TPC Scottsdale (Stadium Course),31585,41813969,6000,1,126312-240931,7000,USA,65871,"Avant, Thomas",2026-02-05 08:59,2026-02-06 13:39,,,10,0,golf.p.26590$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),19846,41813950,6200,0,126312-85239,7200,USA,48001,"Bauchou, Zach",2026-02-05 13:28,2026-02-06 08:48,,,1,0,golf.p.19938$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),17606,41813879,7500,1,126312-77848,9400,USA,40026,"Berger, Daniel",2026-02-05 07:42,2026-02-06 12:22,,,1,0,golf.p.13967$golf.g.20264,33.0,3
0,RSA,TPC Scottsdale (Stadium Course),18103,41813885,7400,1,126312-110898,8800,RSA,45522,"Bezuidenhout, Christiaan",2026-02-05 07:20,2026-02-06 12:00,,,1,0,golf.p.14326$golf.g.20264,26.0,3
0,USA,TPC Scottsdale (Stadium Course),26096,41813906,6900,0,126312-103030,8600,USA,56630,"Bhatia, Akshay",2026-02-05 12:44,2026-02-06 08:04,,,10,0,golf.p.23159$golf.g.20264,30.0,3
0,USA,TPC Scottsdale (Stadium Course),24956,41813942,6300,0,126312-180875,7200,USA,54788,"Blanchet, Chandler",2026-02-05 13:28,2026-02-06 08:48,,,1,0,golf.p.23466$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),29197,41813917,6800,1,126312-165892,7700,USA,61522,"Brennan, Michael",2026-02-05 08:26,2026-02-06 13:06,,,10,0,golf.p.24201$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),29433,41813898,7100,1,126312-169771,8400,USA,60004,"Bridgeman, Jacob",2026-02-05 08:37,2026-02-06 13:17,,,1,0,golf.p.24245$golf.g.20264,30.0,3
0,ENG,TPC Scottsdale (Stadium Course),20766,41813909,6900,1,126312-189532,8300,ENG,57259,"Brown, Dan",2026-02-05 08:59,2026-02-06 13:39,,,1,0,golf.p.20519$golf.g.20264,29.0,3
0,USA,TPC Scottsdale (Stadium Course),19483,41813855,9400,1,126312-77904,11100,USA,47504,"Burns, Sam",2026-02-05 07:53,2026-02-06 12:33,,,10,0,golf.p.19107$golf.g.20264,39.0,3
0,USA,TPC Scottsdale (Stadium Course),18628,41813964,6000,0,126312-77911,7000,USA,46443,"Campbell, Brian",2026-02-05 12:55,2026-02-06 08:15,,,10,0,golf.p.18458$golf.g.20264,28.0,3
0,PUR,TPC Scottsdale (Stadium Course),12909,41813966,6000,0,126312-77914,7000,PUR,32070,"Campos, Rafael",2026-02-05 12:00,2026-02-06 07:20,,,1,0,golf.p.9600$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),14502,41813904,7000,1,126312-77925,8300,USA,34021,"Cauley, Bud",2026-02-05 07:42,2026-02-06 12:22,,,1,0,golf.p.10999$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),30620,41813957,6100,1,126312-231523,7000,USA,59006,"Chatfield, Davis",2026-02-05 08:59,2026-02-06 13:39,,,10,0,golf.p.24579$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),23604,41813877,7600,1,126312-80788,9600,USA,51766,"Clark, Wyndham",2026-02-05 08:04,2026-02-06 12:44,,,10,0,golf.p.21868$golf.g.20264,32.0,3
0,USA,TPC Scottsdale (Stadium Course),21756,41813910,6900,1,126312-151428,8300,USA,47591,"Cole, Eric",2026-02-05 08:48,2026-02-06 13:28,,,1,0,golf.p.20887$golf.g.20264,22.0,3
0,CAN,TPC Scottsdale (Stadium Course),17576,41813870,7900,0,126312-77966,9700,CAN,39997,"Conners, Corey",2026-02-05 12:00,2026-02-06 07:20,,,1,0,golf.p.14036$golf.g.20264,38.0,3
0,USA,TPC Scottsdale (Stadium Course),28309,41813869,8000,1,126312-151425,9500,USA,59836,"Coody, Pierceson",2026-02-05 07:31,2026-02-06 12:11,,,10,0,golf.p.23908$golf.g.20264,25.0,3
0,USA,TPC Scottsdale (Stadium Course),14509,41813908,6900,0,126312-77984,8200,USA,34076,"Dahmen, Joel",2026-02-05 12:22,2026-02-06 07:42,,,1,0,golf.p.11907$golf.g.20264,20.0,3
0,AUS,TPC Scottsdale (Stadium Course),17786,41813952,6200,0,126312-77994,7100,AUS,45157,"Davis, Cam",2026-02-05 12:55,2026-02-06 08:15,,,10,0,golf.p.21332$golf.g.20264,20.0,3
0,CHN,TPC Scottsdale (Stadium Course),16757,41813941,6400,1,126312-82762,7300,CHN,37338,"Dou, Zecheng",2026-02-05 08:48,2026-02-06 13:28,,,10,0,golf.p.13771$golf.g.20264,20.0,3
0,BEL,TPC Scottsdale (Stadium Course),22002,41813936,6400,0,126312-170735,7400,BEL,50497,"Dumont De Chassart, Adrien",2026-02-05 13:39,2026-02-06 08:59,,,1,0,golf.p.22685$golf.g.20264,20.0,3
0,COL,TPC Scottsdale (Stadium Course),22833,41813913,6800,0,126312-179513,8100,COL,51349,"Echavarria, Nico",2026-02-05 13:06,2026-02-06 08:26,,,10,0,golf.p.21410$golf.g.20264,30.0,3
0,USA,TPC Scottsdale (Stadium Course),26653,41813932,6500,0,126312-107345,7500,USA,57362,"Eckroat, Austin",2026-02-05 13:17,2026-02-06 08:37,,,1,0,golf.p.23295$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),14577,41813863,8600,1,126312-78050,9800,USA,34099,"English, Harris",2026-02-05 08:15,2026-02-06 12:55,,,1,0,golf.p.11060$golf.g.20264,43.0,3
0,CAN,TPC Scottsdale (Stadium Course),21883,41823023,6100,1,126312-170675,7000,CAN,50286,"Ewart, A.J.",2026-02-05 08:48,2026-02-06 13:28,,,10,0,golf.p.24314$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),11676,41813896,7100,1,126312-78078,8100,USA,29725,"Finau, Tony",2026-02-05 08:26,2026-02-06 13:06,,,10,0,golf.p.8805$golf.g.20264,23.0,3
0,ENG,TPC Scottsdale (Stadium Course),17646,41813856,9300,1,126312-78083,10200,ENG,40098,"Fitzpatrick, Matt",2026-02-05 08:04,2026-02-06 12:44,,,10,0,golf.p.14004$golf.g.20264,40.0,3
0,USA,TPC Scottsdale (Stadium Course),12965,41813860,8900,0,126312-78093,10500,USA,32102,"Fowler, Rickie",2026-02-05 12:55,2026-02-06 08:15,,,1,0,golf.p.9633$golf.g.20264,27.0,3
0,NZL,TPC Scottsdale (Stadium Course),11889,41813918,6700,1,126312-78095,8000,NZL,29936,"Fox, Ryan",2026-02-05 08:04,2026-02-06 12:44,,,1,0,golf.p.8916$golf.g.20264,36.0,3
0,USA,TPC Scottsdale (Stadium Course),11451,41813962,6000,1,126312-78118,7100,USA,29535,"Garnett, Brice",2026-02-05 07:42,2026-02-06 12:22,,,10,0,golf.p.8702$golf.g.20264,20.0,3
0,MEX,TPC Scottsdale (Stadium Course),28016,41813951,6200,0,126312-199518,7200,MEX,59567,"Gonzalez, Emilio",2026-02-05 13:28,2026-02-06 08:48,,,1,0,golf.p.24584$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),27774,41813866,8300,1,126312-165988,10400,USA,59095,"Gotterup, Chris",2026-02-05 08:15,2026-02-06 12:55,,,10,0,golf.p.23664$golf.g.20264,41.0,3
0,USA,TPC Scottsdale (Stadium Course),23465,41813895,7200,1,126312-80556,8600,USA,51977,"Greyserman, Max",2026-02-05 07:31,2026-02-06 12:11,,,10,0,golf.p.21803$golf.g.20264,37.0,3
0,USA,TPC Scottsdale (Stadium Course),24968,41813854,9500,1,126312-101764,10900,USA,54591,"Griffin, Ben",2026-02-05 08:04,2026-02-06 12:44,,,10,0,golf.p.22821$golf.g.20264,44.0,3
0,ARG,TPC Scottsdale (Stadium Course),12808,41813926,6600,0,126312-78154,7800,ARG,31646,"Grillo, Emiliano",2026-02-05 12:00,2026-02-06 07:20,,,10,0,golf.p.11523$golf.g.20264,23.0,3
0,ENG,TPC Scottsdale (Stadium Course),27194,41813868,8100,0,126312-119289,10000,ENG,57975,"Hall, Harry",2026-02-05 12:44,2026-02-06 08:04,,,10,0,golf.p.23471$golf.g.20264,32.0,3
0,USA,TPC Scottsdale (Stadium Course),8825,41813915,6800,1,126312-78187,8200,USA,27644,"Harman, Brian",2026-02-05 08:15,2026-02-06 12:55,,,1,0,golf.p.6937$golf.g.20264,36.0,3
0,RSA,TPC Scottsdale (Stadium Course),24342,41813886,7400,0,126312-151390,8900,RSA,54421,"Higgo, Garrick",2026-02-05 13:06,2026-02-06 08:26,,,10,0,golf.p.22372$golf.g.20264,29.0,3
0,USA,TPC Scottsdale (Stadium Course),28469,41813965,6000,1,126312-152961,7200,USA,60067,"Highsmith, Joe",2026-02-05 08:26,2026-02-06 13:06,,,1,0,golf.p.23981$golf.g.20264,20.0,3
0,JPN,TPC Scottsdale (Stadium Course),20954,41813954,6200,1,126312-188212,7100,JPN,49120,"Hirata, Kensei",2026-02-05 08:59,2026-02-06 13:39,,,1,0,golf.p.25439$golf.g.20264,20.0,3
0,JPN,TPC Scottsdale (Stadium Course),22760,41813907,6900,1,126312-163239,8400,JPN,51287,"Hisatsune, Ryo",2026-02-05 07:20,2026-02-06 12:00,,,10,0,golf.p.24157$golf.g.20264,20.0,3
0,PHI,TPC Scottsdale (Stadium Course),23504,41813897,7100,0,126312-82217,8700,PHI,51696,"Hoey, Rico",2026-02-05 12:00,2026-02-06 07:20,,,10,0,golf.p.24586$golf.g.20264,20.0,3
0,USA,TPC Scottsdale (Stadium Course),5768,41813960,6100,0,126312-78223,7000,USA,12716,"Hoffman, Charley",2026-02-05 13:17,2026-02-06 08:37,,,1,0,golf.p.696$golf.g.20264,21.0,3
