am,country,course,player_id,dk_id,dk_salary,early_late,fd_id,fd_salary,flag,pga_number,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,event_id
0,USA,n/a,25334,n/a,0,0,n/a,0,USA,54869,"Johnson, Chase",,,,,0,0,n/a,0,528
0,JPN,n/a,19729,n/a,0,0,n/a,0,JPN,47917,"Kanaya, Takumi",,,,,0,0,n/a,0,528
0,USA,n/a,15004,n/a,0,0,n/a,0,USA,34587,"Kim, Chan",,,,,0,0,n/a,0,528
0,USA,n/a,24562,n/a,0,0,n/a,0,USA,54813,"Knowles, Philip",,,,,0,0,n/a,0,528
0,USA,n/a,16395,n/a,0,0,n/a,0,USA,36884,"Kohles, Ben",,,,,0,0,n/a,0,528
0,USA,n/a,6169,n/a,0,0,n/a,0,USA,23108,"Kuchar, Matt",,,,,0,0,n/a,0,528
0,SCO,n/a,9586,n/a,0,0,n/a,0,SCO,27936,"Laird, Martin",,,,,0,0,n/a,0,528
1,BER,n/a,27328,n/a,0,0,n/a,0,BER,58122,"Leseur, Kenny",,,,,0,0,n/a,0,528
0,USA,n/a,15980,n/a,0,0,n/a,0,USA,36326,"Lipsky, David",,,,,0,0,n/a,0,528
0,USA,n/a,7960,n/a,0,0,n/a,0,USA,27129,"List, Luke",,,,,0,0,n/a,0,528
0,USA,n/a,17723,n/a,0,0,n/a,0,USA,40162,"Lower, Justin",,,,,0,0,n/a,0,528
0,ITA,n/a,11460,n/a,0,0,n/a,0,ITA,33199,"Manassero, Matteo",,,,,0,0,n/a,0,528
0,USA,n/a,14007,n/a,0,0,n/a,0,USA,33413,"Martin, Ben",,,,,0,0,n/a,0,528
0,USA,n/a,23505,n/a,0,0,n/a,0,USA,51950,"McGreevy, Max",,,,,0,0,n/a,0,528
0,ITA,n/a,7655,n/a,0,0,n/a,0,ITA,25198,"Molinari, Francesco",,,,,0,0,n/a,0,528
0,USA,n/a,25442,n/a,0,0,n/a,0,USA,55789,"Montgomery, Taylor",,,,,0,0,n/a,0,528
0,USA,n/a,21944,n/a,0,0,n/a,0,USA,49947,"Moore, Taylor",,,,,0,0,n/a,0,528
0,USA,n/a,18761,n/a,0,0,n/a,0,USA,46601,"Mullinax, Trey",,,,,0,0,n/a,0,528
0,USA,n/a,16433,n/a,0,0,n/a,0,USA,36871,"NeSmith, Matt",,,,,0,0,n/a,0,528
0,DEN,n/a,15676,n/a,0,0,n/a,0,DEN,35706,"Norgaard, Niklas",,,,,0,0,n/a,0,528
0,SWE,n/a,11657,n/a,0,0,n/a,0,SWE,30163,"Norlander, Henrik",,,,,0,0,n/a,0,528
0,DEN,n/a,13412,n/a,0,0,n/a,0,DEN,33968,"Olesen, Thorbjorn",,,,,0,0,n/a,0,528
0,JPN,n/a,25263,n/a,0,0,n/a,0,JPN,55623,"Onishi, Kaito",,,,,0,0,n/a,0,528
0,USA,n/a,27820,n/a,0,0,n/a,0,USA,59160,"Pak, John",,,,,0,0,n/a,0,528
0,USA,n/a,7820,n/a,0,0,n/a,0,USA,23320,"Palmer, Ryan",,,,,0,0,n/a,0,528
0,GER,n/a,22087,n/a,0,0,n/a,0,GER,50582,"Paul, Jeremy",,,,,0,0,n/a,0,528
0,FRA,n/a,19960,n/a,0,0,n/a,0,FRA,48153,"Pavon, Matthieu",,,,,0,0,n/a,0,528
0,USA,n/a,33952,n/a,0,0,n/a,0,USA,66035,"Peacock, Jake",,,,,0,0,n/a,0,528
0,FRA,n/a,20730,n/a,0,0,n/a,0,FRA,47679,"Perez, Victor",,,,,0,0,n/a,0,528
0,USA,n/a,16341,n/a,0,0,n/a,0,USA,36824,"Peterson, Paul",,,,,0,0,n/a,0,528
0,USA,n/a,27164,n/a,0,0,n/a,0,USA,57900,"Phillips, Chandler",,,,,0,0,n/a,0,528
0,IRL,n/a,10104,n/a,0,0,n/a,0,IRL,28252,"Power, Seamus",,,,,0,0,n/a,0,528
0,USA,n/a,14704,n/a,0,0,n/a,0,USA,34256,"Putnam, Andrew",,,,,0,0,n/a,0,528
0,USA,n/a,19840,n/a,0,0,n/a,0,USA,47983,"Ramey, Chad",,,,,0,0,n/a,0,528
0,USA,n/a,30892,n/a,0,0,n/a,0,USA,64693,"Riedel, Matthew",,,,,0,0,n/a,0,528
0,USA,n/a,16283,n/a,0,0,n/a,0,USA,36699,"Rodgers, Patrick",,,,,0,0,n/a,0,528
0,GER,n/a,22736,n/a,0,0,n/a,0,GER,60882,"Rosenmueller, Thomas",,,,,0,0,n/a,0,528
0,USA,n/a,18424,n/a,0,0,n/a,0,USA,39335,"Roy, Kevin",,,,,0,0,n/a,0,528
0,FRA,n/a,18770,n/a,0,0,n/a,0,FRA,46646,"Rozner, Antoine",,,,,0,0,n/a,0,528
0,USA,n/a,16715,n/a,0,0,n/a,0,USA,37275,"Ryder, Sam",,,,,0,0,n/a,0,528
0,USA,n/a,27183,n/a,0,0,n/a,0,USA,56781,"Salinda, Isaiah",,,,,0,0,n/a,0,528
0,USA,n/a,30814,n/a,0,0,n/a,0,USA,64442,"Sargent, Gordon",,,,,0,0,n/a,0,528
0,USA,n/a,19477,n/a,0,0,n/a,0,USA,47347,"Schenk, Adam",,,,,0,0,n/a,0,528
0,GER,n/a,20722,n/a,0,0,n/a,0,GER,48867,"Schmid, Matti",,,,,0,0,n/a,0,528
0,USA,n/a,23482,n/a,0,0,n/a,0,USA,51890,"Sigg, Greyson",,,,,0,0,n/a,0,528
0,CAN,n/a,17381,n/a,0,0,n/a,0,CAN,39327,"Silverman, Ben",,,,,0,0,n/a,0,528
0,ENG,n/a,10873,n/a,0,0,n/a,0,ENG,27139,"Skinns, David",,,,,0,0,n/a,0,528
0,USA,n/a,18474,n/a,0,0,n/a,0,USA,46340,"Smalley, Alex",,,,,0,0,n/a,0,528
0,ENG,n/a,21786,n/a,0,0,n/a,0,ENG,50313,"Smart, Henry",,,,,0,0,n/a,0,528
0,USA,n/a,8820,n/a,0,0,n/a,0,USA,27649,"Snedeker, Brandt",,,,,0,0,n/a,0,528
0,USA,n/a,21995,n/a,0,0,n/a,0,USA,50484,"Springer, Hayden",,,,,0,0,n/a,0,528
0,USA,n/a,25569,n/a,0,0,n/a,0,USA,55893,"Stevens, Sam",,,,,0,0,n/a,0,528
0,USA,n/a,14852,n/a,0,0,n/a,0,USA,34431,"Streb, Robert",,,,,0,0,n/a,0,528
0,USA,n/a,8480,n/a,0,0,n/a,0,USA,27214,"Streelman, Kevin",,,,,0,0,n/a,0,528
0,USA,n/a,29279,n/a,0,0,n/a,0,USA,60019,"Suber, Jackson",,,,,0,0,n/a,0,528
0,CAN,n/a,13997,n/a,0,0,n/a,0,CAN,40115,"Svensson, Adam",,,,,0,0,n/a,0,528
0,SWE,n/a,26850,n/a,0,0,n/a,0,SWE,57586,"Svensson, Jesper",,,,,0,0,n/a,0,528
0,USA,n/a,23014,n/a,0,0,n/a,0,USA,51634,"Theegala, Sahith",,,,,0,0,n/a,0,528
0,USA,n/a,23502,n/a,0,0,n/a,0,USA,52144,"Thornberry, Braden",,,,,0,0,n/a,0,528
0,FIN,n/a,23816,n/a,0,0,n/a,0,FIN,52666,"Valimaki, Sami",,,,,0,0,n/a,0,528
0,USA,n/a,27762,n/a,0,0,n/a,0,USA,58619,"Velo, Kevin",,,,,0,0,n/a,0,528
0,NOR,n/a,15651,n/a,0,0,n/a,0,NOR,35658,"Ventura, Kris",,,,,0,0,n/a,0,528
0,COL,n/a,9171,n/a,0,0,n/a,0,COL,27770,"Villegas, Camilo",,,,,0,0,n/a,0,528
0,USA,n/a,25003,n/a,0,0,n/a,0,USA,54607,"Walker, Danny",,,,,0,0,n/a,0,528
0,ENG,n/a,20706,n/a,0,0,n/a,0,ENG,48887,"Wallace, Matt",,,,,0,0,n/a,0,528
1,USA,n/a,34445,n/a,0,0,n/a,0,USA,69500,"Watts, Tyler",,,,,0,0,n/a,0,528
0,USA,n/a,25908,n/a,0,0,n/a,0,USA,51894,"Whaley, Vince",,,,,0,0,n/a,0,528
0,ENG,n/a,12920,n/a,0,0,n/a,0,ENG,32139,"Willett, Danny",,,,,0,0,n/a,0,528
0,USA,n/a,32446,n/a,0,0,n/a,0,USA,59212,"Wolcott, Hunter",,,,,0,0,n/a,0,528
0,USA,n/a,25002,n/a,0,0,n/a,0,USA,54783,"Wu, Dylan",,,,,0,0,n/a,0,528
0,USA,n/a,23656,n/a,0,0,n/a,0,USA,52513,"Young, Carson",,,,,0,0,n/a,0,528
0,TPE,n/a,17881,n/a,0,0,n/a,0,TPE,45242,"Yu, Kevin",,,,,0,0,n/a,0,528
1,USA,n/a,30042935,n/a,0,0,n/a,0,USA,69889,"Zielinski, Drew",,,,,0,0,n/a,0,528
