player_name,player_id
"Rose, Justin",6093
"Spaun, J.J.",17536
"Fleetwood, Tommy",12294
"Scheffler, Scottie",18417
"Young, Cameron",26651
"Fowler, Rickie",12965
"Novak, Andrew",23475
"Bhatia, Akshay",26096
"Griffin, Ben",24968
"Kitayama, Kurt",21891
"Cantlay, Patrick",15466
"Kirk, Chris",12423
"Aberg, Ludvig",23950
"Kim, Si Woo",14609
"Cauley, Bud",14502
"Vegas, Jhonattan",13508
"Bridgeman, Jacob",29433
"Matsuyama, Hideki",13562
"Im, Sungjae",17488
"Henley, Russell",14578
"Straka, Sepp",17511
"Rai, Aaron",18554
"Schauffele, Xander",19895
"Hall, Harry",27194
"Morikawa, Collin",22085
"Harman, Brian",8825
"Poston, J.T.",21554
"Thomas, Justin",14139
"Burns, Sam",19483
"McNealy, Maverick",18634
"Pendrith, Taylor",17780
"Fitzpatrick, Matt",17646
"Greyserman, Max",23465
"Yu, Kevin",17881
"McCarthy, Denny",19870
"Hovland, Viktor",18841
"Riley, Davis",19872
"Schmid, Matti",20722
"MacIntyre, Robert",23323
"Detry, Thomas",14181
"Rodgers, Patrick",16283
"Echavarria, Nico",22833
"Spieth, Jordan",14636
"Gerard, Ryan",29767
"Taylor, Nick",13126
"Bradley, Keegan",13872
"Glover, Lucas",7399
"English, Harris",14577
"Jaeger, Stephan",16394
"Conners, Corey",17576
"Davis, Cam",17786
"Fox, Ryan",11889
"Grillo, Emiliano",12808
"Stevens, Sam",25569
"Gotterup, Chris",27774
"Day, Jason",9771
"Hughes, Mackenzie",15556
"Clark, Wyndham",23604
"Kim, Michael",17543
"Lowry, Shane",13900
"Potgieter, Aldrich",27900
"Knapp, Jake",19396
"van Rooyen, Erik",17550
"Hoge, Tom",15575
"Campbell, Brian",18628
"Finau, Tony",11676
"Highsmith, Joe",28469
"Berger, Daniel",17606
"Lee, Min Woo",16841
