player_name,player_id
"Scheffler, Scottie",18417
"Griffin, Ben",24968
"Griffin, Lanto",15330
"Koivun, Jackson",32319
"Grillo, Emiliano",12808
"Spaun, J.J.",17536
"Hughes, Mackenzie",15556
"Higgo, Garrick",24342
"Hoey, Rico",23504
"Young, Cameron",26651
"Bhatia, Akshay",26096
"Eckroat, Austin",26653
"Hisatsune, Ryo",22760
"Burns, Sam",19483
"Thorbjornsen, Michael",26649
"McNealy, Maverick",18634
"Kuchar, Matt",6169
"Salinda, Isaiah",27183
"Homa, Max",17538
"Sigg, Greyson",23482
"Byrd, Jonathan",6931
"Henley, Russell",14578
"Thompson, Davis",27364
"Snedeker, Brandt",8820
"Woodland, Gary",12577
"Ghim, Doug",24550
"Hastings, Justin",31960
"Kohles, Ben",16395
"Bramlett, Joseph",14698
"Fisk, Steven",26657
"Cantlay, Patrick",15466
"Ramey, Chad",19840
"Montgomery, Taylor",25442
"Dufner, Jason",7301
"Castillo, Ricky",27819
"Schenk, Adam",19477
"List, Luke",7960
"Fishburn, Patrick",25094
"Theegala, Sahith",23014
"Hubbard, Mark",16333
"Whaley, Vince",25908
"Velo, Kevin",27762
"English, Harris",14577
"McCarty, Matt",28635
"Morikawa, Collin",22085
"Cole, Eric",21756
"Vilips, Karl",24304
"Power, Seamus",10104
"Meissner, Mac",28159
"Blair, Zac",17639
"Hossler, Beau",15470
"Mullinax, Trey",18761
"Mitchell, Keith",17365
"Merritt, Troy",13367
"Skinns, David",10873
"Watts, Tyler",34445
"Springer, Hayden",21995
"Malnati, Peter",14926
"Streelman, Kevin",8480
"Thornberry, Braden",23502
"An, Byeong Hun",14459
"Covello, Vince",11441
"Laird, Martin",9586
"Cummins, Quade",27996
"Pak, John",27820
"Rosenmueller, Thomas",22736
"Albertson, Anders",21235
"Cone, Trevor",21880
"Thomas, Justin",14139
"Knous, Jim",16382
"Chandler, Will",31212
"Kim, Tom",24766
"Young, Carson",23656
"Peterson, Paul",16341
"Piercy, Scott",7899
"Hadwin, Adam",13965
"Higgs, Harry",14140
"Kanaya, Takumi",19729
"Phillips, Chandler",27164
"Valimaki, Sami",23816
"Putnam, Andrew",14704
"Kizzire, Patton",13470
"Martin, Ben",14007
"McNeill, George",6419
"Paul, Jeremy",22087
"Olesen, Thorbjorn",13412
"Silverman, Ben",17381
"Champ, Cameron",23542
"Kim, Chan",15004
"Ford, David",31343
"Norlander, Henrik",11657
"Hahn, James",11374
"Hoge, Tom",15575
"Andersen, Mason",23540
"Hardy, Nick",19865
"Buckley, Hayden",25363
"Goodwin, Noah",24837
"Palmer, Ryan",7820
"Moore, Ryan",7489
"NeSmith, Matt",16433
"Pereira, Corey",19955
"Roy, Kevin",18424
"Park, Sangha",24740
"Moore, Taylor",21944
"Echavarria, Nico",22833
"Riedel, Matthew",30892
"Sargent, Gordon",30814
"Perez, Victor",20730
"Campos, Rafael",12909
"Dahmen, Joel",14509
"Endycott, Harrison",19208
"Reavie, Chez",7961
"Watney, Nick",7955
"Suber, Jackson",29279
"Simpson, Webb",11049
"Villegas, Camilo",9171
"Russell, Miles",32064
"Gainey, Tommy",12169
"Svensson, Adam",13997
"Fang, Ethan",34025
"Lipsky, David",15980
"Smalley, Alex",18474
"Capan III, Frankie",21412
"McGreevy, Max",23505
"Knowles, Philip",24562
"Cook, Austin",18579
"Clanton, Luke",32330
"Garnett, Brice",11451
"Walker, Danny",25003
"Campbell, Brian",18628
"Lower, Justin",17723
"Widing, Tim",21875
"Highsmith, Joe",28469
"Ventura, Kris",15651
"Gordon, Will",26660
"Adams, Matthew",34444
"Greyserman, Max",23465
"Onishi, Kaito",25263
"Ryder, Sam",16715
"Hadley, Chesson",14967
"Wiebe, Gunner",14409
"Johnson, Tom",3349
"Del Solar, Cristobal",17422
"Dickson, Taylor",27420
