am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,USA,19846,158.0,169.0,"Bauchou, Zach",48001,176,[],78,20
0,RSA,18103,51.0,92.0,"Bezuidenhout, Christiaan",45522,180,[],84,20
0,USA,24956,102.0,105.0,"Blanchet, Chandler",54788,236,[],58,20
0,USA,29197,129.0,43.0,"Brennan, Michael",61522,670,[],135,20
0,ENG,20766,127.0,82.0,"Brown, Dan",57259,133,[],107,20
0,USA,11082,248.0,480.0,"Burgoon, Bronson",29268,154,[],,20
0,USA,19483,20.0,33.0,"Burns, Sam",47504,1173,[],35,20
0,USA,18628,340.0,102.0,"Campbell, Brian",46443,119,[],172,20
0,PUR,12909,,424.0,"Campos, Rafael",32070,104,[],141,20
0,USA,27819,77.0,91.0,"Castillo, Ricky",59440,367,[],28,20
0,USA,14502,111.0,81.0,"Cauley, Bud",34021,208,[],81,20
0,USA,30620,232.0,244.0,"Chatfield, Davis",59006,124,[],158,20
0,USA,32330,250.0,202.0,"Clanton, Luke",66743,207,[],T121,20
0,USA,23604,79.0,72.0,"Clark, Wyndham",51766,1055,[],85,20
0,USA,21756,107.0,119.0,"Cole, Eric",47591,163,[],97,20
0,USA,28309,64.0,51.0,"Coody, Pierceson",59836,1031,[],29,20
0,AUS,9771,47.0,41.0,"Day, Jason",28089,426,[],48,20
0,CHN,16757,142.0,190.0,"Dou, Zecheng",37338,249,[],87,20
0,BEL,22002,108.0,160.0,"Dumont De Chassart, Adrien",50497,361,[],91,20
0,USA,28270,412.0,237.0,"Dunlap, Nick",59866,239,[],183,20
0,COL,22833,70.0,38.0,"Echavarria, Nico",51349,247,[],14,20
0,USA,26653,163.0,172.0,"Eckroat, Austin",57362,139,[],154,20
0,USA,14577,27.0,20.0,"English, Harris",34099,638,[],57,20
0,CAN,21883,206.0,227.0,"Ewart, A.J.",50286,335,[],65,20
0,USA,11676,105.0,104.0,"Finau, Tony",29725,1191,[],59,20
0,USA,25094,205.0,161.0,"Fishburn, Patrick",54576,134,[],161,20
0,USA,26657,160.0,134.0,"Fisk, Steven",57123,142,[],149,20
