am,country,course,player_id,dk_id,dk_salary,early_late,euro_number,fd_id,fd_salary,flag,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,event_id
0,SCO,Royal GC,34024,n/a,0,0,107390,n/a,0,SCO,"Adam, Cameron",,,,,0,0,n/a,0,2026107
1,BRN,Royal GC,30586,n/a,0,0,104252,n/a,0,BRN,"Al Zayed, Ahmed",,,,,0,0,n/a,0,2026107
0,BRN,Royal GC,26093,n/a,0,0,106739,n/a,0,BRN,"Alkowari, Ali",,,,,0,0,n/a,0,2026107
0,THA,Royal GC,12321,n/a,0,0,37259,n/a,0,THA,"Aphibarnrat, Kiradech",,,,,0,0,n/a,0,2026107
0,ESP,Royal GC,30445,n/a,0,0,101547,n/a,0,ESP,"Ayora, Angel",,,,,0,0,n/a,0,2026107
0,ENG,Royal GC,28615,n/a,0,0,100418,n/a,0,ENG,"Bairstow, Sam",,,,,0,0,n/a,0,2026107
0,ENG,Royal GC,13344,n/a,0,0,33455,n/a,0,ENG,"Baldwin, Matthew",,,,,0,0,n/a,0,2026107
0,SWE,Royal GC,23620,n/a,0,0,43365,n/a,0,SWE,"Bergstrom, Albin",,,,,0,0,n/a,0,2026107
0,ENG,Royal GC,31520,n/a,0,0,103310,n/a,0,ENG,"Berry, Joshua",,,,,0,0,n/a,0,2026107
0,SWE,Royal GC,23784,n/a,0,0,41975,n/a,0,SWE,"Blomme, Adam",,,,,0,0,n/a,0,2026107
0,ENG,Royal GC,29971,n/a,0,0,101155,n/a,0,ENG,"Bradbury, Dan",,,,,0,0,n/a,0,2026107
0,RSA,Royal GC,30210,n/a,0,0,101569,n/a,0,RSA,"Broomhead, Jonothan",,,,,0,0,n/a,0,2026107
0,USA,Royal GC,32550,n/a,0,0,106152,n/a,0,USA,"Bryant, Davis",,,,,0,0,n/a,0,2026107
0,ESP,Royal GC,7457,n/a,0,0,32111,n/a,0,ESP,"Cabrera Bello, Rafa",,,,,0,0,n/a,0,2026107
0,ESP,Royal GC,14016,n/a,0,0,36867,n/a,0,ESP,"Campillo, Jorge",,,,,0,0,n/a,0,2026107
0,ENG,Royal GC,14795,n/a,0,0,37624,n/a,0,ENG,"Canter, Laurie",,,,,0,0,n/a,0,2026107
0,ESP,Royal GC,19635,n/a,0,0,40516,n/a,0,ESP,"Cantero Gutierrez, Ivan",,,,,0,0,n/a,0,2026107
0,ITA,Royal GC,23549,n/a,0,0,100024,n/a,0,ITA,"Celli, Filippo",,,,,0,0,n/a,0,2026107
0,ESP,Royal GC,26745,n/a,0,0,43332,n/a,0,ESP,"Chacarra, Eugenio",,,,,0,0,n/a,0,2026107
