player_id,player_name,country,flag,start_hole,early_late,r1_teetime,r2_teetime,r3_teetime,r4_teetime,event_id,r1_wave,r2_wave
12321,"Aphibarnrat, Kiradech",THA,THA,1,0,2026-01-22 11:45,2026-01-23 07:25,,,2026106,,
17813,"Armitage, Marcus",ENG,ENG,10,0,2026-01-22 11:45,2026-01-23 07:25,,,2026106,,
30445,"Ayora, Angel",ESP,ESP,10,1,2026-01-22 07:35,2026-01-23 11:55,,,2026106,,
28615,"Bairstow, Sam",ENG,ENG,10,0,2026-01-22 12:45,2026-01-23 08:25,,,2026106,,
29971,"Bradbury, Dan",ENG,ENG,10,0,2026-01-22 11:35,2026-01-23 07:15,,,2026106,,
7457,"Cabrera Bello, Rafa",ESP,ESP,1,1,2026-01-22 07:15,2026-01-23 11:35,,,2026106,,
14016,"Campillo, Jorge",ESP,ESP,10,0,2026-01-22 12:55,2026-01-23 08:35,,,2026106,,
14795,"Canter, Laurie",ENG,ENG,10,1,2026-01-22 07:55,2026-01-23 12:15,,,2026106,,
19635,"Cantero Gutierrez, Ivan",ESP,ESP,10,0,2026-01-22 12:35,2026-01-23 08:15,,,2026106,,
26745,"Chacarra, Eugenio",ESP,ESP,1,0,2026-01-22 12:05,2026-01-23 07:45,,,2026106,,
22608,"Clements, Todd",ENG,ENG,10,1,2026-01-22 07:25,2026-01-23 11:45,,,2026106,,
20727,"Coussaud, Ugo",FRA,FRA,10,0,2026-01-22 12:45,2026-01-23 08:25,,,2026106,,
27811,"Couvra, Martin",FRA,FRA,1,0,2026-01-22 12:35,2026-01-23 08:15,,,2026106,,
23610,"Crocker, Sean",USA,USA,10,0,2026-01-22 11:55,2026-01-23 07:35,,,2026106,,
14018,"Dantorp, Jens",SWE,SWE,10,0,2026-01-22 12:25,2026-01-23 08:05,,,2026106,,
16497,"Dean, Joe",ENG,ENG,10,0,2026-01-22 12:35,2026-01-23 08:15,,,2026106,,
22259,"Del Rey, Alejandro",ESP,ESP,10,0,2026-01-22 12:25,2026-01-23 08:05,,,2026106,,
14181,"Detry, Thomas",BEL,BEL,10,1,2026-01-22 07:35,2026-01-23 11:55,,,2026106,,
26193,"Ding, Wenyi",CHN,CHN,10,1,2026-01-22 07:45,2026-01-23 12:05,,,2026106,,
4163,"Donald, Luke",ENG,ENG,1,0,2026-01-22 11:55,2026-01-23 07:35,,,2026106,,
19421,"Du Plessis, Hennie",RSA,RSA,10,1,2026-01-22 08:35,2026-01-23 12:55,,,2026106,,
12988,"Elvira Mijares, Ignacio",ESP,ESP,10,1,2026-01-22 07:55,2026-01-23 12:15,,,2026106,,
26008,"Elvira, Manuel",ESP,ESP,1,1,2026-01-22 07:55,2026-01-23 12:15,,,2026106,,
34025,"Fang, Ethan",USA,USA,10,1,2026-01-22 07:05,2026-01-23 11:25,,,2026106,,
21646,"Ferguson, Ewen",SCO,SCO,1,0,2026-01-22 11:35,2026-01-23 07:15,,,2026106,,
5754,"Fichardt, Darren",RSA,RSA,10,0,2026-01-22 11:25,2026-01-23 07:05,,,2026106,,
9396,"Fisher, Ross",ENG,ENG,10,1,2026-01-22 08:35,2026-01-23 12:55,,,2026106,,
25362,"Fitzpatrick, Alex",ENG,ENG,10,0,2026-01-22 12:35,2026-01-23 08:15,,,2026106,,
12294,"Fleetwood, Tommy",ENG,ENG,10,1,2026-01-22 08:05,2026-01-23 12:25,,,2026106,,
16475,"Forrest, Grant",SCO,SCO,1,1,2026-01-22 07:35,2026-01-23 11:55,,,2026106,,
11889,"Fox, Ryan",NZL,NZL,10,1,2026-01-22 08:15,2026-01-23 12:35,,,2026106,,
11955,"Frittelli, Dylan",RSA,RSA,10,0,2026-01-22 12:15,2026-01-23 07:55,,,2026106,,
18241,"Gavins, Daniel",ENG,ENG,1,1,2026-01-22 08:05,2026-01-23 12:25,,,2026106,,
15592,"Girrbach, Joel",SUI,SUI,1,1,2026-01-22 07:05,2026-01-23 11:25,,,2026106,,
18722,"Gouveia, Ricardo",POR,POR,1,1,2026-01-22 07:05,2026-01-23 11:25,,,2026106,,
10201,"Guerrier, Julien",FRA,FRA,1,0,2026-01-22 11:25,2026-01-23 07:05,,,2026106,,
23892,"Gumberg, Jordan",USA,USA,10,0,2026-01-22 11:25,2026-01-23 07:05,,,2026106,,
5716,"Harrington, Padraig",IRL,IRL,1,0,2026-01-22 12:05,2026-01-23 07:45,,,2026106,,
14796,"Hatton, Tyrrell",ENG,ENG,10,1,2026-01-22 08:05,2026-01-23 12:25,,,2026106,,
24127,"Hidalgo Portillo, Angel",ESP,ESP,1,0,2026-01-22 12:45,2026-01-23 08:25,,,2026106,,
25131,"Hill, Calum",SCO,SCO,1,1,2026-01-22 07:35,2026-01-23 11:55,,,2026106,,
21362,"Hillier, Daniel",NZL,NZL,1,0,2026-01-22 12:25,2026-01-23 08:05,,,2026106,,
23602,"Hojgaard, Nicolai",DEN,DEN,10,1,2026-01-22 08:15,2026-01-23 12:35,,,2026106,,
15993,"Hollick, Michael",RSA,RSA,10,0,2026-01-22 11:35,2026-01-23 07:15,,,2026106,,
19190,"Hoshino, Rikuya",JPN,JPN,10,1,2026-01-22 08:25,2026-01-23 12:45,,,2026106,,
18841,"Hovland, Viktor",NOR,NOR,1,0,2026-01-22 12:25,2026-01-23 08:05,,,2026106,,
11397,"Jamieson, Scott",SCO,SCO,1,1,2026-01-22 07:25,2026-01-23 11:45,,,2026106,,
26947,"Jarvis, Casey",RSA,RSA,1,1,2026-01-22 08:15,2026-01-23 12:35,,,2026106,,
12422,"Johnson, Dustin",USA,USA,1,0,2026-01-22 12:25,2026-01-23 08:05,,,2026106,,
14666,"Johnston, Andrew",ENG,ENG,10,0,2026-01-22 11:25,2026-01-23 07:05,,,2026106,,
32449,"Johnston, Ryggs",USA,USA,1,1,2026-01-22 07:35,2026-01-23 11:55,,,2026106,,
25601,"Jordan, Matthew",ENG,ENG,1,0,2026-01-22 11:35,2026-01-23 07:15,,,2026106,,
20448,"Katsuragawa, Yuto",JPN,JPN,1,1,2026-01-22 07:45,2026-01-23 12:05,,,2026106,,
18514,"Kinhult, Marcus",SWE,SWE,1,1,2026-01-22 08:15,2026-01-23 12:35,,,2026106,,
26213,"Ko, Jeong Weon",FRA,FRA,1,1,2026-01-22 08:15,2026-01-23 12:35,,,2026106,,
24369,"Kobori, Kazuma",NZL,NZL,10,1,2026-01-22 07:05,2026-01-23 11:25,,,2026106,,
16896,"Kruyswijk, Jacques",RSA,RSA,1,1,2026-01-22 08:35,2026-01-23 12:55,,,2026106,,
23733,"LaCroix, Frederic",FRA,FRA,10,1,2026-01-22 07:15,2026-01-23 11:35,,,2026106,,
14780,"Lagergren, Joakim",SWE,SWE,10,1,2026-01-22 07:25,2026-01-23 11:45,,,2026106,,
16652,"Langasque, Romain",FRA,FRA,10,0,2026-01-22 12:45,2026-01-23 08:25,,,2026106,,
14987,"Laporta, Francesco",ITA,ITA,1,0,2026-01-22 12:55,2026-01-23 08:35,,,2026106,,
9133,"Larrazabal, Pablo",ESP,ESP,1,0,2026-01-22 11:55,2026-01-23 07:35,,,2026106,,
14784,"Law, David",SCO,SCO,10,1,2026-01-22 08:45,2026-01-23 13:05,,,2026106,,
18105,"Lawrence, Thriston",RSA,RSA,10,1,2026-01-22 07:55,2026-01-23 12:15,,,2026106,,
13498,"Lee, Junghwan",KOR,KOR,10,1,2026-01-22 07:25,2026-01-23 11:45,,,2026106,,
10418,"Lemke, Niklas",SWE,SWE,10,0,2026-01-22 12:05,2026-01-23 07:45,,,2026106,,
20084,"Lindberg, Mikael",SWE,SWE,1,1,2026-01-22 07:55,2026-01-23 12:15,,,2026106,,
20085,"Lindell, Oliver",FIN,FIN,1,1,2026-01-22 07:45,2026-01-23 12:05,,,2026106,,
16897,"Lombard, Zander",RSA,RSA,1,1,2026-01-22 07:55,2026-01-23 12:15,,,2026106,,
13900,"Lowry, Shane",IRL,IRL,10,1,2026-01-22 08:15,2026-01-23 12:35,,,2026106,,
10158,"Luiten, Joost",NED,NED,10,1,2026-01-22 07:15,2026-01-23 11:35,,,2026106,,
27947,"Maas, Christian",RSA,RSA,1,1,2026-01-22 08:45,2026-01-23 13:05,,,2026106,,
11460,"Manassero, Matteo",ITA,ITA,10,0,2026-01-22 11:35,2026-01-23 07:15,,,2026106,,
10091,"McIlroy, Rory",NIR,NIR,10,1,2026-01-22 08:05,2026-01-23 12:25,,,2026106,,
22322,"McKibbin, Tom",NIR,NIR,1,0,2026-01-22 12:05,2026-01-23 07:45,,,2026106,,
14196,"Meronk, Adrian",POL,POL,1,1,2026-01-22 08:35,2026-01-23 12:55,,,2026106,,
19224,"Micheluzzi, David",AUS,AUS,1,0,2026-01-22 11:45,2026-01-23 07:25,,,2026106,,
17357,"Migliozzi, Guido",ITA,ITA,10,0,2026-01-22 12:15,2026-01-23 07:55,,,2026106,,
7655,"Molinari, Francesco",ITA,ITA,10,1,2026-01-22 08:35,2026-01-23 12:55,,,2026106,,
11061,"Morrison, James",ENG,ENG,1,1,2026-01-22 08:45,2026-01-23 13:05,,,2026106,,
19429,"Naidoo, Dylan",RSA,RSA,1,1,2026-01-22 08:05,2026-01-23 12:25,,,2026106,,
23841,"Neergaard-Petersen, Rasmus",DEN,DEN,1,0,2026-01-22 12:35,2026-01-23 08:15,,,2026106,,
18079,"Niemann, Joaquin",CHI,CHI,10,1,2026-01-22 07:45,2026-01-23 12:05,,,2026106,,
15676,"Norgaard, Niklas",DEN,DEN,1,0,2026-01-22 11:25,2026-01-23 07:05,,,2026106,,
7677,"Norris, Shaun",RSA,RSA,10,1,2026-01-22 08:25,2026-01-23 12:45,,,2026106,,
25611,"Olesen, Jacob Skov",DEN,DEN,1,0,2026-01-22 11:55,2026-01-23 07:35,,,2026106,,
13412,"Olesen, Thorbjorn",DEN,DEN,1,0,2026-01-22 12:15,2026-01-23 07:55,,,2026106,,
14975,"Otaegui, Adrian",UAE,UAE,1,1,2026-01-22 07:45,2026-01-23 12:05,,,2026106,,
16549,"Paratore, Renato",ITA,ITA,1,1,2026-01-22 08:45,2026-01-23 13:05,,,2026106,,
12177,"Pavan, Andrea",ITA,ITA,1,1,2026-01-22 08:25,2026-01-23 12:45,,,2026106,,
15113,"Pepperell, Eddie",ENG,ENG,10,0,2026-01-22 12:55,2026-01-23 08:35,,,2026106,,
20730,"Perez, Victor",FRA,FRA,1,1,2026-01-22 08:35,2026-01-23 12:55,,,2026106,,
28984,"Puig, David",ESP,ESP,1,0,2026-01-22 12:35,2026-01-23 08:15,,,2026106,,
11396,"Ramsay, Richie",SCO,SCO,1,1,2026-01-22 07:25,2026-01-23 11:45,,,2026106,,
23416,"Ravetto, David",FRA,FRA,10,0,2026-01-22 11:45,2026-01-23 07:25,,,2026106,,
14838,"Reed, Patrick",USA,USA,1,0,2026-01-22 12:15,2026-01-23 07:55,,,2026106,,
18174,"Ritchie, JC",RSA,RSA,10,0,2026-01-22 12:55,2026-01-23 08:35,,,2026106,,
24497,"Robinson Thompson, Brandon",ENG,ENG,10,0,2026-01-22 12:05,2026-01-23 07:45,,,2026106,,
18770,"Rozner, Antoine",FRA,FRA,1,0,2026-01-22 12:55,2026-01-23 08:35,,,2026106,,
23060,"Sandhu, Yuvraj Singh",IND,IND,10,1,2026-01-22 08:45,2026-01-23 13:05,,,2026106,,
26991,"Schaper, Jayden",RSA,RSA,1,0,2026-01-22 12:15,2026-01-23 07:55,,,2026106,,
27258,"Schmidt, Ben",ENG,ENG,10,0,2026-01-22 11:45,2026-01-23 07:25,,,2026106,,
12522,"Schneider, Marcel",GER,GER,10,1,2026-01-22 07:05,2026-01-23 11:25,,,2026106,,
27588,"Schott, Freddy",GER,GER,1,1,2026-01-22 08:25,2026-01-23 12:45,,,2026106,,
12734,"Scrivener, Jason",AUS,AUS,1,1,2026-01-22 07:15,2026-01-23 11:35,,,2026106,,
15115,"Senior, Jack",ENG,ENG,1,1,2026-01-22 08:25,2026-01-23 12:45,,,2026106,,
17081,"Sharma, Shubhankar",IND,IND,1,0,2026-01-22 12:45,2026-01-23 08:25,,,2026106,,
6950,"Siem, Marcel",GER,GER,10,0,2026-01-22 12:05,2026-01-23 07:45,,,2026106,,
22711,"Skaik, Ahmed",UAE,UAE,10,1,2026-01-22 08:45,2026-01-23 13:05,,,2026106,,
24200,"Smylie, Elvis",AUS,AUS,10,0,2026-01-22 11:55,2026-01-23 07:35,,,2026106,,
18517,"Soderberg, Sebastian",SWE,SWE,10,0,2026-01-22 12:15,2026-01-23 07:55,,,2026106,,
21677,"Steinlechner, Maximilian",AUT,AUT,1,0,2026-01-22 12:55,2026-01-23 08:35,,,2026106,,
7049,"Sterne, Richard",RSA,RSA,10,0,2026-01-22 12:25,2026-01-23 08:05,,,2026106,,
