player_id,player_name,country,flag,start_hole,early_late,r1_teetime,r2_teetime,r3_teetime,r4_teetime,event_id,r1_wave,r2_wave
15229,"Stone, Brandon",RSA,RSA,1,1,2026-01-22 07:15,2026-01-23 11:35,,,2026106,,
13731,"Strydom, Ockie",RSA,RSA,1,0,2026-01-22 12:45,2026-01-23 08:25,,,2026106,,
15326,"Sullivan, Andy",ENG,ENG,10,1,2026-01-22 07:35,2026-01-23 11:55,,,2026106,,
22089,"Syme, Connor",SCO,SCO,10,1,2026-01-22 07:45,2026-01-23 12:05,,,2026106,,
28157,"Vaillant, Tom",FRA,FRA,1,1,2026-01-22 07:25,2026-01-23 11:45,,,2026106,,
13374,"Van Driel, Darius",NED,NED,10,0,2026-01-22 11:55,2026-01-23 07:35,,,2026106,,
20522,"Veerman, Johannes",USA,USA,1,0,2026-01-22 11:25,2026-01-23 07:05,,,2026106,,
22231,"Von Dellingshausen, Nicolai",GER,GER,1,0,2026-01-22 11:35,2026-01-23 07:15,,,2026106,,
12426,"Waring, Paul",ENG,ENG,10,1,2026-01-22 08:25,2026-01-23 12:45,,,2026106,,
9531,"Wiesberger, Bernd",AUT,AUT,1,1,2026-01-22 07:05,2026-01-23 11:25,,,2026106,,
12920,"Willett, Danny",ENG,ENG,1,0,2026-01-22 11:45,2026-01-23 07:25,,,2026106,,
15680,"Winther, Jeff",DEN,DEN,1,1,2026-01-22 08:05,2026-01-23 12:25,,,2026106,,
11763,"Wu, Ashun",CHN,CHN,10,1,2026-01-22 07:15,2026-01-23 11:35,,,2026106,,
