am,country,course,player_id,dk_id,dk_salary,early_late,euro_number,fd_id,fd_salary,flag,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,event_id
0,SWE,Doha GC,23784,41820711,6100,1,41975,n/a,0,SWE,"Blomme, Adam",2026-02-05 06:10,2026-02-06 10:55,,,10,0,n/a,0,2026145
0,ENG,Doha GC,29971,41820606,7700,1,101155,n/a,0,ENG,"Bradbury, Dan",2026-02-05 07:20,2026-02-06 12:05,,,10,0,n/a,0,2026145
0,RSA,Doha GC,30210,41820672,6500,1,101569,n/a,0,RSA,"Broomhead, Jonothan",2026-02-05 06:10,2026-02-06 10:55,,,10,0,n/a,0,2026145
0,USA,Doha GC,32550,41820661,6700,0,106152,n/a,0,USA,"Bryant, Davis",2026-02-05 12:45,2026-02-06 08:00,,,1,0,n/a,0,2026145
0,ESP,Doha GC,7457,41820611,7500,1,32111,n/a,0,ESP,"Cabrera Bello, Rafa",2026-02-05 06:50,2026-02-06 11:35,,,10,0,n/a,0,2026145
0,ESP,Doha GC,14016,41820586,9100,1,36867,n/a,0,ESP,"Campillo, Jorge",2026-02-05 07:20,2026-02-06 12:05,,,10,0,n/a,0,2026145
0,ESP,Doha GC,19635,41820639,7000,0,40516,n/a,0,ESP,"Cantero Gutierrez, Ivan",2026-02-05 11:25,2026-02-06 06:40,,,10,0,n/a,0,2026145
0,ITA,Doha GC,23549,41820669,6600,1,100024,n/a,0,ITA,"Celli, Filippo",2026-02-05 07:40,2026-02-06 12:25,,,10,0,n/a,0,2026145
0,ESP,Doha GC,26745,41820596,8100,0,43332,n/a,0,ESP,"Chacarra, Eugenio",2026-02-05 11:25,2026-02-06 06:40,,,1,0,n/a,0,2026145
0,FRA,Doha GC,22220,41820690,6300,1,102497,n/a,0,FRA,"Charmasson, Clement",2026-02-05 06:10,2026-02-06 10:55,,,1,0,n/a,0,2026145
0,ENG,Doha GC,22608,41820613,7500,0,42411,n/a,0,ENG,"Clements, Todd",2026-02-05 11:05,2026-02-06 06:20,,,10,0,n/a,0,2026145
0,CAN,Doha GC,15596,41820654,6800,0,43010,n/a,0,CAN,"Cockerill, Aaron",2026-02-05 12:25,2026-02-06 07:40,,,1,0,n/a,0,2026145
0,FRA,Doha GC,20727,41820588,8900,1,40882,n/a,0,FRA,"Coussaud, Ugo",2026-02-05 07:00,2026-02-06 11:45,,,1,0,n/a,0,2026145
0,FRA,Doha GC,27811,41820589,8800,1,101251,n/a,0,FRA,"Couvra, Martin",2026-02-05 07:00,2026-02-06 11:45,,,10,0,n/a,0,2026145
0,USA,Doha GC,23610,41820627,7200,0,41684,n/a,0,USA,"Crocker, Sean",2026-02-05 11:05,2026-02-06 06:20,,,10,0,n/a,0,2026145
0,POR,Doha GC,27149,41820663,6700,1,105484,n/a,0,POR,"Da Costa Rodrigues, Daniel",2026-02-05 07:40,2026-02-06 12:25,,,1,0,n/a,0,2026145
0,SWE,Doha GC,14018,41820668,6600,1,36484,n/a,0,SWE,"Dantorp, Jens",2026-02-05 07:00,2026-02-06 11:45,,,1,0,n/a,0,2026145
0,ITA,Doha GC,26506,41820643,6900,0,100023,n/a,0,ITA,"De Leo, Gregorio",2026-02-05 12:35,2026-02-06 07:50,,,10,0,n/a,0,2026145
0,ENG,Doha GC,16497,41820659,6700,1,39035,n/a,0,ENG,"Dean, Joe",2026-02-05 07:30,2026-02-06 12:15,,,1,0,n/a,0,2026145
0,FRA,Doha GC,25325,41820700,6200,1,42780,n/a,0,FRA,"Debove, Quentin",2026-02-05 07:40,2026-02-06 12:25,,,1,0,n/a,0,2026145
0,ESP,Doha GC,22259,41820591,8600,0,41268,n/a,0,ESP,"Del Rey, Alejandro",2026-02-05 12:25,2026-02-06 07:40,,,1,0,n/a,0,2026145
0,CHN,Doha GC,26193,41820590,8700,1,101583,n/a,0,CHN,"Ding, Wenyi",2026-02-05 06:20,2026-02-06 11:05,,,10,0,n/a,0,2026145
0,RSA,Doha GC,19421,41820592,8500,0,40475,n/a,0,RSA,"Du Plessis, Hennie",2026-02-05 12:05,2026-02-06 07:20,,,10,0,n/a,0,2026145
1,MAR,Doha GC,33870,41820714,6000,1,109082,n/a,0,MAR,"El Hali, Reda",2026-02-05 07:50,2026-02-06 12:35,,,1,0,n/a,0,2026145
0,ESP,Doha GC,12988,41820597,8000,1,36078,n/a,0,ESP,"Elvira Mijares, Ignacio",2026-02-05 07:00,2026-02-06 11:45,,,10,0,n/a,0,2026145
0,ESP,Doha GC,26008,41820614,7500,0,43327,n/a,0,ESP,"Elvira, Manuel",2026-02-05 11:45,2026-02-06 07:00,,,10,0,n/a,0,2026145
0,SCO,Doha GC,21646,41820595,8200,0,40946,n/a,0,SCO,"Ferguson, Ewen",2026-02-05 11:55,2026-02-06 07:10,,,1,0,n/a,0,2026145
0,RSA,Doha GC,5754,41820696,6200,1,1402,n/a,0,RSA,"Fichardt, Darren",2026-02-05 06:30,2026-02-06 11:15,,,10,0,n/a,0,2026145
0,ENG,Doha GC,10863,41820716,6000,0,34653,n/a,0,ENG,"Fisher, Oliver",2026-02-05 12:35,2026-02-06 07:50,,,1,0,n/a,0,2026145
0,ENG,Doha GC,9396,41820706,6100,1,32435,n/a,0,ENG,"Fisher, Ross",2026-02-05 07:40,2026-02-06 12:25,,,10,0,n/a,0,2026145
0,ENG,Doha GC,25362,41820594,8300,1,42794,n/a,0,ENG,"Fitzpatrick, Alex",2026-02-05 06:40,2026-02-06 11:25,,,1,0,n/a,0,2026145
0,ZIM,Doha GC,15211,41820691,6300,1,42160,n/a,0,ZIM,"Follet-Smith, Benjamin",2026-02-05 08:00,2026-02-06 12:45,,,1,0,n/a,0,2026145
0,SCO,Doha GC,16475,41820587,9000,1,38956,n/a,0,SCO,"Forrest, Grant",2026-02-05 06:40,2026-02-06 11:25,,,10,0,n/a,0,2026145
0,RSA,Doha GC,11955,41820657,6700,0,35166,n/a,0,RSA,"Frittelli, Dylan",2026-02-05 11:25,2026-02-06 06:40,,,1,0,n/a,0,2026145
0,ARG,Doha GC,19296,41820702,6200,1,103255,n/a,0,ARG,"Gallegos, Andres",2026-02-05 08:00,2026-02-06 12:45,,,10,0,n/a,0,2026145
0,ESP,Doha GC,12258,41820684,6400,0,35358,n/a,0,ESP,"Garcia Rodriguez, Sebastian",2026-02-05 12:15,2026-02-06 07:30,,,10,0,n/a,0,2026145
0,SUI,Doha GC,15592,41820622,7300,0,38258,n/a,0,SUI,"Girrbach, Joel",2026-02-05 11:25,2026-02-06 06:40,,,10,0,n/a,0,2026145
0,POR,Doha GC,18722,41820632,7100,1,40063,n/a,0,POR,"Gouveia, Ricardo",2026-02-05 07:40,2026-02-06 12:25,,,10,0,n/a,0,2026145
0,FRA,Doha GC,10201,41820585,9200,0,33674,n/a,0,FRA,"Guerrier, Julien",2026-02-05 11:45,2026-02-06 07:00,,,1,0,n/a,0,2026145
0,FRA,Doha GC,28239,41820649,6900,0,101450,n/a,0,FRA,"Guillamoundeguy, Oihan",2026-02-05 11:35,2026-02-06 06:50,,,10,0,n/a,0,2026145
0,USA,Doha GC,23892,41820694,6300,1,42832,n/a,0,USA,"Gumberg, Jordan",2026-02-05 06:30,2026-02-06 11:15,,,1,0,n/a,0,2026145
0,NOR,Doha GC,17747,41820624,7300,0,39513,n/a,0,NOR,"Halvorsen, Andreas",2026-02-05 12:35,2026-02-06 07:50,,,1,0,n/a,0,2026145
0,RSA,Doha GC,10886,41820698,6200,1,34488,n/a,0,RSA,"Harding, Justin",2026-02-05 06:30,2026-02-06 11:15,,,1,0,n/a,0,2026145
0,IRL,Doha GC,5716,41820697,6200,0,293,n/a,0,IRL,"Harrington, Padraig",2026-02-05 11:35,2026-02-06 06:50,,,1,0,n/a,0,2026145
0,ESP,Doha GC,24127,41820658,6700,0,42508,n/a,0,ESP,"Hidalgo Portillo, Angel",2026-02-05 11:15,2026-02-06 06:30,,,1,0,n/a,0,2026145
0,SCO,Doha GC,25131,41820603,7800,0,42648,n/a,0,SCO,"Hill, Calum",2026-02-05 11:55,2026-02-06 07:10,,,1,0,n/a,0,2026145
0,NZL,Doha GC,21362,41820577,10500,1,43333,n/a,0,NZL,"Hillier, Daniel",2026-02-05 07:10,2026-02-06 11:55,,,10,0,n/a,0,2026145
0,RSA,Doha GC,15993,41820653,6800,0,38575,n/a,0,RSA,"Hollick, Michael",2026-02-05 10:55,2026-02-06 06:10,,,10,0,n/a,0,2026145
0,JPN,Doha GC,19190,41820620,7300,0,42689,n/a,0,JPN,"Hoshino, Rikuya",2026-02-05 11:25,2026-02-06 06:40,,,1,0,n/a,0,2026145
0,USA,Doha GC,20109108,41820720,6000,1,109108,n/a,0,USA,"Ikstrums, Andrew Charles",2026-02-05 08:00,2026-02-06 12:45,,,1,0,n/a,0,2026145
0,SCO,Doha GC,11397,41820631,7100,1,34771,n/a,0,SCO,"Jamieson, Scott",2026-02-05 06:30,2026-02-06 11:15,,,10,0,n/a,0,2026145
0,RSA,Doha GC,26947,41820598,8000,1,43957,n/a,0,RSA,"Jarvis, Casey",2026-02-05 06:50,2026-02-06 11:35,,,1,0,n/a,0,2026145
0,USA,Doha GC,32449,41820695,6200,1,105948,n/a,0,USA,"Johnston, Ryggs",2026-02-05 07:10,2026-02-06 11:55,,,1,0,n/a,0,2026145
0,SWE,Doha GC,28686,41820676,6500,0,101407,n/a,0,SWE,"Jonsson, Tobias",2026-02-05 10:55,2026-02-06 06:10,,,1,0,n/a,0,2026145
0,ENG,Doha GC,25601,41820615,7400,1,42599,n/a,0,ENG,"Jordan, Matthew",2026-02-05 07:20,2026-02-06 12:05,,,1,0,n/a,0,2026145
0,THA,Doha GC,19844,41820630,7200,0,43041,n/a,0,THA,"Kaewkanjana, Sadom",2026-02-05 12:15,2026-02-06 07:30,,,10,0,n/a,0,2026145
0,JPN,Doha GC,28268,41820635,7100,1,109004,n/a,0,JPN,"Kaneko, Kota",2026-02-05 06:10,2026-02-06 10:55,,,1,0,n/a,0,2026145
0,ENG,Doha GC,18027,41820608,7600,1,39609,n/a,0,ENG,"Kimsey, Nathan",2026-02-05 07:50,2026-02-06 12:35,,,10,0,n/a,0,2026145
0,SWE,Doha GC,18514,41820675,6500,1,39925,n/a,0,SWE,"Kinhult, Marcus",2026-02-05 06:20,2026-02-06 11:05,,,1,0,n/a,0,2026145
0,FRA,Doha GC,26213,41820693,6300,1,43545,n/a,0,FRA,"Ko, Jeong Weon",2026-02-05 07:00,2026-02-06 11:45,,,1,0,n/a,0,2026145
0,NZL,Doha GC,24369,41820666,6600,0,104063,n/a,0,NZL,"Kobori, Kazuma",2026-02-05 11:45,2026-02-06 07:00,,,10,0,n/a,0,2026145
0,RSA,Doha GC,16896,41820621,7300,0,39127,n/a,0,RSA,"Kruyswijk, Jacques",2026-02-05 11:05,2026-02-06 06:20,,,1,0,n/a,0,2026145
0,FRA,Doha GC,23733,41820612,7500,0,41858,n/a,0,FRA,"LaCroix, Frederic",2026-02-05 11:15,2026-02-06 06:30,,,1,0,n/a,0,2026145
0,SWE,Doha GC,14780,41820619,7400,0,37579,n/a,0,SWE,"Lagergren, Joakim",2026-02-05 12:05,2026-02-06 07:20,,,1,0,n/a,0,2026145
0,FRA,Doha GC,16652,41820626,7200,1,39075,n/a,0,FRA,"Langasque, Romain",2026-02-05 07:20,2026-02-06 12:05,,,1,0,n/a,0,2026145
0,ITA,Doha GC,14987,41820605,7700,0,37804,n/a,0,ITA,"Laporta, Francesco",2026-02-05 12:25,2026-02-06 07:40,,,1,0,n/a,0,2026145
0,ESP,Doha GC,9133,41820683,6400,1,33337,n/a,0,ESP,"Larrazabal, Pablo",2026-02-05 06:50,2026-02-06 11:35,,,10,0,n/a,0,2026145
0,SCO,Doha GC,14784,41820671,6500,0,37562,n/a,0,SCO,"Law, David",2026-02-05 12:05,2026-02-06 07:20,,,10,0,n/a,0,2026145
0,KOR,Doha GC,13498,41820681,6400,1,39251,n/a,0,KOR,"Lee, Junghwan",2026-02-05 07:20,2026-02-06 12:05,,,10,0,n/a,0,2026145
0,SWE,Doha GC,10418,41820628,7200,0,31690,n/a,0,SWE,"Lemke, Niklas",2026-02-05 11:55,2026-02-06 07:10,,,10,0,n/a,0,2026145
0,SWE,Doha GC,20084,41820593,8400,0,41330,n/a,0,SWE,"Lindberg, Mikael",2026-02-05 11:05,2026-02-06 06:20,,,1,0,n/a,0,2026145
0,FIN,Doha GC,20085,41820581,9700,1,40874,n/a,0,FIN,"Lindell, Oliver",2026-02-05 06:40,2026-02-06 11:25,,,1,0,n/a,0,2026145
0,USA,Doha GC,7960,41820633,7100,0,35448,n/a,0,USA,"List, Luke",2026-02-05 12:25,2026-02-06 07:40,,,10,0,n/a,0,2026145
0,USA,Doha GC,31866,41820708,6100,0,108174,n/a,0,USA,"Logan, Hunter",2026-02-05 12:45,2026-02-06 08:00,,,10,0,n/a,0,2026145
0,RSA,Doha GC,16897,41820617,7400,0,38428,n/a,0,RSA,"Lombard, Zander",2026-02-05 11:55,2026-02-06 07:10,,,10,0,n/a,0,2026145
0,ITA,Doha GC,20844,41820642,7000,0,40892,n/a,0,ITA,"Mazzoli, Stefano",2026-02-05 12:25,2026-02-06 07:40,,,10,0,n/a,0,2026145
1,SCO,Doha GC,31886,41820717,6000,0,104399,n/a,0,SCO,"McGlinchey, Dominic",2026-02-05 12:45,2026-02-06 08:00,,,10,0,n/a,0,2026145
0,AUS,Doha GC,24172,41820704,6100,1,101468,n/a,0,AUS,"McKinney, Connor",2026-02-05 07:50,2026-02-06 12:35,,,10,0,n/a,0,2026145
0,AUS,Doha GC,19224,41820686,6400,0,42600,n/a,0,AUS,"Micheluzzi, David",2026-02-05 11:15,2026-02-06 06:30,,,10,0,n/a,0,2026145
0,ITA,Doha GC,17357,41820646,6900,1,39271,n/a,0,ITA,"Migliozzi, Guido",2026-02-05 06:20,2026-02-06 11:05,,,1,0,n/a,0,2026145
0,ENG,Doha GC,11061,41820689,6300,1,34610,n/a,0,ENG,"Morrison, James",2026-02-05 06:50,2026-02-06 11:35,,,1,0,n/a,0,2026145
0,FRA,Doha GC,25089,41820685,6400,0,42668,n/a,0,FRA,"Mory, Felix",2026-02-05 12:15,2026-02-06 07:30,,,10,0,n/a,0,2026145
0,RSA,Doha GC,19429,41820712,6000,1,40468,n/a,0,RSA,"Naidoo, Dylan",2026-02-05 06:20,2026-02-06 11:05,,,1,0,n/a,0,2026145
0,DEN,Doha GC,15676,41820599,7900,1,38379,n/a,0,DEN,"Norgaard, Niklas",2026-02-05 06:50,2026-02-06 11:35,,,10,0,n/a,0,2026145
0,KOR,Doha GC,21072,41820673,6500,0,101729,n/a,0,KOR,"Ok, Taehoon",2026-02-05 10:55,2026-02-06 06:10,,,1,0,n/a,0,2026145
0,DEN,Doha GC,25611,41820610,7600,1,105456,n/a,0,DEN,"Olesen, Jacob Skov",2026-02-05 06:20,2026-02-06 11:05,,,10,0,n/a,0,2026145
0,UAE,Doha GC,14975,41820656,6800,0,37793,n/a,0,UAE,"Otaegui, Adrian",2026-02-05 11:05,2026-02-06 06:20,,,1,0,n/a,0,2026145
0,USA,Doha GC,7820,41820703,6100,1,34010,n/a,0,USA,"Palmer, Ryan",2026-02-05 06:50,2026-02-06 11:35,,,1,0,n/a,0,2026145
0,ITA,Doha GC,16549,41820674,6500,0,39042,n/a,0,ITA,"Paratore, Renato",2026-02-05 11:15,2026-02-06 06:30,,,10,0,n/a,0,2026145
0,ITA,Doha GC,12177,41820600,7900,1,35329,n/a,0,ITA,"Pavan, Andrea",2026-02-05 06:40,2026-02-06 11:25,,,10,0,n/a,0,2026145
0,AUS,Doha GC,15169,41820709,6100,1,102485,n/a,0,AUS,"Peake, Ryan",2026-02-05 07:50,2026-02-06 12:35,,,1,0,n/a,0,2026145
0,ENG,Doha GC,15113,41820640,7000,0,37841,n/a,0,ENG,"Pepperell, Eddie",2026-02-05 11:55,2026-02-06 07:10,,,10,0,n/a,0,2026145
0,AUS,Doha GC,18900,41820641,7000,1,41948,n/a,0,AUS,"Quayle, Anthony",2026-02-05 07:40,2026-02-06 12:25,,,1,0,n/a,0,2026145
0,SCO,Doha GC,11396,41820647,6900,1,34772,n/a,0,SCO,"Ramsay, Richie",2026-02-05 07:10,2026-02-06 11:55,,,1,0,n/a,0,2026145
0,FRA,Doha GC,23416,41820651,6800,0,43883,n/a,0,FRA,"Ravetto, David",2026-02-05 11:25,2026-02-06 06:40,,,10,0,n/a,0,2026145
0,USA,Doha GC,14838,41820579,10100,1,38439,n/a,0,USA,"Reed, Patrick",2026-02-05 07:00,2026-02-06 11:45,,,10,0,n/a,0,2026145
0,ESP,Doha GC,31235,41820662,6700,0,104066,n/a,0,ESP,"Repetto Taylor, Rocco Paolo",2026-02-05 10:55,2026-02-06 06:10,,,10,0,n/a,0,2026145
0,RSA,Doha GC,18174,41820601,7800,1,39862,n/a,0,RSA,"Ritchie, JC",2026-02-05 07:30,2026-02-06 12:15,,,10,0,n/a,0,2026145
0,ENG,Doha GC,24497,41820618,7400,0,43831,n/a,0,ENG,"Robinson Thompson, Brandon",2026-02-05 12:15,2026-02-06 07:30,,,1,0,n/a,0,2026145
0,FRA,Doha GC,18770,41820602,7800,0,40120,n/a,0,FRA,"Rozner, Antoine",2026-02-05 11:55,2026-02-06 07:10,,,1,0,n/a,0,2026145
0,IND,Doha GC,23060,41820680,6400,1,41647,n/a,0,IND,"Sandhu, Yuvraj Singh",2026-02-05 07:50,2026-02-06 12:35,,,1,0,n/a,0,2026145
0,RSA,Doha GC,26991,41820578,10300,1,43682,n/a,0,RSA,"Schaper, Jayden",2026-02-05 07:10,2026-02-06 11:55,,,10,0,n/a,0,2026145
0,GER,Doha GC,12522,41820616,7400,0,35703,n/a,0,GER,"Schneider, Marcel",2026-02-05 11:45,2026-02-06 07:00,,,10,0,n/a,0,2026145
0,AUS,Doha GC,12734,41820637,7000,0,35853,n/a,0,AUS,"Scrivener, Jason",2026-02-05 12:15,2026-02-06 07:30,,,1,0,n/a,0,2026145
0,ENG,Doha GC,15115,41820667,6600,0,37073,n/a,0,ENG,"Senior, Jack",2026-02-05 11:35,2026-02-06 06:50,,,10,0,n/a,0,2026145
0,IND,Doha GC,17081,41820688,6300,0,39187,n/a,0,IND,"Sharma, Shubhankar",2026-02-05 12:35,2026-02-06 07:50,,,10,0,n/a,0,2026145
0,SWE,Doha GC,18517,41820652,6800,1,39593,n/a,0,SWE,"Soderberg, Sebastian",2026-02-05 07:30,2026-02-06 12:15,,,1,0,n/a,0,2026145
1,QAT,Doha GC,31827,41820719,6000,1,104398,n/a,0,QAT,"Sokolov, Daniil",2026-02-05 07:50,2026-02-06 12:35,,,10,0,n/a,0,2026145
0,AUT,Doha GC,21677,41820678,6500,1,41160,n/a,0,AUT,"Steinlechner, Maximilian",2026-02-05 07:30,2026-02-06 12:15,,,10,0,n/a,0,2026145
0,RSA,Doha GC,7049,41820645,6900,0,30715,n/a,0,RSA,"Sterne, Richard",2026-02-05 11:05,2026-02-06 06:20,,,10,0,n/a,0,2026145
0,RSA,Doha GC,15229,41820609,7600,0,37990,n/a,0,RSA,"Stone, Brandon",2026-02-05 11:35,2026-02-06 06:50,,,10,0,n/a,0,2026145
0,RSA,Doha GC,13731,41820710,6100,1,36659,n/a,0,RSA,"Strydom, Ockie",2026-02-05 06:30,2026-02-06 11:15,,,10,0,n/a,0,2026145
0,ENG,Doha GC,15326,41820607,7600,0,38119,n/a,0,ENG,"Sullivan, Andy",2026-02-05 11:35,2026-02-06 06:50,,,1,0,n/a,0,2026145
0,SWE,Doha GC,26850,41820584,9300,1,43521,n/a,0,SWE,"Svensson, Jesper",2026-02-05 07:10,2026-02-06 11:55,,,10,0,n/a,0,2026145
0,SCO,Doha GC,22089,41820638,7000,0,41226,n/a,0,SCO,"Syme, Connor",2026-02-05 12:05,2026-02-06 07:20,,,1,0,n/a,0,2026145
0,NED,Doha GC,25273,41820705,6100,1,42958,n/a,0,NED,"Toorop, Mike",2026-02-05 08:00,2026-02-06 12:45,,,1,0,n/a,0,2026145
0,SWE,Doha GC,31165,41820650,6800,0,102151,n/a,0,SWE,"Townsend, Hugo",2026-02-05 10:55,2026-02-06 06:10,,,10,0,n/a,0,2026145
0,FRA,Doha GC,28157,41820623,7300,0,100552,n/a,0,FRA,"Vaillant, Tom",2026-02-05 12:35,2026-02-06 07:50,,,10,0,n/a,0,2026145
0,RSA,Doha GC,15193,41820644,6900,1,38017,n/a,0,RSA,"Van Tonder, Daniel",2026-02-05 07:30,2026-02-06 12:15,,,1,0,n/a,0,2026145
0,USA,Doha GC,20522,41820634,7100,1,40721,n/a,0,USA,"Veerman, Johannes",2026-02-05 06:40,2026-02-06 11:25,,,10,0,n/a,0,2026145
0,ESP,Doha GC,29712,41820707,6100,0,100837,n/a,0,ESP,"Vidal, Quim",2026-02-05 10:55,2026-02-06 06:10,,,1,0,n/a,0,2026145
0,GER,Doha GC,22231,41820629,7200,1,41420,n/a,0,GER,"Von Dellingshausen, Nicolai",2026-02-05 07:10,2026-02-06 11:55,,,1,0,n/a,0,2026145
0,SCO,Doha GC,27147,41820701,6200,0,43569,n/a,0,SCO,"Walker, Euan",2026-02-05 12:25,2026-02-06 07:40,,,10,0,n/a,0,2026145
0,ENG,Doha GC,20706,41820582,9500,0,39617,n/a,0,ENG,"Wallace, Matt",2026-02-05 11:35,2026-02-06 06:50,,,1,0,n/a,0,2026145
0,ENG,Doha GC,12426,41820665,6600,0,34264,n/a,0,ENG,"Waring, Paul",2026-02-05 11:45,2026-02-06 07:00,,,1,0,n/a,0,2026145
0,AUT,Doha GC,9531,41820636,7100,0,33676,n/a,0,AUT,"Wiesberger, Bernd",2026-02-05 12:05,2026-02-06 07:20,,,10,0,n/a,0,2026145
0,DEN,Doha GC,15680,41820660,6700,1,38296,n/a,0,DEN,"Winther, Jeff",2026-02-05 06:40,2026-02-06 11:25,,,1,0,n/a,0,2026145
0,ENG,Doha GC,12451,41820682,6400,0,35531,n/a,0,ENG,"Wood, Chris",2026-02-05 11:15,2026-02-06 06:30,,,1,0,n/a,0,2026145
0,CHN,Doha GC,11763,41820664,6600,0,36077,n/a,0,CHN,"Wu, Ashun",2026-02-05 11:15,2026-02-06 06:30,,,10,0,n/a,0,2026145
0,SCO,Doha GC,19908,41820655,6800,1,40650,n/a,0,SCO,"Young, Daniel",2026-02-05 06:30,2026-02-06 11:15,,,1,0,n/a,0,2026145
0,ENG,Doha GC,22496,41820713,6000,1,41412,n/a,0,ENG,"Yule, Jack",2026-02-05 08:00,2026-02-06 12:45,,,10,0,n/a,0,2026145
0,CHN,Doha GC,29119,41820625,7200,1,103918,n/a,0,CHN,"Zhou, Yanhan",2026-02-05 06:10,2026-02-06 10:55,,,10,0,n/a,0,2026145
