am,country,course,player_id,dk_id,dk_salary,early_late,euro_number,fd_id,fd_salary,flag,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,event_id
0,JPN,Dubai Creek Resort,20448,41524363,6800,0,100976,n/a,0,JPN,"Katsuragawa, Yuto",2026-01-15 10:14,2026-01-16 08:41,,,10,0,n/a,0,2026105
0,RSA,Dubai Creek Resort,16896,41524366,6700,1,39127,n/a,0,RSA,"Kruyswijk, Jacques",2026-01-15 08:52,2026-01-16 10:14,,,1,0,n/a,0,2026105
0,FRA,Dubai Creek Resort,23733,41524355,7200,0,41858,n/a,0,FRA,"LaCroix, Frederic",2026-01-15 09:58,2026-01-16 08:35,,,1,0,n/a,0,2026105
0,SWE,Dubai Creek Resort,14780,41524347,7600,1,37579,n/a,0,SWE,"Lagergren, Joakim",2026-01-15 08:57,2026-01-16 10:09,,,10,0,n/a,0,2026105
0,ESP,Dubai Creek Resort,9133,41524376,6200,0,33337,n/a,0,ESP,"Larrazabal, Pablo",2026-01-15 10:20,2026-01-16 08:57,,,1,0,n/a,0,2026105
0,RSA,Dubai Creek Resort,18105,41524335,8500,1,39791,n/a,0,RSA,"Lawrence, Thriston",2026-01-15 09:19,2026-01-16 10:31,,,10,0,n/a,0,2026105
0,KOR,Dubai Creek Resort,13498,41524364,6800,0,39251,n/a,0,KOR,"Lee, Junghwan",2026-01-15 09:52,2026-01-16 11:04,,,10,0,n/a,0,2026105
0,FIN,Dubai Creek Resort,20085,41524341,7900,1,40874,n/a,0,FIN,"Lindell, Oliver",2026-01-15 08:30,2026-01-16 09:52,,,1,0,n/a,0,2026105
0,IRL,Dubai Creek Resort,13900,41524325,9800,1,36489,n/a,0,IRL,"Lowry, Shane",2026-01-15 09:30,2026-01-16 10:42,,,10,0,n/a,0,2026105
0,NED,Dubai Creek Resort,10158,41524339,8100,1,34085,n/a,0,NED,"Luiten, Joost",2026-01-15 09:14,2026-01-16 10:36,,,1,0,n/a,0,2026105
0,ITA,Dubai Creek Resort,11460,41524356,7200,1,34788,n/a,0,ITA,"Manassero, Matteo",2026-01-15 09:25,2026-01-16 10:47,,,1,0,n/a,0,2026105
0,ENG,Dubai Creek Resort,24185,41524343,7800,1,41824,n/a,0,ENG,"Mansell, Richard",2026-01-15 09:47,2026-01-16 11:09,,,1,0,n/a,0,2026105
0,NIR,Dubai Creek Resort,10091,41524321,12500,1,34024,n/a,0,NIR,"McIlroy, Rory",2026-01-15 09:30,2026-01-16 10:42,,,10,0,n/a,0,2026105
0,NIR,Dubai Creek Resort,22322,41524330,9000,0,41282,n/a,0,NIR,"McKibbin, Tom",2026-01-15 11:09,2026-01-16 09:36,,,10,0,n/a,0,2026105
0,ITA,Dubai Creek Resort,17357,41524357,7100,0,39271,n/a,0,ITA,"Migliozzi, Guido",2026-01-15 10:25,2026-01-16 08:52,,,10,0,n/a,0,2026105
0,ITA,Dubai Creek Resort,7655,41524345,7700,0,3289,n/a,0,ITA,"Molinari, Francesco",2026-01-15 10:20,2026-01-16 08:57,,,1,0,n/a,0,2026105
0,RSA,Dubai Creek Resort,19429,41524378,6100,0,40468,n/a,0,RSA,"Naidoo, Dylan",2026-01-15 10:14,2026-01-16 08:41,,,10,0,n/a,0,2026105
0,DEN,Dubai Creek Resort,23841,41524328,9200,1,102397,n/a,0,DEN,"Neergaard-Petersen, Rasmus",2026-01-15 09:19,2026-01-16 10:31,,,10,0,n/a,0,2026105
0,DEN,Dubai Creek Resort,15676,41524340,8000,0,38379,n/a,0,DEN,"Norgaard, Niklas",2026-01-15 10:58,2026-01-16 09:25,,,10,0,n/a,0,2026105
0,RSA,Dubai Creek Resort,7677,41524352,7400,0,32013,n/a,0,RSA,"Norris, Shaun",2026-01-15 10:03,2026-01-16 08:30,,,10,0,n/a,0,2026105
0,DEN,Dubai Creek Resort,25611,41524350,7500,0,105456,n/a,0,DEN,"Olesen, Jacob Skov",2026-01-15 11:09,2026-01-16 09:36,,,10,0,n/a,0,2026105
0,DEN,Dubai Creek Resort,13412,41524329,9100,1,36519,n/a,0,DEN,"Olesen, Thorbjorn",2026-01-15 09:08,2026-01-16 10:20,,,10,0,n/a,0,2026105
0,UAE,Dubai Creek Resort,14975,41524365,6700,0,37793,n/a,0,UAE,"Otaegui, Adrian",2026-01-15 10:25,2026-01-16 08:52,,,10,0,n/a,0,2026105
0,ESP,Dubai Creek Resort,28984,41524326,9500,0,100554,n/a,0,ESP,"Puig, David",2026-01-15 11:04,2026-01-16 09:41,,,1,0,n/a,0,2026105
0,FRA,Dubai Creek Resort,23416,41524361,6900,1,43883,n/a,0,FRA,"Ravetto, David",2026-01-15 09:03,2026-01-16 10:25,,,1,0,n/a,0,2026105
0,USA,Dubai Creek Resort,14838,41524331,8900,0,38439,n/a,0,USA,"Reed, Patrick",2026-01-15 10:53,2026-01-16 09:30,,,1,0,n/a,0,2026105
0,FRA,Dubai Creek Resort,18770,41524344,7800,1,40120,n/a,0,FRA,"Rozner, Antoine",2026-01-15 09:03,2026-01-16 10:25,,,1,0,n/a,0,2026105
0,RSA,Dubai Creek Resort,26991,41524323,10300,0,43682,n/a,0,RSA,"Schaper, Jayden",2026-01-15 10:31,2026-01-16 09:08,,,1,0,n/a,0,2026105
0,GER,Dubai Creek Resort,6950,41524370,6500,1,3467,n/a,0,GER,"Siem, Marcel",2026-01-15 09:36,2026-01-16 10:58,,,1,0,n/a,0,2026105
0,RSA,Dubai Creek Resort,13731,41524379,6000,0,36659,n/a,0,RSA,"Strydom, Ockie",2026-01-15 10:36,2026-01-16 09:03,,,10,0,n/a,0,2026105
0,ENG,Dubai Creek Resort,15326,41524336,8400,1,38119,n/a,0,ENG,"Sullivan, Andy",2026-01-15 08:41,2026-01-16 10:03,,,1,0,n/a,0,2026105
0,SCO,Dubai Creek Resort,22089,41524362,6900,0,41226,n/a,0,SCO,"Syme, Connor",2026-01-15 10:09,2026-01-16 08:46,,,1,0,n/a,0,2026105
0,NED,Dubai Creek Resort,13374,41524367,6600,1,36421,n/a,0,NED,"Van Driel, Darius",2026-01-15 08:46,2026-01-16 09:58,,,10,0,n/a,0,2026105
0,USA,Dubai Creek Resort,20522,41524359,7000,0,40721,n/a,0,USA,"Veerman, Johannes",2026-01-15 10:09,2026-01-16 08:46,,,1,0,n/a,0,2026105
0,GER,Dubai Creek Resort,22231,41524371,6400,0,41420,n/a,0,GER,"Von Dellingshausen, Nicolai",2026-01-15 10:47,2026-01-16 09:14,,,10,0,n/a,0,2026105
0,ENG,Dubai Creek Resort,20706,41524333,8700,0,39617,n/a,0,ENG,"Wallace, Matt",2026-01-15 10:53,2026-01-16 09:30,,,1,0,n/a,0,2026105
0,ENG,Dubai Creek Resort,12426,41524368,6600,1,34264,n/a,0,ENG,"Waring, Paul",2026-01-15 09:41,2026-01-16 10:53,,,10,0,n/a,0,2026105
0,ENG,Dubai Creek Resort,12920,41524375,6200,1,36030,n/a,0,ENG,"Willett, Danny",2026-01-15 09:08,2026-01-16 10:20,,,10,0,n/a,0,2026105
0,CHN,Dubai Creek Resort,11763,41524372,6400,0,36077,n/a,0,CHN,"Wu, Ashun",2026-01-15 09:52,2026-01-16 11:04,,,10,0,n/a,0,2026105
