player_id,player_name,country,flag,start_hole,early_late,r1_teetime,r2_teetime,r3_teetime,r4_teetime,event_id,r1_wave,r2_wave
17813,"Armitage, Marcus",ENG,ENG,0,0,,,,,2026105,,
30445,"Ayora, Angel",ESP,ESP,0,0,,,,,2026105,,
29971,"Bradbury, Dan",ENG,ENG,0,0,,,,,2026105,,
26745,"Chacarra, Eugenio",ESP,ESP,0,0,,,,,2026105,,
27811,"Couvra, Martin",FRA,FRA,0,0,,,,,2026105,,
22259,"Del Rey, Alejandro",ESP,ESP,0,0,,,,,2026105,,
12988,"Elvira Mijares, Ignacio",ESP,ESP,0,0,,,,,2026105,,
21646,"Ferguson, Ewen",SCO,SCO,0,0,,,,,2026105,,
12294,"Fleetwood, Tommy",ENG,ENG,0,0,,,,,2026105,,
16475,"Forrest, Grant",SCO,SCO,0,0,,,,,2026105,,
11889,"Fox, Ryan",NZL,NZL,0,0,,,,,2026105,,
11955,"Frittelli, Dylan",RSA,RSA,0,0,,,,,2026105,,
18241,"Gavins, Daniel",ENG,ENG,0,0,,,,,2026105,,
10201,"Guerrier, Julien",FRA,FRA,0,0,,,,,2026105,,
5716,"Harrington, Padraig",IRL,IRL,0,0,,,,,2026105,,
24127,"Hidalgo Portillo, Angel",ESP,ESP,0,0,,,,,2026105,,
25131,"Hill, Calum",SCO,SCO,0,0,,,,,2026105,,
21362,"Hillier, Daniel",NZL,NZL,0,0,,,,,2026105,,
23602,"Hojgaard, Nicolai",DEN,DEN,0,0,,,,,2026105,,
19190,"Hoshino, Rikuya",JPN,JPN,0,0,,,,,2026105,,
32449,"Johnston, Ryggs",USA,USA,0,0,,,,,2026105,,
20448,"Katsuragawa, Yuto",JPN,JPN,0,0,,,,,2026105,,
16896,"Kruyswijk, Jacques",RSA,RSA,0,0,,,,,2026105,,
23733,"LaCroix, Frederic",FRA,FRA,0,0,,,,,2026105,,
14780,"Lagergren, Joakim",SWE,SWE,0,0,,,,,2026105,,
9133,"Larrazabal, Pablo",ESP,ESP,0,0,,,,,2026105,,
18105,"Lawrence, Thriston",RSA,RSA,0,0,,,,,2026105,,
13498,"Lee, Junghwan",KOR,KOR,0,0,,,,,2026105,,
13900,"Lowry, Shane",IRL,IRL,0,0,,,,,2026105,,
10158,"Luiten, Joost",NED,NED,0,0,,,,,2026105,,
11460,"Manassero, Matteo",ITA,ITA,0,0,,,,,2026105,,
24185,"Mansell, Richard",ENG,ENG,0,0,,,,,2026105,,
10091,"McIlroy, Rory",NIR,NIR,0,0,,,,,2026105,,
22322,"McKibbin, Tom",NIR,NIR,0,0,,,,,2026105,,
17357,"Migliozzi, Guido",ITA,ITA,0,0,,,,,2026105,,
7655,"Molinari, Francesco",ITA,ITA,0,0,,,,,2026105,,
19429,"Naidoo, Dylan",RSA,RSA,0,0,,,,,2026105,,
23841,"Neergaard-Petersen, Rasmus",DEN,DEN,0,0,,,,,2026105,,
15676,"Norgaard, Niklas",DEN,DEN,0,0,,,,,2026105,,
7677,"Norris, Shaun",RSA,RSA,0,0,,,,,2026105,,
25611,"Olesen, Jacob Skov",DEN,DEN,0,0,,,,,2026105,,
13412,"Olesen, Thorbjorn",DEN,DEN,0,0,,,,,2026105,,
14975,"Otaegui, Adrian",UAE,UAE,0,0,,,,,2026105,,
28984,"Puig, David",ESP,ESP,0,0,,,,,2026105,,
23416,"Ravetto, David",FRA,FRA,0,0,,,,,2026105,,
14838,"Reed, Patrick",USA,USA,0,0,,,,,2026105,,
18770,"Rozner, Antoine",FRA,FRA,0,0,,,,,2026105,,
26991,"Schaper, Jayden",RSA,RSA,0,0,,,,,2026105,,
6950,"Siem, Marcel",GER,GER,0,0,,,,,2026105,,
24200,"Smylie, Elvis",AUS,AUS,0,0,,,,,2026105,,
13731,"Strydom, Ockie",RSA,RSA,0,0,,,,,2026105,,
15326,"Sullivan, Andy",ENG,ENG,0,0,,,,,2026105,,
22089,"Syme, Connor",SCO,SCO,0,0,,,,,2026105,,
13374,"Van Driel, Darius",NED,NED,0,0,,,,,2026105,,
20522,"Veerman, Johannes",USA,USA,0,0,,,,,2026105,,
22231,"Von Dellingshausen, Nicolai",GER,GER,0,0,,,,,2026105,,
20706,"Wallace, Matt",ENG,ENG,0,0,,,,,2026105,,
12426,"Waring, Paul",ENG,ENG,0,0,,,,,2026105,,
12920,"Willett, Danny",ENG,ENG,0,0,,,,,2026105,,
11763,"Wu, Ashun",CHN,CHN,0,0,,,,,2026105,,
