am,country,player_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,teetimes,tour_rank,event_id
0,SCO,34024,,,"Adam, Cameron",107390,7,[],88,2026115
0,THA,12321,385.0,384.0,"Aphibarnrat, Kiradech",37259,17,[],129,2026115
0,ESP,23236,,,"Arnaus, Adri",41721,8,[],159,2026115
0,ESP,30445,55.0,109.0,"Ayora, Angel",101547,41,[],19,2026115
0,CHN,17346,,,"Bai, Bobby",39246,6,[],,2026115
0,ENG,28615,357.0,326.0,"Bairstow, Sam",100418,7,[],100,2026115
0,ENG,13344,,,"Baldwin, Matthew",33455,8,[],163,2026115
0,SWE,23620,,,"Bergstrom, Albin",43365,4,[],,2026115
0,ENG,31520,,421.0,"Berry, Joshua",103310,10,[],161,2026115
0,USA,32550,450.0,203.0,"Bryant, Davis",106152,7,[],26,2026115
0,USA,16320,,,"Burton, Jeffrey",101384,4,[],,2026115
0,ESP,7457,271.0,249.0,"Cabrera Bello, Rafa",32111,11,[],49,2026115
0,ESP,14016,125.0,159.0,"Campillo, Jorge",36867,28,[],17,2026115
0,ESP,19635,,452.0,"Cantero Gutierrez, Ivan",40516,5,[],121,2026115
0,CHN,19777,,,"Cao, Senshou",103908,9,[],,2026115
0,ITA,23549,,396.0,"Celli, Filippo",100024,9,[],190,2026115
0,ESP,26745,151.0,125.0,"Chacarra, Eugenio",43332,54,[],16,2026115
0,CHN,31731,,,"Chai, Bowen",103923,8,[],,2026115
0,CHN,24504,,,"Chen, Guxin",42534,7,[],,2026115
0,AUS,33939,,,"Chen, Tony",108225,8,[],,2026115
0,CHN,15405,,,"Chen, Zihao Z.",39266,17,[],,2026115
0,CHN,22032,,,"Cheng, Xirong",108582,6,[],,2026115
0,ENG,22608,261.0,230.0,"Clements, Todd",42411,6,[],106,2026115
0,CAN,15596,468.0,470.0,"Cockerill, Aaron",43010,6,[],136,2026115
0,POR,27149,373.0,,"Da Costa Rodrigues, Daniel",105484,6,[],55,2026115
0,RSA,17068,407.0,253.0,"Daffue, MJ",39189,4,[],,2026115
0,SWE,14018,476.0,428.0,"Dantorp, Jens",36484,5,[],138,2026115
0,ITA,26506,392.0,424.0,"De Leo, Gregorio",100023,6,[],68,2026115
0,FRA,25325,,,"Debove, Quentin",42780,1,[],131,2026115
0,ESP,22259,282.0,263.0,"Del Rey, Alejandro",41268,12,[],59,2026115
0,CHN,26193,184.0,177.0,"Ding, Wenyi",101583,42,[],22,2026115
0,ESP,12988,221.0,127.0,"Elvira Mijares, Ignacio",36078,22,[],13,2026115
0,ESP,26008,317.0,289.0,"Elvira, Manuel",43327,10,[],64,2026115
0,CHN,30150,,,"Fan, Jicheng",103909,6,[],,2026115
0,SCO,21646,139.0,179.0,"Ferguson, Ewen",40946,15,[],38,2026115
0,ENG,9396,,,"Fisher, Ross",32435,7,[],140,2026115
0,ESP,12258,423.0,393.0,"Garcia Rodriguez, Sebastian",35358,11,[],90,2026115
0,SUI,15592,384.0,300.0,"Girrbach, Joel",38258,7,[],103,2026115
0,POR,18722,457.0,344.0,"Gouveia, Ricardo",40063,8,[],41,2026115
0,FRA,28239,369.0,322.0,"Guillamoundeguy, Oihan",101450,7,[],104,2026115
0,USA,23892,427.0,305.0,"Gumberg, Jordan",42832,19,[],18,2026115
0,HKG,13568,,,"Hak, Shunyat",36630,4,[],,2026115
1,CHN,30039344,,,"Han, Jin",109261,5,[],,2026115
0,CHN,30125,,,"Haoyi, Wang",109264,4,[],,2026115
0,JPN,32269,,,"Hayashi, Takumi",106490,7,[],,2026115
0,ESP,24127,,283.0,"Hidalgo Portillo, Angel",42508,9,[],96,2026115
0,NZL,21362,45.0,90.0,"Hillier, Daniel",43333,45,[],10,2026115
0,RSA,15993,,281.0,"Hollick, Michael",38575,5,[],44,2026115
0,JPN,19190,404.0,404.0,"Hoshino, Rikuya",42689,10,[],86,2026115
0,CHN,27117,,,"Huang, Zijie",103916,3,[],,2026115
0,SCO,11397,383.0,409.0,"Jamieson, Scott",34771,4,[],123,2026115
0,PHI,15978,,,"Jefferson Go, Lloyd",43934,4,[],,2026115
0,CHN,25893,,,"Jin, Bo",108609,7,[],,2026115
0,CHN,31187,,,"Jin, Zihao",102621,12,[],,2026115
0,ENG,14666,430.0,,"Johnston, Andrew",36932,5,[],188,2026115
0,USA,32449,,500.0,"Johnston, Ryggs",105948,10,[],115,2026115
0,SWE,28686,452.0,425.0,"Jonsson, Tobias",101407,4,[],94,2026115
0,SWE,20404,,,"Jordansson, Felix",100329,3,[],,2026115
0,JPN,28268,215.0,192.0,"Kaneko, Kota",109004,13,[],85,2026115
0,JPN,20448,425.0,361.0,"Katsuragawa, Yuto",100976,7,[],93,2026115
0,ENG,18027,244.0,268.0,"Kimsey, Nathan",39609,7,[],36,2026115
0,SWE,18514,497.0,442.0,"Kinhult, Marcus",39925,9,[],149,2026115
0,FRA,26213,,390.0,"Ko, Jeong Weon",43545,5,[],189,2026115
0,NZL,24369,293.0,195.0,"Kobori, Kazuma",104063,14,[],105,2026115
0,RSA,16896,295.0,192.0,"Kruyswijk, Jacques",39127,4,[],63,2026115
0,CHN,25723,,,"Kuang, Yang",43246,3,[],,2026115
0,FRA,23733,241.0,218.0,"LaCroix, Frederic",41858,12,[],32,2026115
0,SWE,14780,355.0,148.0,"Lagergren, Joakim",37579,19,[],81,2026115
0,HKG,31898,,,"Lam, Isaac",43913,1,[],,2026115
0,FRA,16652,288.0,254.0,"Langasque, Romain",39075,13,[],69,2026115
0,SCO,14784,335.0,223.0,"Law, David",37562,5,[],83,2026115
0,RSA,18105,205.0,101.0,"Lawrence, Thriston",39791,19,[],48,2026115
