player_id,player_name,country,flag,start_hole,early_late,r1_teetime,r2_teetime,r3_teetime,r4_teetime,event_id,r1_wave,r2_wave
34024,"Adam, Cameron",SCO,SCO,0,0,,,,,2026145,,
17056,"Al Kaabi, Saleh",QAT,QAT,0,0,,,,,2026145,,
15960,"Al Shahrani, Abdulrahman Abdulla",QAT,QAT,0,0,,,,,2026145,,
12321,"Aphibarnrat, Kiradech",THA,THA,0,0,,,,,2026145,,
17813,"Armitage, Marcus",ENG,ENG,0,0,,,,,2026145,,
23236,"Arnaus, Adri",ESP,ESP,0,0,,,,,2026145,,
30445,"Ayora, Angel",ESP,ESP,0,0,,,,,2026145,,
28615,"Bairstow, Sam",ENG,ENG,0,0,,,,,2026145,,
13344,"Baldwin, Matthew",ENG,ENG,0,0,,,,,2026145,,
23620,"Bergstrom, Albin",SWE,SWE,0,0,,,,,2026145,,
31520,"Berry, Joshua",ENG,ENG,0,0,,,,,2026145,,
25614,"Biondi, Fred",BRA,BRA,0,0,,,,,2026145,,
23784,"Blomme, Adam",SWE,SWE,0,0,,,,,2026145,,
29971,"Bradbury, Dan",ENG,ENG,0,0,,,,,2026145,,
30210,"Broomhead, Jonothan",RSA,RSA,0,0,,,,,2026145,,
32550,"Bryant, Davis",USA,USA,0,0,,,,,2026145,,
7457,"Cabrera Bello, Rafa",ESP,ESP,0,0,,,,,2026145,,
14016,"Campillo, Jorge",ESP,ESP,0,0,,,,,2026145,,
19635,"Cantero Gutierrez, Ivan",ESP,ESP,0,0,,,,,2026145,,
23549,"Celli, Filippo",ITA,ITA,0,0,,,,,2026145,,
26745,"Chacarra, Eugenio",ESP,ESP,0,0,,,,,2026145,,
22220,"Charmasson, Clement",FRA,FRA,0,0,,,,,2026145,,
22608,"Clements, Todd",ENG,ENG,0,0,,,,,2026145,,
15596,"Cockerill, Aaron",CAN,CAN,0,0,,,,,2026145,,
20727,"Coussaud, Ugo",FRA,FRA,0,0,,,,,2026145,,
27811,"Couvra, Martin",FRA,FRA,0,0,,,,,2026145,,
23610,"Crocker, Sean",USA,USA,0,0,,,,,2026145,,
27149,"Da Costa Rodrigues, Daniel",POR,POR,0,0,,,,,2026145,,
14018,"Dantorp, Jens",SWE,SWE,0,0,,,,,2026145,,
26506,"De Leo, Gregorio",ITA,ITA,0,0,,,,,2026145,,
16497,"Dean, Joe",ENG,ENG,0,0,,,,,2026145,,
25325,"Debove, Quentin",FRA,FRA,0,0,,,,,2026145,,
22259,"Del Rey, Alejandro",ESP,ESP,0,0,,,,,2026145,,
26193,"Ding, Wenyi",CHN,CHN,0,0,,,,,2026145,,
19421,"Du Plessis, Hennie",RSA,RSA,0,0,,,,,2026145,,
33870,"El Hali, Reda",MAR,MAR,0,0,,,,,2026145,,
12988,"Elvira Mijares, Ignacio",ESP,ESP,0,0,,,,,2026145,,
26008,"Elvira, Manuel",ESP,ESP,0,0,,,,,2026145,,
21646,"Ferguson, Ewen",SCO,SCO,0,0,,,,,2026145,,
