am,country,course,player_id,dk_id,dk_salary,early_late,euro_number,fd_id,fd_salary,flag,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,event_id
0,ESP,Emirates GC,22259,41605826,7400.0,0,41268,n/a,0,ESP,"Del Rey, Alejandro",2026-01-22 12:25,2026-01-23 08:05,,,10,0,n/a,0,2026106
0,BEL,Emirates GC,14181,41605806,8500.0,1,37017,n/a,0,BEL,"Detry, Thomas",2026-01-22 07:35,2026-01-23 11:55,,,10,0,n/a,0,2026106
0,CHN,Emirates GC,26193,41605814,7800.0,1,101583,n/a,0,CHN,"Ding, Wenyi",2026-01-22 07:45,2026-01-23 12:05,,,10,0,n/a,0,2026106
0,ENG,Emirates GC,4163,41605912,6000.0,0,30357,n/a,0,ENG,"Donald, Luke",2026-01-22 11:55,2026-01-23 07:35,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,19421,41605835,7200.0,1,40475,n/a,0,RSA,"Du Plessis, Hennie",2026-01-22 08:35,2026-01-23 12:55,,,10,0,n/a,0,2026106
0,ESP,Emirates GC,12988,41605823,7500.0,1,36078,n/a,0,ESP,"Elvira Mijares, Ignacio",2026-01-22 07:55,2026-01-23 12:15,,,10,0,n/a,0,2026106
0,ESP,Emirates GC,26008,41605851,6900.0,1,43327,n/a,0,ESP,"Elvira, Manuel",2026-01-22 07:55,2026-01-23 12:15,,,1,0,n/a,0,2026106
1,USA,Emirates GC,34025,41605868,6600.0,1,107801,n/a,0,USA,"Fang, Ethan",2026-01-22 07:05,2026-01-23 11:25,,,10,0,n/a,0,2026106
0,SCO,Emirates GC,21646,41605818,7600.0,0,40946,n/a,0,SCO,"Ferguson, Ewen",2026-01-22 11:35,2026-01-23 07:15,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,5754,41605908,6000.0,0,1402,n/a,0,RSA,"Fichardt, Darren",2026-01-22 11:25,2026-01-23 07:05,,,10,0,n/a,0,2026106
0,ENG,Emirates GC,9396,41605910,6000.0,1,32435,n/a,0,ENG,"Fisher, Ross",2026-01-22 08:35,2026-01-23 12:55,,,10,0,n/a,0,2026106
0,ENG,Emirates GC,25362,41605836,7200.0,0,42794,n/a,0,ENG,"Fitzpatrick, Alex",2026-01-22 12:35,2026-01-23 08:15,,,10,0,n/a,0,2026106
0,ENG,Emirates GC,12294,41605792,11500.0,1,35371,n/a,0,ENG,"Fleetwood, Tommy",2026-01-22 08:05,2026-01-23 12:25,,,10,0,n/a,0,2026106
0,SCO,Emirates GC,16475,41605822,7500.0,1,38956,n/a,0,SCO,"Forrest, Grant",2026-01-22 07:35,2026-01-23 11:55,,,1,0,n/a,0,2026106
0,NZL,Emirates GC,11889,41605805,8600.0,1,35122,n/a,0,NZL,"Fox, Ryan",2026-01-22 08:15,2026-01-23 12:35,,,10,0,n/a,0,2026106
0,RSA,Emirates GC,11955,41605838,7100.0,0,35166,n/a,0,RSA,"Frittelli, Dylan",2026-01-22 12:15,2026-01-23 07:55,,,10,0,n/a,0,2026106
0,ENG,Emirates GC,18241,41605914,6000.0,1,39020,n/a,0,ENG,"Gavins, Daniel",2026-01-22 08:05,2026-01-23 12:25,,,1,0,n/a,0,2026106
0,SUI,Emirates GC,15592,41605874,6500.0,1,38258,n/a,0,SUI,"Girrbach, Joel",2026-01-22 07:05,2026-01-23 11:25,,,1,0,n/a,0,2026106
0,POR,Emirates GC,18722,41605877,6500.0,1,40063,n/a,0,POR,"Gouveia, Ricardo",2026-01-22 07:05,2026-01-23 11:25,,,1,0,n/a,0,2026106
0,FRA,Emirates GC,10201,41605821,7500.0,0,33674,n/a,0,FRA,"Guerrier, Julien",2026-01-22 11:25,2026-01-23 07:05,,,1,0,n/a,0,2026106
0,USA,Emirates GC,23892,41605903,6100.0,0,42832,n/a,0,USA,"Gumberg, Jordan",2026-01-22 11:25,2026-01-23 07:05,,,10,0,n/a,0,2026106
0,IRL,Emirates GC,5716,41605892,6300.0,0,293,n/a,0,IRL,"Harrington, Padraig",2026-01-22 12:05,2026-01-23 07:45,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,14796,41605793,10200.0,1,37626,n/a,0,ENG,"Hatton, Tyrrell",2026-01-22 08:05,2026-01-23 12:25,,,10,0,n/a,0,2026106
0,ESP,Emirates GC,24127,41605885,6400.0,0,42508,n/a,0,ESP,"Hidalgo Portillo, Angel",2026-01-22 12:45,2026-01-23 08:25,,,1,0,n/a,0,2026106
0,SCO,Emirates GC,25131,41605831,7300.0,1,42648,n/a,0,SCO,"Hill, Calum",2026-01-22 07:35,2026-01-23 11:55,,,1,0,n/a,0,2026106
0,NZL,Emirates GC,21362,41605807,8400.0,0,43333,n/a,0,NZL,"Hillier, Daniel",2026-01-22 12:25,2026-01-23 08:05,,,1,0,n/a,0,2026106
0,DEN,Emirates GC,23602,41605802,8900.0,1,42143,n/a,0,DEN,"Hojgaard, Nicolai",2026-01-22 08:15,2026-01-23 12:35,,,10,0,n/a,0,2026106
0,RSA,Emirates GC,15993,41605873,6500.0,0,38575,n/a,0,RSA,"Hollick, Michael",2026-01-22 11:35,2026-01-23 07:15,,,10,0,n/a,0,2026106
0,JPN,Emirates GC,19190,41605869,6600.0,1,42689,n/a,0,JPN,"Hoshino, Rikuya",2026-01-22 08:25,2026-01-23 12:45,,,10,0,n/a,0,2026106
0,NOR,Emirates GC,18841,41605794,10000.0,0,40148,n/a,0,NOR,"Hovland, Viktor",2026-01-22 12:25,2026-01-23 08:05,,,1,0,n/a,0,2026106
0,SCO,Emirates GC,11397,41605875,6500.0,1,34771,n/a,0,SCO,"Jamieson, Scott",2026-01-22 07:25,2026-01-23 11:45,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,26947,41605830,7300.0,1,43957,n/a,0,RSA,"Jarvis, Casey",2026-01-22 08:15,2026-01-23 12:35,,,1,0,n/a,0,2026106
0,USA,Emirates GC,12422,41605817,7700.0,0,36198,n/a,0,USA,"Johnson, Dustin",2026-01-22 12:25,2026-01-23 08:05,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,14666,41605855,6800.0,0,36932,n/a,0,ENG,"Johnston, Andrew",2026-01-22 11:25,2026-01-23 07:05,,,10,0,n/a,0,2026106
0,USA,Emirates GC,32449,41605909,6000.0,1,105948,n/a,0,USA,"Johnston, Ryggs",2026-01-22 07:35,2026-01-23 11:55,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,25601,41605841,7100.0,0,42599,n/a,0,ENG,"Jordan, Matthew",2026-01-22 11:35,2026-01-23 07:15,,,1,0,n/a,0,2026106
0,JPN,Emirates GC,20448,41605888,6300.0,1,100976,n/a,0,JPN,"Katsuragawa, Yuto",2026-01-22 07:45,2026-01-23 12:05,,,1,0,n/a,0,2026106
0,SWE,Emirates GC,18514,41605897,6200.0,1,39925,n/a,0,SWE,"Kinhult, Marcus",2026-01-22 08:15,2026-01-23 12:35,,,1,0,n/a,0,2026106
0,FRA,Emirates GC,26213,41605911,6000.0,1,43545,n/a,0,FRA,"Ko, Jeong Weon",2026-01-22 08:15,2026-01-23 12:35,,,1,0,n/a,0,2026106
0,NZL,Emirates GC,24369,41605872,6500.0,1,104063,n/a,0,NZL,"Kobori, Kazuma",2026-01-22 07:05,2026-01-23 11:25,,,10,0,n/a,0,2026106
0,RSA,Emirates GC,16896,41605853,6800.0,1,39127,n/a,0,RSA,"Kruyswijk, Jacques",2026-01-22 08:35,2026-01-23 12:55,,,1,0,n/a,0,2026106
0,FRA,Emirates GC,23733,41605854,6800.0,1,41858,n/a,0,FRA,"LaCroix, Frederic",2026-01-22 07:15,2026-01-23 11:35,,,10,0,n/a,0,2026106
0,SWE,Emirates GC,14780,41605828,7400.0,1,37579,n/a,0,SWE,"Lagergren, Joakim",2026-01-22 07:25,2026-01-23 11:45,,,10,0,n/a,0,2026106
0,FRA,Emirates GC,16652,41605856,6800.0,0,39075,n/a,0,FRA,"Langasque, Romain",2026-01-22 12:45,2026-01-23 08:25,,,10,0,n/a,0,2026106
0,ITA,Emirates GC,14987,41605834,7200.0,0,37804,n/a,0,ITA,"Laporta, Francesco",2026-01-22 12:55,2026-01-23 08:35,,,1,0,n/a,0,2026106
0,ESP,Emirates GC,9133,41605881,6400.0,0,33337,n/a,0,ESP,"Larrazabal, Pablo",2026-01-22 11:55,2026-01-23 07:35,,,1,0,n/a,0,2026106
0,SCO,Emirates GC,14784,41605884,6400.0,1,37562,n/a,0,SCO,"Law, David",2026-01-22 08:45,2026-01-23 13:05,,,10,0,n/a,0,2026106
0,RSA,Emirates GC,18105,41605808,8300.0,1,39791,n/a,0,RSA,"Lawrence, Thriston",2026-01-22 07:55,2026-01-23 12:15,,,10,0,n/a,0,2026106
0,KOR,Emirates GC,13498,41605878,6500.0,1,39251,n/a,0,KOR,"Lee, Junghwan",2026-01-22 07:25,2026-01-23 11:45,,,10,0,n/a,0,2026106
0,SWE,Emirates GC,10418,41605899,6200.0,0,31690,n/a,0,SWE,"Lemke, Niklas",2026-01-22 12:05,2026-01-23 07:45,,,10,0,n/a,0,2026106
0,SWE,Emirates GC,20084,41605824,7500.0,1,41330,n/a,0,SWE,"Lindberg, Mikael",2026-01-22 07:55,2026-01-23 12:15,,,1,0,n/a,0,2026106
0,FIN,Emirates GC,20085,41605815,7800.0,1,40874,n/a,0,FIN,"Lindell, Oliver",2026-01-22 07:45,2026-01-23 12:05,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,16897,41605850,6900.0,1,38428,n/a,0,RSA,"Lombard, Zander",2026-01-22 07:55,2026-01-23 12:15,,,1,0,n/a,0,2026106
0,IRL,Emirates GC,13900,41605796,9500.0,1,36489,n/a,0,IRL,"Lowry, Shane",2026-01-22 08:15,2026-01-23 12:35,,,10,0,n/a,0,2026106
0,NED,Emirates GC,10158,41605819,7600.0,1,34085,n/a,0,NED,"Luiten, Joost",2026-01-22 07:15,2026-01-23 11:35,,,10,0,n/a,0,2026106
1,RSA,Emirates GC,27947,41605840,7100.0,1,100041,n/a,0,RSA,"Maas, Christian",2026-01-22 08:45,2026-01-23 13:05,,,1,0,n/a,0,2026106
0,ITA,Emirates GC,11460,41605866,6600.0,0,34788,n/a,0,ITA,"Manassero, Matteo",2026-01-22 11:35,2026-01-23 07:15,,,10,0,n/a,0,2026106
0,NIR,Emirates GC,10091,41605791,12500.0,1,34024,n/a,0,NIR,"McIlroy, Rory",2026-01-22 08:05,2026-01-23 12:25,,,10,0,n/a,0,2026106
0,NIR,Emirates GC,22322,41605803,8800.0,0,41282,n/a,0,NIR,"McKibbin, Tom",2026-01-22 12:05,2026-01-23 07:45,,,1,0,n/a,0,2026106
0,POL,Emirates GC,14196,41605833,7200.0,1,37051,n/a,0,POL,"Meronk, Adrian",2026-01-22 08:35,2026-01-23 12:55,,,1,0,n/a,0,2026106
0,AUS,Emirates GC,19224,41605900,6100.0,0,42600,n/a,0,AUS,"Micheluzzi, David",2026-01-22 11:45,2026-01-23 07:25,,,1,0,n/a,0,2026106
0,ITA,Emirates GC,17357,41605857,6800.0,0,39271,n/a,0,ITA,"Migliozzi, Guido",2026-01-22 12:15,2026-01-23 07:55,,,10,0,n/a,0,2026106
0,ITA,Emirates GC,7655,41605849,6900.0,1,3289,n/a,0,ITA,"Molinari, Francesco",2026-01-22 08:35,2026-01-23 12:55,,,10,0,n/a,0,2026106
0,ENG,Emirates GC,11061,n/a,0.0,1,34610,n/a,0,ENG,"Morrison, James",2026-01-22 08:45,2026-01-23 13:05,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,19429,41605913,6000.0,1,40468,n/a,0,RSA,"Naidoo, Dylan",2026-01-22 08:05,2026-01-23 12:25,,,1,0,n/a,0,2026106
0,DEN,Emirates GC,23841,41605798,9300.0,0,102397,n/a,0,DEN,"Neergaard-Petersen, Rasmus",2026-01-22 12:35,2026-01-23 08:15,,,1,0,n/a,0,2026106
0,CHI,Emirates GC,18079,41605800,9100.0,1,41763,n/a,0,CHI,"Niemann, Joaquin",2026-01-22 07:45,2026-01-23 12:05,,,10,0,n/a,0,2026106
0,DEN,Emirates GC,15676,41605816,7700.0,0,38379,n/a,0,DEN,"Norgaard, Niklas",2026-01-22 11:25,2026-01-23 07:05,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,7677,41605842,7100.0,1,32013,n/a,0,RSA,"Norris, Shaun",2026-01-22 08:25,2026-01-23 12:45,,,10,0,n/a,0,2026106
0,DEN,Emirates GC,25611,41605832,7300.0,0,105456,n/a,0,DEN,"Olesen, Jacob Skov",2026-01-22 11:55,2026-01-23 07:35,,,1,0,n/a,0,2026106
0,DEN,Emirates GC,13412,41605801,9000.0,0,36519,n/a,0,DEN,"Olesen, Thorbjorn",2026-01-22 12:15,2026-01-23 07:55,,,1,0,n/a,0,2026106
0,UAE,Emirates GC,14975,41605864,6700.0,1,37793,n/a,0,UAE,"Otaegui, Adrian",2026-01-22 07:45,2026-01-23 12:05,,,1,0,n/a,0,2026106
0,ITA,Emirates GC,16549,41605905,6100.0,1,39042,n/a,0,ITA,"Paratore, Renato",2026-01-22 08:45,2026-01-23 13:05,,,1,0,n/a,0,2026106
0,ITA,Emirates GC,12177,41605861,6700.0,1,35329,n/a,0,ITA,"Pavan, Andrea",2026-01-22 08:25,2026-01-23 12:45,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,15113,41605891,6300.0,0,37841,n/a,0,ENG,"Pepperell, Eddie",2026-01-22 12:55,2026-01-23 08:35,,,10,0,n/a,0,2026106
0,FRA,Emirates GC,20730,41605811,8000.0,1,40856,n/a,0,FRA,"Perez, Victor",2026-01-22 08:35,2026-01-23 12:55,,,1,0,n/a,0,2026106
0,ESP,Emirates GC,28984,41605795,9700.0,0,100554,n/a,0,ESP,"Puig, David",2026-01-22 12:35,2026-01-23 08:15,,,1,0,n/a,0,2026106
0,SCO,Emirates GC,11396,41605880,6400.0,1,34772,n/a,0,SCO,"Ramsay, Richie",2026-01-22 07:25,2026-01-23 11:45,,,1,0,n/a,0,2026106
0,FRA,Emirates GC,23416,41605901,6100.0,0,43883,n/a,0,FRA,"Ravetto, David",2026-01-22 11:45,2026-01-23 07:25,,,10,0,n/a,0,2026106
0,USA,Emirates GC,14838,41605804,8700.0,0,38439,n/a,0,USA,"Reed, Patrick",2026-01-22 12:15,2026-01-23 07:55,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,18174,41605848,6900.0,0,39862,n/a,0,RSA,"Ritchie, JC",2026-01-22 12:55,2026-01-23 08:35,,,10,0,n/a,0,2026106
0,ENG,Emirates GC,24497,41605859,6800.0,0,43831,n/a,0,ENG,"Robinson Thompson, Brandon",2026-01-22 12:05,2026-01-23 07:45,,,10,0,n/a,0,2026106
0,FRA,Emirates GC,18770,41605812,7900.0,0,40120,n/a,0,FRA,"Rozner, Antoine",2026-01-22 12:55,2026-01-23 08:35,,,1,0,n/a,0,2026106
0,IND,Emirates GC,23060,41605894,6200.0,1,41647,n/a,0,IND,"Sandhu, Yuvraj Singh",2026-01-22 08:45,2026-01-23 13:05,,,10,0,n/a,0,2026106
0,RSA,Emirates GC,26991,41605797,9400.0,0,43682,n/a,0,RSA,"Schaper, Jayden",2026-01-22 12:15,2026-01-23 07:55,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,27258,41605865,6700.0,0,43885,n/a,0,ENG,"Schmidt, Ben",2026-01-22 11:45,2026-01-23 07:25,,,10,0,n/a,0,2026106
0,GER,Emirates GC,12522,41605847,6900.0,1,35703,n/a,0,GER,"Schneider, Marcel",2026-01-22 07:05,2026-01-23 11:25,,,10,0,n/a,0,2026106
0,GER,Emirates GC,27588,41605893,6200.0,1,43801,n/a,0,GER,"Schott, Freddy",2026-01-22 08:25,2026-01-23 12:45,,,1,0,n/a,0,2026106
0,AUS,Emirates GC,12734,41605883,6400.0,1,35853,n/a,0,AUS,"Scrivener, Jason",2026-01-22 07:15,2026-01-23 11:35,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,15115,41605902,6100.0,1,37073,n/a,0,ENG,"Senior, Jack",2026-01-22 08:25,2026-01-23 12:45,,,1,0,n/a,0,2026106
0,IND,Emirates GC,17081,41605904,6100.0,0,39187,n/a,0,IND,"Sharma, Shubhankar",2026-01-22 12:45,2026-01-23 08:25,,,1,0,n/a,0,2026106
0,GER,Emirates GC,6950,41605858,6800.0,0,3467,n/a,0,GER,"Siem, Marcel",2026-01-22 12:05,2026-01-23 07:45,,,10,0,n/a,0,2026106
0,UAE,Emirates GC,22711,41605916,6000.0,1,43974,n/a,0,UAE,"Skaik, Ahmed",2026-01-22 08:45,2026-01-23 13:05,,,10,0,n/a,0,2026106
0,AUS,Emirates GC,24200,41605820,7600.0,0,100259,n/a,0,AUS,"Smylie, Elvis",2026-01-22 11:55,2026-01-23 07:35,,,10,0,n/a,0,2026106
0,SWE,Emirates GC,18517,41605882,6400.0,0,39593,n/a,0,SWE,"Soderberg, Sebastian",2026-01-22 12:15,2026-01-23 07:55,,,10,0,n/a,0,2026106
0,AUT,Emirates GC,21677,n/a,0.0,0,41160,n/a,0,AUT,"Steinlechner, Maximilian",2026-01-22 12:55,2026-01-23 08:35,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,7049,41605871,6600.0,0,30715,n/a,0,RSA,"Sterne, Richard",2026-01-22 12:25,2026-01-23 08:05,,,10,0,n/a,0,2026106
0,RSA,Emirates GC,15229,41605827,7400.0,1,37990,n/a,0,RSA,"Stone, Brandon",2026-01-22 07:15,2026-01-23 11:35,,,1,0,n/a,0,2026106
0,RSA,Emirates GC,13731,41605915,6000.0,0,36659,n/a,0,RSA,"Strydom, Ockie",2026-01-22 12:45,2026-01-23 08:25,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,15326,41605825,7400.0,1,38119,n/a,0,ENG,"Sullivan, Andy",2026-01-22 07:35,2026-01-23 11:55,,,10,0,n/a,0,2026106
0,SCO,Emirates GC,22089,41605863,6700.0,1,41226,n/a,0,SCO,"Syme, Connor",2026-01-22 07:45,2026-01-23 12:05,,,10,0,n/a,0,2026106
0,FRA,Emirates GC,28157,41605839,7100.0,1,100552,n/a,0,FRA,"Vaillant, Tom",2026-01-22 07:25,2026-01-23 11:45,,,1,0,n/a,0,2026106
0,NED,Emirates GC,13374,41605898,6200.0,0,36421,n/a,0,NED,"Van Driel, Darius",2026-01-22 11:55,2026-01-23 07:35,,,10,0,n/a,0,2026106
0,USA,Emirates GC,20522,41605876,6500.0,0,40721,n/a,0,USA,"Veerman, Johannes",2026-01-22 11:25,2026-01-23 07:05,,,1,0,n/a,0,2026106
0,GER,Emirates GC,22231,41605890,6300.0,0,41420,n/a,0,GER,"Von Dellingshausen, Nicolai",2026-01-22 11:35,2026-01-23 07:15,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,12426,41605889,6300.0,1,34264,n/a,0,ENG,"Waring, Paul",2026-01-22 08:25,2026-01-23 12:45,,,10,0,n/a,0,2026106
0,AUT,Emirates GC,9531,41605843,7000.0,1,33676,n/a,0,AUT,"Wiesberger, Bernd",2026-01-22 07:05,2026-01-23 11:25,,,1,0,n/a,0,2026106
0,ENG,Emirates GC,12920,41605886,6300.0,0,36030,n/a,0,ENG,"Willett, Danny",2026-01-22 11:45,2026-01-23 07:25,,,1,0,n/a,0,2026106
0,DEN,Emirates GC,15680,41605867,6600.0,1,38296,n/a,0,DEN,"Winther, Jeff",2026-01-22 08:05,2026-01-23 12:25,,,1,0,n/a,0,2026106
0,CHN,Emirates GC,11763,41605896,6200.0,1,36077,n/a,0,CHN,"Wu, Ashun",2026-01-22 07:15,2026-01-23 11:35,,,10,0,n/a,0,2026106
