player_id,player_name,country,r1_teetime,r2_teetime,r3_teetime,r4_teetime,r1_start_hole,r2_start_hole,r3_start_hole,r4_start_hole,r1_wave,r2_wave,r3_wave,r4_wave,event_id
23950,"Aberg, Ludvig",SWE,,,,,,,,,,,,,11
19846,"Bauchou, Zach",USA,,,,,,,,,,,,,11
17606,"Berger, Daniel",USA,,,,,,,,,,,,,11
18103,"Bezuidenhout, Christiaan",RSA,,,,,,,,,,,,,11
26096,"Bhatia, Akshay",USA,,,,,,,,,,,,,11
13872,"Bradley, Keegan",USA,,,,,,,,,,,,,11
29197,"Brennan, Michael",USA,,,,,,,,,,,,,11
29433,"Bridgeman, Jacob",USA,,,,,,,,,,,,,11
19483,"Burns, Sam",USA,,,,,,,,,,,,,11
18628,"Campbell, Brian",USA,,,,,,,,,,,,,11
15466,"Cantlay, Patrick",USA,,,,,,,,,,,,,11
27819,"Castillo, Ricky",USA,,,,,,,,,,,,,11
14502,"Cauley, Bud",USA,,,,,,,,,,,,,11
23604,"Clark, Wyndham",USA,,,,,,,,,,,,,11
21756,"Cole, Eric",USA,,,,,,,,,,,,,11
17576,"Conners, Corey",CAN,,,,,,,,,,,,,11
28309,"Coody, Pierceson",USA,,,,,,,,,,,,,11
14509,"Dahmen, Joel",USA,,,,,,,,,,,,,11
17786,"Davis, Cam",AUS,,,,,,,,,,,,,11
9771,"Day, Jason",AUS,,,,,,,,,,,,,11
16757,"Dou, Zecheng",CHN,,,,,,,,,,,,,11
22833,"Echavarria, Nico",COL,,,,,,,,,,,,,11
14577,"English, Harris",USA,,,,,,,,,,,,,11
21883,"Ewart, A.J.",CAN,,,,,,,,,,,,,11
11676,"Finau, Tony",USA,,,,,,,,,,,,,11
26657,"Fisk, Steven",USA,,,,,,,,,,,,,11
17646,"Fitzpatrick, Matt",ENG,,,,,,,,,,,,,11
12294,"Fleetwood, Tommy",ENG,,,,,,,,,,,,,11
12965,"Fowler, Rickie",USA,,,,,,,,,,,,,11
