player_id,player_name,pga_number,country,flag,start_hole,early_late,r1_teetime,r2_teetime,r3_teetime,r4_teetime,event_id,r1_wave,r2_wave
13412,"Olesen, Thorbjorn",33968,DEN,DEN,0,0,,,,,4,,
13764,"Parry, John",28723,ENG,ENG,0,0,,,,,4,,
22087,"Paul, Jeremy",50582,GER,GER,0,0,,,,,4,,
19960,"Pavon, Matthieu",48153,FRA,FRA,0,0,,,,,4,,
17780,"Pendrith, Taylor",40250,CAN,CAN,0,0,,,,,4,,
22465,"Penge, Marco",51003,ENG,ENG,0,0,,,,,4,,
27164,"Phillips, Chandler",57900,USA,USA,0,0,,,,,4,,
27900,"Potgieter, Aldrich",63343,RSA,RSA,0,0,,,,,4,,
10104,"Power, Seamus",28252,IRL,IRL,0,0,,,,,4,,
14704,"Putnam, Andrew",34256,USA,USA,0,0,,,,,4,,
18554,"Rai, Aaron",46414,ENG,ENG,0,0,,,,,4,,
19840,"Ramey, Chad",47983,USA,USA,0,0,,,,,4,,
21407,"Reitan, Kristoffer",49855,NOR,NOR,0,0,,,,,4,,
19872,"Riley, Davis",47995,USA,USA,0,0,,,,,4,,
16283,"Rodgers, Patrick",36699,USA,USA,0,0,,,,,4,,
6093,"Rose, Justin",22405,ENG,ENG,0,0,,,,,4,,
22736,"Rosenmueller, Thomas",60882,GER,GER,0,0,,,,,4,,
18424,"Roy, Kevin",39335,USA,USA,0,0,,,,,4,,
16591,"Rozo, Marcelo",37076,COL,COL,0,0,,,,,4,,
16715,"Ryder, Sam",37275,USA,USA,0,0,,,,,4,,
14792,"Saddier, Adrien",34371,FRA,FRA,0,0,,,,,4,,
27183,"Salinda, Isaiah",56781,USA,USA,0,0,,,,,4,,
30814,"Sargent, Gordon",64442,USA,USA,0,0,,,,,4,,
19895,"Schauffele, Xander",48081,USA,USA,0,0,,,,,4,,
19477,"Schenk, Adam",47347,USA,USA,0,0,,,,,4,,
20722,"Schmid, Matti",48867,GER,GER,0,0,,,,,4,,
6430,"Scott, Adam",24502,AUS,AUS,0,0,,,,,4,,
32055,"Shipley, Neal",63807,USA,USA,0,0,,,,,4,,
18474,"Smalley, Alex",46340,USA,USA,0,0,,,,,4,,
18586,"Smith, Jordan",46464,ENG,ENG,0,0,,,,,4,,
22985,"Smotherman, Austin",50095,USA,USA,0,0,,,,,4,,
8820,"Snedeker, Brandt",27649,USA,USA,0,0,,,,,4,,
17536,"Spaun, J.J.",39324,USA,USA,0,0,,,,,4,,
25569,"Stevens, Sam",55893,USA,USA,0,0,,,,,4,,
8480,"Streelman, Kevin",27214,USA,USA,0,0,,,,,4,,
29279,"Suber, Jackson",60019,USA,USA,0,0,,,,,4,,
13997,"Svensson, Adam",40115,CAN,CAN,0,0,,,,,4,,
26850,"Svensson, Jesper",57586,SWE,SWE,0,0,,,,,4,,
23014,"Theegala, Sahith",51634,USA,USA,0,0,,,,,4,,
27364,"Thompson, Davis",58168,USA,USA,0,0,,,,,4,,
26649,"Thorbjornsen, Michael",57364,USA,USA,0,0,,,,,4,,
17032,"Tosti, Alejandro",38991,ARG,ARG,0,0,,,,,4,,
23816,"Valimaki, Sami",52666,FIN,FIN,0,0,,,,,4,,
17550,"Van Rooyen, Erik",40006,RSA,RSA,0,0,,,,,4,,
25319,"VanDerLaan, John",55573,USA,USA,0,0,,,,,4,,
13508,"Vegas, Jhonattan",27064,VEN,VEN,0,0,,,,,4,,
15651,"Ventura, Kris",35658,NOR,NOR,0,0,,,,,4,,
24304,"Vilips, Karl",54304,AUS,AUS,0,0,,,,,4,,
9171,"Villegas, Camilo",27770,COL,COL,0,0,,,,,4,,
25003,"Walker, Danny",54607,USA,USA,0,0,,,,,4,,
20706,"Wallace, Matt",48887,ENG,ENG,0,0,,,,,4,,
25908,"Whaley, Vince",51894,USA,USA,0,0,,,,,4,,
22051,"Wise, Aaron",49964,USA,USA,0,0,,,,,4,,
12577,"Woodland, Gary",31323,USA,USA,0,0,,,,,4,,
25002,"Wu, Dylan",54783,USA,USA,0,0,,,,,4,,
29925,"Yellamaraju, Sudarshan",60386,CAN,CAN,0,0,,,,,4,,
26651,"Young, Cameron",57366,USA,USA,0,0,,,,,4,,
17881,"Yu, Kevin",45242,TPE,TPE,0,0,,,,,4,,
19428,"Zalatoris, Will",47483,USA,USA,0,0,,,,,4,,
