rank,player_name,p_win_%,p_top10_%,p_mc_%,course_fit_score
1,"Schauffele, Xander",22.87,86.7,100.0,0.13556725087666788
2,"Scheffler, Scottie",18.12,83.3,100.0,0.351660499986167
3,"Hovland, Viktor",10.1,71.8,100.0,0.2685727426475684
4,"Fleetwood, Tommy",8.96,69.6,100.0,0.06809832843528935
5,"Clark, Wyndham",7.52,65.9,100.0,0.151941681382979
6,"Henley, Russell",5.59,60.3,100.0,0.05821076764035288
7,"Gotterup, Chris",5.24,58.1,100.0,0.830348423777872
8,"McIlroy, Rory",4.17,54.4,100.0,0.4483766722323107
9,"Cantlay, Patrick",3.5,50.2,100.0,0.2463073886156753
10,"Young, Cameron",3.41,51.0,100.0,0.352131877140083
11,"Fitzpatrick, Matt",1.87,38.9,100.0,0.24636563652612964
12,"Morikawa, Collin",1.67,36.9,100.0,0.2271792880844802
13,"Burns, Sam",1.59,35.8,100.0,0.035015741313420556
14,"Kim, Si Woo",0.82,25.4,100.0,-0.11932805619134845
15,"Aberg, Ludvig",0.71,23.6,100.0,0.5407738997103972
16,"Gerard, Ryan",0.65,22.8,100.0,0.15909670141885823
17,"Lee, Min Woo",0.58,22.0,100.0,0.16697675941885823
18,"Scott, Adam",0.55,21.2,100.0,0.22023053500888384
19,"MacIntyre, Robert",0.38,17.5,100.0,0.3343543073249553
20,"Smalley, Alex",0.33,16.2,100.0,0.13703127941885823
21,"Kim, Tom",0.33,15.8,100.0,-0.25979229960030653
22,"Fitzpatrick, Alex",0.31,15.4,100.0,0.14571181741885825
23,"Reitan, Kristoffer",0.23,14.3,100.0,0.14902475541885823
24,"Fox, Ryan",0.16,11.8,100.0,0.1363841954188582
25,"Matsuyama, Hideki",0.1,7.1,100.0,-0.2550030512215329
26,"Woodland, Gary",0.1,10.0,100.0,0.13997357941885824
27,"Rose, Justin",0.09,7.3,100.0,-0.07329367483085841
28,"Spaun, J.J.",0.02,3.2,100.0,-0.07548475224990264
29,"Bhatia, Akshay",0.02,3.3,100.0,-0.09092298855329665
30,"Bridgeman, Jacob",0.0,0.2,100.0,0.06451467257777133
