player_id,player_name,country,event_id,r1_wave,r2_wave
23950,"Aberg, Ludvig",SWE,9,,
30332,"Bennett, Daniel",RSA,9,,
17606,"Berger, Daniel",USA,9,,
26096,"Bhatia, Akshay",USA,9,,
13872,"Bradley, Keegan",USA,9,,
29433,"Bridgeman, Jacob",USA,9,,
19483,"Burns, Sam",USA,9,,
18628,"Campbell, Brian",USA,9,,
15466,"Cantlay, Patrick",USA,9,,
14502,"Cauley, Bud",USA,9,,
17576,"Conners, Corey",CAN,9,,
28309,"Coody, Pierceson",USA,9,,
14509,"Dahmen, Joel",USA,9,,
9771,"Day, Jason",AUS,9,,
22833,"Echavarria, Nico",COL,9,,
14577,"English, Harris",USA,9,,
17646,"Fitzpatrick, Matt",ENG,9,,
12294,"Fleetwood, Tommy",ENG,9,,
12965,"Fowler, Rickie",USA,9,,
11889,"Fox, Ryan",NZL,9,,
29767,"Gerard, Ryan",USA,9,,
7399,"Glover, Lucas",USA,9,,
27774,"Gotterup, Chris",USA,9,,
23465,"Greyserman, Max",USA,9,,
24968,"Griffin, Ben",USA,9,,
27194,"Hall, Harry",ENG,9,,
8825,"Harman, Brian",USA,9,,
14578,"Henley, Russell",USA,9,,
22760,"Hisatsune, Ryo",JPN,9,,
15575,"Hoge, Tom",USA,9,,
23602,"Hojgaard, Nicolai",DEN,9,,
11276,"Horschel, Billy",USA,9,,
18841,"Hovland, Viktor",NOR,9,,
17488,"Im, Sungjae",KOR,9,,
17543,"Kim, Michael",USA,9,,
14609,"Kim, Si Woo",KOR,9,,
12423,"Kirk, Chris",USA,9,,
21891,"Kitayama, Kurt",USA,9,,
19396,"Knapp, Jake",USA,9,,
16841,"Lee, Min Woo",AUS,9,,
13900,"Lowry, Shane",IRL,9,,
23323,"MacIntyre, Robert",SCO,9,,
13562,"Matsuyama, Hideki",JPN,9,,
19870,"McCarthy, Denny",USA,9,,
28635,"McCarty, Matt",USA,9,,
10091,"McIlroy, Rory",NIR,9,,
18634,"McNealy, Maverick",USA,9,,
17365,"Mitchell, Keith",USA,9,,
21944,"Moore, Taylor",USA,9,,
22085,"Morikawa, Collin",USA,9,,
10419,"Noren, Alex",SWE,9,,
23475,"Novak, Andrew",USA,9,,
17780,"Pendrith, Taylor",CAN,9,,
21554,"Poston, J.T.",USA,9,,
27900,"Potgieter, Aldrich",RSA,9,,
14704,"Putnam, Andrew",USA,9,,
16283,"Rodgers, Patrick",USA,9,,
6093,"Rose, Justin",ENG,9,,
19895,"Schauffele, Xander",USA,9,,
18417,"Scheffler, Scottie",USA,9,,
6430,"Scott, Adam",AUS,9,,
22985,"Smotherman, Austin",USA,9,,
17536,"Spaun, J.J.",USA,9,,
14636,"Spieth, Jordan",USA,9,,
25569,"Stevens, Sam",USA,9,,
17511,"Straka, Sepp",AUT,9,,
13126,"Taylor, Nick",CAN,9,,
23014,"Theegala, Sahith",USA,9,,
14139,"Thomas, Justin",USA,9,,
26649,"Thorbjornsen, Michael",USA,9,,
13508,"Vegas, Jhonattan",VEN,9,,
26651,"Young, Cameron",USA,9,,
